time, theta_0, theta_1, theta_2, theta_3, theta_4, theta_5, theta_6, theta_7, theta_8, theta_9, theta_10, theta_11, theta_12, theta_13, theta_14, theta_15, theta_16, theta_17, theta_18, theta_19, theta_20, theta_21, theta_22, theta_23, theta_24, theta_25, theta_26, theta_27, theta_28, theta_29, theta_30, theta_31, theta_32, theta_33, theta_34, theta_35, theta_36, theta_37, theta_38, theta_39, theta_40, theta_41, theta_42, theta_43, theta_44, theta_45, theta_46, theta_47, theta_48, theta_49, theta_50, theta_51, theta_52, theta_53, theta_54, theta_55, theta_56, theta_57, theta_58, theta_59, theta_60, theta_61, theta_62, theta_63, theta_64, theta_65, theta_66, theta_67, theta_68, theta_69, theta_70, theta_71, theta_72, theta_73, theta_74, theta_75, theta_76, theta_77, theta_78, theta_79, theta_80, theta_81, theta_82, theta_83, theta_84, theta_85, theta_86, theta_87, theta_88, theta_89, theta_90, theta_91, theta_92, theta_93, theta_94, theta_95, theta_96, theta_97, theta_98, theta_99, OrderPara_drawX, OrderPara_drawY
0.210000, 5.272439, 9.871569, 9.222914, 7.608122, 9.484682, 8.573556, 6.980073, 5.475922, 5.784448, 9.582020, 11.247253, 6.381015, 5.700925, 10.742871, 11.471955, 7.342043, 6.343389, 10.681018, 11.186090, 8.342372, 10.034315, 11.034690, 11.330461, 6.599046, 10.110536, 5.368770, 7.176164, 6.789714, 8.999913, 8.635327, 11.270652, 7.591612, 7.770426, 7.276653, 8.060634, 10.057957, 10.639249, 9.783024, 11.525828, 11.030833, 9.474898, 5.557423, 11.157125, 7.652222, 11.360205, 6.165300, 9.939000, 5.822781, 8.698652, 10.780473, 10.588587, 8.464707, 9.241189, 10.227930, 6.781815, 9.353467, 8.364917, 8.661217, 10.488005, 10.188352, 7.308869, 8.468487, 10.446786, 9.868197, 8.451988, 7.335549, 10.343847, 6.301004, 6.221327, 6.922527, 5.771655, 5.419048, 5.477919, 7.474784, 7.375271, 5.380922, 7.739260, 9.108600, 7.110149, 6.941584, 9.767892, 5.527387, 10.150896, 5.949248, 6.819849, 8.482810, 8.160341, 6.835467, 11.165442, 8.552745, 6.018455, 7.226417, 7.262067, 8.344392, 6.572559, 9.981533, 6.243345, 6.854771, 6.310253, 8.578341, 0.059313, -0.013943

0.220000, 5.523264, 10.122589, 9.474267, 7.860026, 9.735905, 8.825186, 7.231949, 5.726865, 6.035610, 9.833193, 11.497956, 6.632615, 5.952025, 10.993549, 11.722739, 7.593965, 6.594964, 10.931708, 11.436779, 8.594085, 10.285251, 11.285356, 11.581189, 6.850774, 10.361435, 5.619648, 7.428076, 7.041529, 9.251368, 8.886932, 11.521361, 7.843518, 8.022303, 7.528573, 8.312438, 10.308882, 10.889947, 10.034091, 11.776637, 11.281498, 9.726126, 5.808420, 11.407808, 7.904120, 11.610944, 6.416751, 10.189986, 6.073972, 8.950233, 11.031146, 10.839298, 8.716377, 9.492533, 10.478774, 7.033626, 9.604757, 8.616623, 8.912812, 10.738747, 10.439214, 7.560791, 8.720156, 10.697541, 10.119220, 8.703662, 7.587471, 10.594642, 6.552550, 6.472818, 7.174387, 6.022808, 5.669956, 5.728864, 7.726702, 7.627193, 5.631807, 7.991143, 9.360006, 7.362052, 7.193449, 10.018968, 5.778364, 10.401776, 6.200536, 7.071676, 8.734473, 8.412115, 7.087299, 11.416126, 8.804382, 6.269796, 7.478334, 7.513986, 8.596105, 6.824273, 10.232496, 6.494852, 7.106609, 6.561806, 8.829968, 0.060598, 0.001244

0.230000, 5.774090, 10.373612, 9.725620, 8.111927, 9.987130, 9.076813, 7.483823, 5.977810, 6.286772, 10.084367, 11.748661, 6.884214, 6.203125, 11.244231, 11.973525, 7.845884, 6.846539, 11.182400, 11.687469, 8.845796, 10.536191, 11.536025, 11.831919, 7.102500, 10.612338, 5.870527, 7.679986, 7.293342, 9.502822, 9.138536, 11.772073, 8.095422, 8.274176, 7.780491, 8.564238, 10.559810, 11.140649, 10.285161, 12.027449, 11.532166, 9.977355, 6.059419, 11.658492, 8.156014, 11.861684, 6.668201, 10.440974, 6.325163, 9.201812, 11.281822, 11.090012, 8.968045, 9.743877, 10.729621, 7.285436, 9.856047, 8.868325, 9.164406, 10.989491, 10.690079, 7.812710, 8.971822, 10.948300, 10.370244, 8.955334, 7.839390, 10.845439, 6.804097, 6.724309, 7.426245, 6.273961, 5.920865, 5.979809, 7.978617, 7.879113, 5.882693, 8.243022, 9.611412, 7.613953, 7.445313, 10.270045, 6.029343, 10.652659, 6.451824, 7.323500, 8.986134, 8.663885, 7.339129, 11.666812, 9.056018, 6.521137, 7.730248, 7.765903, 8.847815, 7.075985, 10.483463, 6.746358, 7.358446, 6.813359, 9.081594, 0.058078, 0.016195

0.240000, 6.024918, 10.624638, 9.976973, 8.363825, 10.238355, 9.328438, 7.735695, 6.228756, 6.537936, 10.335543, 11.999368, 7.135813, 6.454226, 11.494915, 12.224313, 8.097800, 7.098113, 11.433096, 11.938162, 9.097504, 10.787134, 11.786696, 12.082652, 7.354226, 10.863243, 6.121408, 7.931892, 7.545154, 9.754275, 9.390138, 12.022787, 8.347322, 8.526046, 8.032406, 8.816035, 10.810741, 11.391354, 10.536232, 12.278262, 11.782837, 10.228586, 6.310419, 11.909180, 8.407905, 12.112427, 6.919651, 10.691965, 6.576355, 9.453389, 11.532501, 11.340730, 9.219710, 9.995221, 10.980472, 7.537245, 10.107337, 9.120025, 9.415998, 11.240240, 10.940948, 8.064625, 9.223485, 11.199062, 10.621272, 9.207004, 8.091306, 11.096241, 7.055642, 6.975799, 7.678102, 6.525114, 6.171775, 6.230757, 8.230529, 8.131029, 6.133581, 8.494898, 9.862817, 7.865851, 7.697175, 10.521124, 6.280322, 10.903545, 6.703113, 7.575323, 9.237793, 8.915652, 7.590957, 11.917501, 9.307650, 6.772477, 7.982160, 8.017817, 9.099522, 7.327697, 10.734432, 6.997864, 7.610281, 7.064911, 9.333217, 0.051951, 0.029977

0.250000, 6.275748, 10.875666, 10.228326, 8.615719, 10.489582, 9.580061, 7.987565, 6.479703, 6.789099, 10.586721, 12.250078, 7.387411, 6.705328, 11.745603, 12.475103, 8.349714, 7.349687, 11.683795, 12.188858, 9.349209, 11.038079, 12.037370, 12.333386, 7.605950, 11.114151, 6.372290, 8.183797, 7.796963, 10.005728, 9.641737, 12.273503, 8.599218, 8.777912, 8.284317, 9.067829, 11.061675, 11.642062, 10.787306, 12.529077, 12.033511, 10.479817, 6.561419, 12.159870, 8.659793, 12.363172, 7.171101, 10.942958, 6.827548, 9.704965, 11.783183, 11.591452, 9.471372, 10.246566, 11.231326, 7.789052, 10.358629, 9.371723, 9.667588, 11.490991, 11.191820, 8.316538, 9.475146, 11.449828, 10.872302, 9.458671, 8.343219, 11.347045, 7.307188, 7.227289, 7.929956, 6.776268, 6.422687, 6.481705, 8.482437, 8.382942, 6.384470, 8.746771, 10.114223, 8.117746, 7.949035, 10.772206, 6.531303, 11.154434, 6.954401, 7.827144, 9.489449, 9.167416, 7.842784, 12.168193, 9.559281, 7.023818, 8.234069, 8.269728, 9.351226, 7.579407, 10.985404, 7.249370, 7.862114, 7.316462, 9.584838, 0.042636, 0.041739

0.260000, 6.526579, 11.126697, 10.479679, 8.867611, 10.740810, 9.831682, 8.239432, 6.730651, 7.040263, 10.837900, 12.500791, 7.639008, 6.956431, 11.996294, 12.725894, 8.601624, 7.601260, 11.934498, 12.439556, 9.600911, 11.289028, 12.288047, 12.584123, 7.857673, 11.365062, 6.623173, 8.435698, 8.048772, 10.257180, 9.893335, 12.524222, 8.851112, 9.029775, 8.536226, 9.319620, 11.312612, 11.892774, 11.038383, 12.779894, 12.284188, 10.731050, 6.812421, 12.410562, 8.911678, 12.613919, 7.422551, 11.193954, 7.078741, 9.956538, 12.033868, 11.842176, 9.723032, 10.497911, 11.482183, 8.040857, 10.609921, 9.623417, 9.919176, 11.741746, 11.442694, 8.568448, 9.726805, 11.700597, 11.123334, 9.710335, 8.595130, 11.597853, 7.558733, 7.478779, 8.181808, 7.027423, 6.673600, 6.732654, 8.734342, 8.634852, 6.635360, 8.998640, 10.365628, 8.369640, 8.200892, 11.023290, 6.782284, 11.405326, 7.205690, 8.078963, 9.741102, 9.419177, 8.094609, 12.418886, 9.810909, 7.275159, 8.485975, 8.521636, 9.602928, 7.831117, 11.236379, 7.500875, 8.113946, 7.568013, 9.836457, 0.030751, 0.050766

0.270000, 6.777412, 11.377730, 10.731033, 9.119498, 10.992040, 10.083300, 8.491298, 6.981600, 7.291428, 11.089081, 12.751505, 7.890605, 7.207534, 12.246988, 12.976688, 8.853532, 7.852832, 12.185204, 12.690256, 9.852610, 11.539979, 12.538727, 12.834862, 8.109395, 11.615977, 6.874058, 8.687597, 8.300578, 10.508632, 10.144931, 12.774942, 9.103002, 9.281635, 8.788133, 9.571407, 11.563551, 12.143489, 11.289461, 13.030712, 12.534867, 10.982285, 7.063423, 12.661257, 9.163559, 12.864668, 7.674000, 11.444953, 7.329934, 10.208110, 12.284557, 12.092904, 9.974689, 10.749256, 11.733043, 8.292660, 10.861214, 9.875109, 10.170762, 11.992504, 11.693572, 8.820356, 9.978461, 11.951369, 11.374369, 9.961997, 8.847037, 11.848664, 7.810277, 7.730269, 8.433659, 7.278578, 6.924514, 6.983605, 8.986245, 8.886759, 6.886252, 9.250506, 10.617032, 8.621530, 8.452748, 11.274376, 7.033267, 11.656221, 7.456979, 8.330781, 9.992753, 9.670935, 8.346432, 12.669583, 10.062535, 7.526501, 8.737878, 8.773542, 9.854626, 8.082825, 11.487356, 7.752380, 8.365775, 7.819564, 10.088074, 0.017065, 0.056523

0.280000, 7.028247, 11.628765, 10.982387, 9.371383, 11.243270, 10.334916, 8.743161, 7.232551, 7.542594, 11.340263, 13.002222, 8.142201, 7.458638, 12.497685, 13.227483, 9.105436, 8.104404, 12.435913, 12.940959, 10.104307, 11.790933, 12.789409, 13.085603, 8.361115, 11.866894, 7.124944, 8.939494, 8.552383, 10.760082, 10.396525, 13.025665, 9.354888, 9.533491, 9.040036, 9.823191, 11.814494, 12.394208, 11.540542, 13.281532, 12.785550, 11.233520, 7.314427, 12.911955, 9.415437, 13.115419, 7.925450, 11.695955, 7.581128, 10.459680, 12.535248, 12.343636, 10.226344, 11.000602, 11.983906, 8.544462, 11.112507, 10.126798, 10.422346, 12.243266, 11.944454, 9.072260, 10.230114, 12.202144, 11.625406, 10.213656, 9.098942, 12.099478, 8.061821, 7.981758, 8.685507, 7.529734, 7.175429, 7.234557, 9.238144, 9.138663, 7.137145, 9.502368, 10.868437, 8.873419, 8.704601, 11.525465, 7.284250, 11.907120, 7.708268, 8.582597, 10.244402, 9.922690, 8.598253, 12.920282, 10.314159, 7.777842, 8.989779, 9.025445, 10.106322, 8.334532, 11.738336, 8.003885, 8.617603, 8.071114, 10.339688, 0.002454, 0.058683

0.290000, 7.279083, 11.879803, 11.233741, 9.623264, 11.494502, 10.586531, 8.995022, 7.483503, 7.793759, 11.591447, 13.252941, 8.393796, 7.709743, 12.748386, 13.478280, 9.357338, 8.355975, 12.686625, 13.191665, 10.356001, 12.041890, 13.040094, 13.336346, 8.612835, 12.117814, 7.375831, 9.191388, 8.804186, 11.011532, 10.648116, 13.276391, 9.606772, 9.785344, 9.291937, 10.074972, 12.065439, 12.644929, 11.791625, 13.532353, 13.036234, 11.484756, 7.565432, 13.162655, 9.667312, 13.366172, 8.176899, 11.946959, 7.832322, 10.711249, 12.785943, 12.594370, 10.477997, 11.251948, 12.234773, 8.796262, 11.363802, 10.378484, 10.673928, 12.494031, 12.195338, 9.324161, 10.481766, 12.452923, 11.876446, 10.465313, 9.350843, 12.350296, 8.313364, 8.233247, 8.937354, 7.780890, 7.426346, 7.485510, 9.490040, 9.390564, 7.388040, 9.754227, 11.119841, 9.125304, 8.956453, 11.776555, 7.535235, 12.158021, 7.959557, 8.834411, 10.496048, 10.174441, 8.850072, 13.170983, 10.565780, 8.029183, 9.241677, 9.277345, 10.358015, 8.586238, 11.989319, 8.255389, 8.869429, 8.322664, 10.591301, -0.012158, 0.057148

0.300000, 7.529921, 12.130844, 11.485095, 9.875142, 11.745735, 10.838143, 9.246881, 7.734455, 8.044926, 11.842633, 13.503662, 8.645391, 7.960848, 12.999090, 13.729078, 9.609237, 8.607546, 12.937340, 13.442372, 10.607692, 12.292850, 13.290782, 13.587091, 8.864553, 12.368738, 7.626720, 9.443279, 9.055988, 11.262982, 10.899706, 13.527118, 9.858652, 10.037193, 9.543835, 10.326750, 12.316388, 12.895654, 12.042710, 13.783177, 13.286922, 11.735994, 7.816437, 13.413357, 9.919183, 13.616927, 8.428348, 12.197966, 8.083517, 10.962815, 13.036641, 12.845108, 10.729647, 11.503294, 12.485642, 9.048061, 11.615097, 10.630168, 10.925508, 12.744799, 12.446225, 9.576060, 10.733414, 12.703706, 12.127488, 10.716967, 9.602742, 12.601117, 8.564907, 8.484735, 9.189198, 8.032047, 7.677264, 7.736464, 9.741933, 9.642463, 7.638936, 10.006083, 11.371245, 9.377188, 9.208302, 12.027648, 7.786221, 12.408925, 8.210847, 9.086223, 10.747691, 10.426190, 9.101890, 13.421687, 10.817400, 8.280525, 9.493573, 9.529242, 10.609706, 8.837943, 12.240305, 8.506893, 9.121253, 8.574213, 10.842911, -0.025856, 0.052053

0.310000, 7.780760, 12.381887, 11.736450, 10.127017, 11.996969, 11.089752, 9.498738, 7.985409, 8.296093, 12.093820, 13.754386, 8.896985, 8.211954, 13.249796, 13.979879, 9.861133, 8.859116, 13.188059, 13.693082, 10.859380, 12.543813, 13.541473, 13.837838, 9.116271, 12.619664, 7.877611, 9.695168, 9.307788, 11.514430, 11.151294, 13.777848, 10.110530, 10.289040, 9.795730, 10.578525, 12.567339, 13.146382, 12.293797, 14.034001, 13.537612, 11.987233, 8.067444, 13.664062, 10.171051, 13.867684, 8.679797, 12.448975, 8.334712, 11.214380, 13.287342, 13.095849, 10.981294, 11.754640, 12.736515, 9.299858, 11.866392, 10.881849, 11.177087, 12.995570, 12.697116, 9.827956, 10.985060, 12.954491, 12.378533, 10.968619, 9.854638, 12.851941, 8.816450, 8.736224, 9.441041, 8.283205, 7.928183, 7.987419, 9.993823, 9.894358, 7.889833, 10.257936, 11.622649, 9.629069, 9.460150, 12.278743, 8.037208, 12.659833, 8.462137, 9.338034, 10.999333, 10.677935, 9.353706, 13.672393, 11.069017, 8.531866, 9.745465, 9.781137, 10.861394, 9.089647, 12.491293, 8.758396, 9.373076, 8.825761, 11.094519, -0.037793, 0.043754

0.320000, 8.031601, 12.632932, 11.987804, 10.378889, 12.248204, 11.341360, 9.750593, 8.236364, 8.547260, 12.345008, 14.005112, 9.148578, 8.463061, 13.500506, 14.230681, 10.113026, 9.110686, 13.438781, 13.943795, 11.111066, 12.794778, 13.792166, 14.088587, 9.367987, 12.870593, 8.128502, 9.947054, 9.559586, 11.765879, 11.402880, 14.028580, 10.362404, 10.540883, 10.047622, 10.830296, 12.818293, 13.397114, 12.544886, 14.284828, 13.788306, 12.238473, 8.318451, 13.914769, 10.422916, 14.118443, 8.931246, 12.699987, 8.585908, 11.465943, 13.538046, 13.346594, 11.232939, 12.005987, 12.987391, 9.551654, 12.117689, 11.133527, 11.428664, 13.246345, 12.948009, 10.079849, 11.236704, 13.205280, 12.629580, 11.220269, 10.106531, 13.102768, 9.067992, 8.987712, 9.692881, 8.534363, 8.179104, 8.238375, 10.245710, 10.146250, 8.140731, 10.509785, 11.874052, 9.880948, 9.711996, 12.529840, 8.288195, 12.910743, 8.713427, 9.589843, 11.250972, 10.929678, 9.605521, 13.923102, 11.320632, 8.783208, 9.997356, 10.033029, 11.113079, 9.341350, 12.742284, 9.009900, 9.624896, 9.077309, 11.346125, -0.047241, 0.032804

0.330000, 8.282443, 12.883980, 12.239159, 10.630758, 12.499441, 11.592966, 10.002446, 8.487320, 8.798428, 12.596198, 14.255840, 9.400171, 8.714168, 13.751220, 14.481485, 10.364916, 9.362255, 13.689506, 14.194510, 11.362749, 13.045746, 14.042862, 14.339339, 9.619702, 13.121525, 8.379395, 10.198938, 9.811383, 12.017326, 11.654464, 14.279314, 10.614275, 10.792723, 10.299512, 11.082064, 13.069250, 13.647848, 12.795978, 14.535656, 14.039001, 12.489714, 8.569460, 14.165479, 10.674778, 14.369204, 9.182694, 12.951002, 8.837104, 11.717505, 13.788753, 13.597341, 11.484582, 12.257334, 13.238270, 9.803448, 12.368986, 11.385203, 11.680238, 13.497123, 13.198906, 10.331739, 11.488346, 13.456072, 12.880629, 11.471916, 10.358422, 13.353599, 9.319533, 9.239200, 9.944720, 8.785522, 8.430026, 8.489332, 10.497594, 10.398140, 8.391631, 10.761631, 12.125456, 10.132824, 9.963839, 12.780939, 8.539184, 13.161657, 8.964717, 9.841651, 11.502608, 11.181417, 9.857333, 14.173813, 11.572245, 9.034550, 10.249243, 10.284918, 11.364761, 9.593051, 12.993278, 9.261402, 9.876715, 9.328857, 11.597729, -0.053634, 0.019915

0.340000, 8.533287, 13.135030, 12.490514, 10.882623, 12.750678, 11.844569, 10.254297, 8.738278, 9.049597, 12.847390, 14.506570, 9.651764, 8.965276, 14.001936, 14.732290, 10.616803, 9.613824, 13.940234, 14.445227, 11.614429, 13.296717, 14.293561, 14.590092, 9.871416, 13.372460, 8.630289, 10.450820, 10.063179, 12.268773, 11.906046, 14.530050, 10.866142, 11.044559, 10.551399, 11.333829, 13.320210, 13.898586, 13.047072, 14.786486, 14.289700, 12.740956, 8.820469, 14.416191, 10.926636, 14.619967, 9.434143, 13.202019, 9.088301, 11.969064, 14.039464, 13.848092, 11.736222, 12.508681, 13.489152, 10.055240, 12.620284, 11.636876, 11.931811, 13.747904, 13.449805, 10.583627, 11.739985, 13.706867, 13.131681, 11.723560, 10.610309, 13.604433, 9.571074, 9.490687, 10.196557, 9.036681, 8.680949, 8.740291, 10.749475, 10.650027, 8.642532, 11.013474, 12.376859, 10.384698, 10.215681, 13.032040, 8.790174, 13.412573, 9.216008, 10.093457, 11.754243, 11.433154, 10.109144, 14.424527, 11.823855, 9.285892, 10.501128, 10.536805, 11.616440, 9.844752, 13.244275, 9.512905, 10.128533, 9.580404, 11.849331, -0.056605, 0.005915

0.350000, 8.784133, 13.386083, 12.741870, 11.134485, 13.001917, 12.096170, 10.506146, 8.989236, 9.300766, 13.098583, 14.757303, 9.903355, 9.216385, 14.252655, 14.983098, 10.868688, 9.865392, 14.190965, 14.695947, 11.866106, 13.547691, 14.544262, 14.840847, 10.123129, 13.623398, 8.881185, 10.702698, 10.314972, 12.520219, 12.157626, 14.780788, 11.118007, 11.296393, 10.803284, 11.585591, 13.571173, 14.149327, 13.298168, 15.037317, 14.540401, 12.992200, 9.071479, 14.666906, 11.178492, 14.870732, 9.685591, 13.453038, 9.339498, 12.220622, 14.290177, 14.098846, 11.987860, 12.760029, 13.740037, 10.307031, 12.871582, 11.888546, 12.183382, 13.998689, 13.700708, 10.835512, 11.991621, 13.957666, 13.382735, 11.975202, 10.862194, 13.855270, 9.822615, 9.742174, 10.448391, 9.287841, 8.931873, 8.991251, 11.001353, 10.901911, 8.893434, 11.265314, 12.628261, 10.636570, 10.467521, 13.283143, 9.041165, 13.663493, 9.467299, 10.345261, 12.005875, 11.684887, 10.360954, 14.675243, 12.075464, 9.537234, 10.753011, 10.788689, 11.868117, 10.096452, 13.495274, 9.764407, 10.380348, 9.831951, 12.100931, -0.056002, -0.008309

0.360000, 9.034980, 13.637138, 12.993225, 11.386344, 13.253157, 12.347770, 10.757992, 9.240196, 9.551935, 13.349778, 15.008038, 10.154946, 9.467495, 14.503377, 15.233907, 11.120570, 10.116960, 14.441700, 14.946669, 12.117781, 13.798668, 14.794966, 15.091605, 10.374840, 13.874339, 9.132082, 10.954575, 10.566764, 12.771664, 12.409204, 15.031529, 11.369868, 11.548223, 11.055165, 11.837350, 13.822138, 14.400071, 13.549266, 15.288150, 14.791104, 13.243444, 9.322491, 14.917622, 11.430344, 15.121498, 9.937039, 13.704061, 9.590696, 12.472179, 14.540893, 14.349603, 12.239496, 13.011376, 13.990925, 10.558820, 13.122881, 12.140214, 12.434952, 14.249476, 13.951613, 11.087394, 12.243256, 14.208467, 13.633792, 12.226842, 11.114076, 14.106110, 10.074155, 9.993661, 10.700224, 9.539001, 9.182798, 9.242211, 11.253227, 11.153792, 9.144338, 11.517150, 12.879664, 10.888439, 10.719359, 13.534249, 9.292157, 13.914415, 9.718590, 10.597063, 12.257504, 11.936617, 10.612761, 14.925961, 12.327070, 9.788576, 11.004891, 11.040570, 12.119791, 10.348150, 13.746275, 10.015909, 10.632162, 10.083497, 12.352528, -0.051901, -0.021864

0.370000, 9.285828, 13.888195, 13.244581, 11.638200, 13.504399, 12.599367, 11.009837, 9.491156, 9.803105, 13.600974, 15.258775, 10.406537, 9.718605, 14.754103, 15.484718, 11.372449, 10.368527, 14.692437, 15.197393, 12.369453, 14.049647, 15.045673, 15.342364, 10.626551, 14.125283, 9.382980, 11.206449, 10.818555, 13.023109, 12.660781, 15.282272, 11.621727, 11.800049, 11.307044, 12.089106, 14.073106, 14.650818, 13.800366, 15.538984, 15.041811, 13.494690, 9.573503, 15.168342, 11.682193, 15.372267, 10.188486, 13.955085, 9.841894, 12.723733, 14.791613, 14.600363, 12.491129, 13.262724, 14.241816, 10.810608, 13.374181, 12.391879, 12.686519, 14.500267, 14.202522, 11.339273, 12.494888, 14.459272, 13.884851, 12.478479, 11.365955, 14.356953, 10.325695, 10.245148, 10.952055, 9.790162, 9.433725, 9.493173, 11.505099, 11.405670, 9.395243, 11.768983, 13.131066, 11.140306, 10.971194, 13.785356, 9.543150, 14.165341, 9.969881, 10.848864, 12.509131, 12.188345, 10.864567, 15.176682, 12.578674, 10.039918, 11.256768, 11.292449, 12.371463, 10.599848, 13.997280, 10.267411, 10.883974, 10.335043, 12.604124, -0.044595, -0.033909

0.380000, 9.536679, 14.139255, 13.495937, 11.890053, 13.755641, 12.850962, 11.261680, 9.742118, 10.054276, 13.852172, 15.509514, 10.658127, 9.969716, 15.004831, 15.735530, 11.624325, 10.620093, 14.943178, 15.448119, 12.621123, 14.300629, 15.296382, 15.593126, 10.878261, 14.376230, 9.633880, 11.458320, 11.070344, 13.274553, 12.912355, 15.533016, 11.873582, 12.051873, 11.558921, 12.340859, 14.324077, 14.901568, 14.051468, 15.789821, 15.292520, 13.745937, 9.824516, 15.419064, 11.934039, 15.623038, 10.439934, 14.206113, 10.093092, 12.975286, 15.042335, 14.851127, 12.742760, 13.514073, 14.492711, 11.062394, 13.625482, 12.643542, 12.938085, 14.751061, 14.453433, 11.591150, 12.746517, 14.710080, 14.135912, 12.730114, 11.617832, 14.607799, 10.577235, 10.496634, 11.203885, 10.041323, 9.684653, 9.744136, 11.756968, 11.657545, 9.646149, 12.020813, 13.382468, 11.392171, 11.223028, 14.036466, 9.794143, 14.416269, 10.221172, 11.100663, 12.760756, 12.440069, 11.116372, 15.427405, 12.830276, 10.291260, 11.508643, 11.544325, 12.623132, 10.851544, 14.248287, 10.518912, 11.135784, 10.586588, 12.855717, -0.034575, -0.043707

0.390000, 9.787530, 14.390317, 13.747293, 12.141903, 14.006884, 13.102555, 11.513521, 9.993081, 10.305447, 14.103371, 15.760255, 10.909716, 10.220827, 15.255563, 15.986344, 11.876199, 10.871659, 15.193922, 15.698848, 12.872790, 14.551614, 15.547094, 15.843889, 11.129969, 14.627179, 9.884781, 11.710189, 11.322131, 13.525997, 13.163928, 15.783763, 12.125434, 12.303694, 11.810794, 12.592608, 14.575051, 15.152322, 14.302573, 16.040658, 15.543231, 13.997184, 10.075530, 15.669788, 12.185881, 15.873811, 10.691382, 14.457142, 10.344291, 13.226837, 15.293060, 15.101894, 12.994388, 13.765421, 14.743608, 11.314179, 13.876783, 12.895201, 13.189649, 15.001858, 14.704348, 11.843024, 12.998144, 14.960891, 14.386976, 12.981747, 11.869705, 14.858649, 10.828774, 10.748120, 11.455712, 10.292485, 9.935582, 9.995100, 12.008834, 11.909418, 9.897057, 12.272640, 13.633870, 11.644033, 11.474860, 14.287578, 10.045138, 14.667200, 10.472464, 11.352461, 13.012379, 12.691791, 11.368174, 15.678130, 13.081876, 10.542602, 11.760515, 11.796198, 12.874798, 11.103240, 14.499296, 10.770413, 11.387593, 10.838133, 13.107309, -0.022497, -0.050667

0.400000, 10.038383, 14.641381, 13.998649, 12.393749, 14.258129, 13.354146, 11.765359, 10.244045, 10.556619, 14.354571, 16.010999, 11.161304, 10.471940, 15.506297, 16.237160, 12.128070, 11.123224, 15.444669, 15.949579, 13.124454, 14.802601, 15.797808, 16.094655, 11.381676, 14.878131, 10.135683, 11.962056, 11.573917, 13.777440, 13.415498, 16.034513, 12.377283, 12.555511, 12.062666, 12.844355, 14.826027, 15.403078, 14.553679, 16.291497, 15.793946, 14.248434, 10.326545, 15.920514, 12.437721, 16.124586, 10.942829, 14.708175, 10.595491, 13.478387, 15.543789, 15.352663, 13.246014, 14.016770, 14.994508, 11.565962, 14.128085, 13.146859, 13.441211, 15.252659, 14.955265, 12.094895, 13.249769, 15.211706, 14.638042, 13.233377, 12.121576, 15.109501, 11.080312, 10.999606, 11.707538, 10.543647, 10.186512, 10.246065, 12.260697, 12.161287, 10.147966, 12.524464, 13.885272, 11.895893, 11.726690, 14.538691, 10.296134, 14.918134, 10.723756, 11.604257, 13.263999, 12.943509, 11.619975, 15.928858, 13.333474, 10.793945, 12.012384, 12.048069, 13.126462, 11.354934, 14.750309, 11.021913, 11.639399, 11.089678, 13.358898, -0.009137, -0.054384

0.410000, 10.289238, 14.892448, 14.250005, 12.645593, 14.509375, 13.605735, 12.017196, 10.495010, 10.807791, 14.605774, 16.261745, 11.412892, 10.723052, 15.757035, 16.487978, 12.379938, 11.374789, 15.695418, 16.200313, 13.376116, 15.053591, 16.048525, 16.345422, 11.633383, 15.129086, 10.386587, 12.213920, 11.825702, 14.028882, 13.667067, 16.285264, 12.629129, 12.807325, 12.314534, 13.096098, 15.077006, 15.653838, 14.804788, 16.542338, 16.044662, 14.499684, 10.577561, 16.171243, 12.689558, 16.375362, 11.194276, 14.959210, 10.846691, 13.729935, 15.794520, 15.603436, 13.497638, 14.268119, 15.245411, 11.817744, 14.379388, 13.398514, 13.692771, 15.503462, 15.206186, 12.346764, 13.501392, 15.462523, 14.889110, 13.485005, 12.373444, 15.360357, 11.331850, 11.251091, 11.959361, 10.794810, 10.437444, 10.497031, 12.512557, 12.413154, 10.398876, 12.776284, 14.136673, 12.147751, 11.978519, 14.789807, 10.547131, 15.169071, 10.975048, 11.856051, 13.515617, 13.195225, 11.871775, 16.179588, 13.585070, 11.045288, 12.264251, 12.299938, 13.378123, 11.606628, 15.001323, 11.273414, 11.891205, 11.341222, 13.610486, 0.004655, -0.054659
