time, theta_0, theta_1, theta_2, theta_3, theta_4, theta_5, theta_6, theta_7, theta_8, theta_9, theta_10, theta_11, theta_12, theta_13, theta_14, theta_15, theta_16, theta_17, theta_18, theta_19, theta_20, theta_21, theta_22, theta_23, theta_24, theta_25, theta_26, theta_27, theta_28, theta_29, theta_30, theta_31, theta_32, theta_33, theta_34, theta_35, theta_36, theta_37, theta_38, theta_39, theta_40, theta_41, theta_42, theta_43, theta_44, theta_45, theta_46, theta_47, theta_48, theta_49, theta_50, theta_51, theta_52, theta_53, theta_54, theta_55, theta_56, theta_57, theta_58, theta_59, theta_60, theta_61, theta_62, theta_63, theta_64, theta_65, theta_66, theta_67, theta_68, theta_69, theta_70, theta_71, theta_72, theta_73, theta_74, theta_75, theta_76, theta_77, theta_78, theta_79, theta_80, theta_81, theta_82, theta_83, theta_84, theta_85, theta_86, theta_87, theta_88, theta_89, theta_90, theta_91, theta_92, theta_93, theta_94, theta_95, theta_96, theta_97, theta_98, theta_99, OrderPara_drawX, OrderPara_drawY

0.000000, 0.005508, 4.600751, 3.944559, 2.317332, 4.209298, 3.288801, 1.690158, 0.206392, 0.510179, 4.307779, 5.983054, 1.097256, 0.428003, 5.479417, 6.205922, 2.050968, 1.060168, 5.417343, 5.922234, 3.055705, 4.765351, 5.771381, 6.065687, 1.312478, 4.842399, 0.100676, 1.885381, 1.501202, 3.719193, 3.351115, 6.006304, 2.300780, 2.480195, 1.985647, 2.771960, 4.789253, 5.375388, 4.511166, 6.259229, 5.767531, 4.199399, 0.286715, 5.893407, 2.361557, 6.095195, 0.884791, 4.668962, 0.547884, 3.415013, 5.517123, 5.324466, 3.179026, 3.963035, 4.960990, 1.493373, 4.076571, 3.078427, 3.377238, 5.223258, 4.921020, 2.017822, 3.182837, 5.181742, 4.597340, 3.166201, 2.044478, 5.077975, 1.018405, 0.939939, 1.632977, 0.497594, 0.150297, 0.208361, 2.183743, 2.084183, 0.112673, 2.448902, 3.829012, 1.819594, 1.651907, 4.495856, 0.257121, 4.883182, 0.672261, 1.531079, 3.197279, 2.872331, 1.546567, 5.901686, 3.267809, 0.740325, 1.935504, 1.971084, 3.057741, 1.286302, 4.711979, 0.961618, 1.565717, 1.027518, 3.293627, 0.048693, 0.047468

0.010000, 0.256296, 4.851715, 4.195907, 2.569310, 4.460493, 3.540480, 1.942082, 0.457309, 0.761328, 4.558916, 6.233705, 1.348870, 0.679087, 5.730023, 6.456666, 2.302955, 1.311756, 5.667958, 6.172868, 3.307482, 5.016222, 6.021985, 6.316367, 1.564232, 5.093229, 0.351523, 2.137351, 1.753054, 3.970664, 3.602767, 6.256963, 2.552760, 2.732148, 2.237630, 3.023837, 5.040112, 5.626012, 4.762182, 6.510001, 6.018135, 4.450601, 0.537690, 6.144033, 2.613530, 6.345887, 1.136246, 4.919887, 0.799064, 3.666635, 5.767724, 5.575102, 3.430752, 4.214372, 5.211762, 1.745221, 4.327844, 3.330195, 3.628877, 5.473924, 5.171811, 2.269808, 3.434562, 5.432422, 4.848306, 3.417933, 2.296465, 5.328694, 1.269963, 1.191437, 1.884882, 0.748734, 0.401176, 0.459279, 2.435731, 2.336172, 0.363527, 2.700860, 4.080424, 2.071552, 1.903819, 4.746881, 0.508075, 5.133991, 0.923544, 1.782944, 3.448998, 3.124175, 1.798439, 6.152314, 3.519497, 0.991664, 2.187482, 2.223066, 3.309517, 1.538040, 4.962879, 1.213133, 1.817597, 1.279082, 3.545304, 0.035170, 0.057787

0.020000, 0.507087, 5.102681, 4.447255, 2.821284, 4.711690, 3.792156, 2.194003, 0.708228, 1.012479, 4.810055, 6.484359, 1.600485, 0.930171, 5.980632, 6.707412, 2.554940, 1.563344, 5.918577, 6.423504, 3.559256, 5.267097, 6.272591, 6.567050, 1.815985, 5.344063, 0.602371, 2.389319, 2.004904, 4.222133, 3.854415, 6.507624, 2.804736, 2.984096, 2.489610, 3.275711, 5.290973, 5.876640, 5.013201, 6.760775, 6.268741, 4.701803, 0.788666, 6.394662, 2.865499, 6.596582, 1.387701, 5.170815, 1.050245, 3.918255, 6.018329, 5.825742, 3.682476, 4.465710, 5.462537, 1.997068, 4.579118, 3.581960, 3.880514, 5.724593, 5.422605, 2.521790, 3.686284, 5.683105, 5.099274, 3.669662, 2.548449, 5.579418, 1.521520, 1.442935, 2.136785, 0.999874, 0.652057, 0.710199, 2.687716, 2.588158, 0.614382, 2.952815, 4.331835, 2.323507, 2.155728, 4.997908, 0.759029, 5.384804, 1.174827, 2.034807, 3.700714, 3.376016, 2.050308, 6.402944, 3.771183, 1.243002, 2.439456, 2.475044, 3.561290, 1.789777, 5.213783, 1.464647, 2.069474, 1.530646, 3.796978, 0.019586, 0.064382

0.030000, 0.757879, 5.353651, 4.698604, 3.073255, 4.962888, 4.043831, 2.445922, 0.959148, 1.263630, 5.061195, 6.735015, 1.852098, 1.181257, 6.231245, 6.958160, 2.806921, 1.814931, 6.169200, 6.674142, 3.811026, 5.517974, 6.523201, 6.817735, 2.067737, 5.594900, 0.853220, 2.641283, 2.256752, 4.473602, 4.106062, 6.758288, 3.056709, 3.236041, 2.741587, 3.527580, 5.541838, 6.127271, 5.264222, 7.011551, 6.519350, 4.953007, 1.039644, 6.645294, 3.117464, 6.847279, 1.639155, 5.421746, 1.301427, 4.169872, 6.268937, 6.076385, 3.934197, 4.717049, 5.713315, 2.248912, 4.830392, 3.833721, 4.132149, 5.975266, 5.673403, 2.773770, 3.938003, 5.933793, 5.350246, 3.921388, 2.800430, 5.830145, 1.773076, 1.694433, 2.388685, 1.251015, 0.902938, 0.961121, 2.939698, 2.840140, 0.865240, 3.204766, 4.583246, 2.575459, 2.407635, 5.248938, 1.009985, 5.635621, 1.426110, 2.286668, 3.952428, 3.627853, 2.302176, 6.653578, 4.022866, 1.494341, 2.691428, 2.727020, 3.813060, 2.041514, 5.464690, 1.716161, 2.321349, 1.782209, 4.048650, 0.002938, 0.066881

0.040000, 1.008673, 5.604623, 4.949953, 3.325222, 5.214087, 4.295502, 2.697839, 1.210069, 1.514781, 5.312337, 6.985674, 2.103710, 1.432343, 6.481861, 7.208910, 3.058899, 2.066517, 6.419827, 6.924784, 4.062793, 5.768855, 6.773814, 7.068423, 2.319487, 5.845741, 1.104071, 2.893245, 2.508599, 4.725070, 4.357706, 7.008954, 3.308678, 3.487983, 2.993561, 3.779447, 5.792707, 6.377906, 5.515246, 7.262329, 6.769963, 5.204212, 1.290622, 6.895928, 3.369425, 7.097978, 1.890610, 5.672679, 1.552609, 4.421488, 6.519549, 6.327033, 4.185915, 4.968387, 5.964098, 2.500755, 5.081667, 4.085480, 4.383781, 6.225943, 5.924204, 3.025746, 4.189720, 6.184483, 5.601220, 4.173112, 3.052408, 6.080875, 2.024632, 1.945930, 2.640584, 1.502157, 1.153822, 1.212043, 3.191676, 3.092119, 1.116098, 3.456713, 4.834657, 2.827408, 2.659540, 5.499971, 1.260942, 5.886441, 1.677393, 2.538527, 4.204138, 3.879687, 2.554042, 6.904214, 4.274547, 1.745680, 2.943396, 2.978992, 4.064826, 2.293249, 5.715600, 1.967675, 2.573223, 2.033771, 4.300320, -0.013720, 0.065168

0.050000, 1.259469, 5.855598, 5.201301, 3.577186, 5.465288, 4.547172, 2.949754, 1.460992, 1.765933, 5.563481, 7.236335, 2.355322, 1.683430, 6.732481, 7.459661, 3.310874, 2.318103, 6.670457, 7.175428, 4.314558, 6.019740, 7.024430, 7.319113, 2.571236, 6.096585, 1.354924, 3.145203, 2.760443, 4.976537, 4.609348, 7.259623, 3.560643, 3.739920, 3.245531, 4.031309, 6.043578, 6.628545, 5.766272, 7.513108, 7.020579, 5.455418, 1.541602, 7.146565, 3.621383, 7.348680, 2.142064, 5.923616, 1.803791, 4.673101, 6.770164, 6.577683, 4.437631, 5.219726, 6.214884, 2.752596, 5.332943, 4.337235, 4.635412, 6.476623, 6.175009, 3.277719, 4.441434, 6.435178, 5.852197, 4.424832, 3.304382, 6.331610, 2.276188, 2.197426, 2.892480, 1.753299, 1.404706, 1.462967, 3.443650, 3.344095, 1.366959, 3.708657, 5.086068, 3.079355, 2.911442, 5.751006, 1.511901, 6.137264, 1.928677, 2.790384, 4.455846, 4.131517, 2.805905, 7.154853, 4.526225, 1.997019, 3.195362, 3.230961, 4.316590, 2.544982, 5.966513, 2.219188, 2.825094, 2.285334, 4.551987, -0.029347, 0.059395

0.060000, 1.510267, 6.106576, 5.452651, 3.829146, 5.716490, 4.798838, 3.201666, 1.711915, 2.017086, 5.814627, 7.486999, 2.606933, 1.934518, 6.983105, 7.710415, 3.562845, 2.569688, 6.921090, 7.426075, 4.566319, 6.270627, 7.275049, 7.569805, 2.822983, 6.347432, 1.605778, 3.397159, 3.012286, 5.228004, 4.860988, 7.510294, 3.812605, 3.991854, 3.497499, 4.283169, 6.294453, 6.879187, 6.017301, 7.763890, 7.271197, 5.706626, 1.792583, 7.397205, 3.873337, 7.599384, 2.393518, 6.174556, 2.054974, 4.924713, 7.020783, 6.828338, 4.689343, 5.471065, 6.465673, 3.004435, 5.584220, 4.588987, 4.887040, 6.727308, 6.425817, 3.529689, 4.693145, 6.685876, 6.103177, 4.676550, 3.556353, 6.582348, 2.527743, 2.448923, 3.144373, 2.004441, 1.655592, 1.713892, 3.695621, 3.596067, 1.617820, 3.960596, 5.337478, 3.331299, 3.163342, 6.002044, 1.762860, 6.388091, 2.179961, 3.042240, 4.707551, 4.383344, 3.057767, 7.405495, 4.777901, 2.248358, 3.447324, 3.482928, 4.568350, 2.796715, 6.217429, 2.470701, 3.076963, 2.536895, 4.803652, -0.042975, 0.049965

0.070000, 1.761066, 6.357557, 5.704000, 4.081102, 5.967694, 5.050503, 3.453575, 1.962840, 2.268240, 6.065775, 7.737665, 2.858544, 2.185606, 7.233732, 7.961171, 3.814813, 2.821272, 7.171728, 7.676724, 4.818077, 6.521518, 7.525672, 7.820499, 3.074729, 6.598283, 1.856634, 3.649112, 3.264127, 5.479470, 5.112626, 7.760968, 4.064563, 4.243784, 3.749463, 4.535024, 6.545331, 7.129833, 6.268332, 8.014673, 7.521819, 5.957835, 2.043565, 7.647847, 4.125288, 7.850090, 2.644971, 6.425499, 2.306158, 5.176322, 7.271405, 7.078996, 4.941053, 5.722405, 6.716466, 3.256273, 5.835498, 4.840737, 5.138666, 6.977996, 6.676629, 3.781655, 4.944853, 6.936579, 6.354159, 4.928265, 3.808321, 6.833089, 2.779297, 2.700418, 3.396265, 2.255585, 1.906480, 1.964819, 3.947589, 3.848037, 1.868684, 4.212533, 5.588888, 3.583241, 3.415240, 6.253084, 2.013821, 6.638921, 2.431245, 3.294093, 4.959254, 4.635167, 3.309627, 7.656140, 5.029574, 2.499697, 3.699284, 3.734891, 4.820107, 3.048446, 6.468349, 2.722213, 3.328831, 2.788456, 5.055314, -0.053772, 0.037507

0.080000, 2.011868, 6.608540, 5.955350, 4.333055, 6.218899, 5.302165, 3.705483, 2.213767, 2.519394, 6.316924, 7.988334, 3.110153, 2.436695, 7.484362, 8.211929, 4.066779, 3.072856, 7.422369, 7.927376, 5.069831, 6.772412, 7.776297, 8.071196, 3.326474, 6.849137, 2.107491, 3.901062, 3.515966, 5.730935, 5.364261, 8.011644, 4.316518, 4.495710, 4.001425, 4.786876, 6.796213, 7.380483, 6.519366, 8.265458, 7.772444, 6.209046, 2.294548, 7.898493, 4.377234, 8.100798, 2.896425, 6.676445, 2.557342, 5.427930, 7.522031, 7.329658, 5.192760, 5.973744, 6.967263, 3.508109, 6.086776, 5.092483, 5.390290, 7.228687, 6.927445, 4.033619, 5.196558, 7.187284, 6.605145, 5.179977, 4.060286, 7.083835, 3.030851, 2.951914, 3.648155, 2.506729, 2.157369, 2.215747, 4.199553, 4.100002, 2.119548, 4.464465, 5.840298, 3.835180, 3.667136, 6.504126, 2.264782, 6.889755, 2.682529, 3.545945, 5.210953, 4.886987, 3.561485, 7.906787, 5.281245, 2.751036, 3.951241, 3.986851, 5.071861, 3.300176, 6.719271, 2.973725, 3.580696, 3.040016, 5.306974, -0.061092, 0.022831

0.090000, 2.262671, 6.859526, 6.206699, 4.585004, 6.470105, 5.553824, 3.957388, 2.464694, 2.770548, 6.568075, 8.239005, 3.361762, 2.687785, 7.734996, 8.462689, 4.318741, 3.324439, 7.673013, 8.178031, 5.321583, 7.023309, 8.026925, 8.321895, 3.578218, 7.099994, 2.358350, 4.153010, 3.767803, 5.982399, 5.615895, 8.262322, 4.568469, 4.747633, 4.253383, 5.038724, 7.047097, 7.631136, 6.770402, 8.516245, 8.023071, 6.460257, 2.545532, 8.149141, 4.629178, 8.351509, 3.147878, 6.927393, 2.808526, 5.679535, 7.772660, 7.580324, 5.444464, 6.225085, 7.218063, 3.759942, 6.338056, 5.344226, 5.641912, 7.479383, 7.178263, 4.285579, 5.448261, 7.437994, 6.856133, 5.431687, 4.312248, 7.334584, 3.282404, 3.203409, 3.900042, 2.757873, 2.408259, 2.466675, 4.451514, 4.351965, 2.370415, 4.716394, 6.091708, 4.087116, 3.919029, 6.755171, 2.515745, 7.140592, 2.933814, 3.797795, 5.462650, 5.138804, 3.813341, 8.157437, 5.532914, 3.002375, 4.203194, 4.238809, 5.323612, 3.551905, 6.970197, 3.225237, 3.832560, 3.291576, 5.558632, -0.064513, 0.006879

0.100000, 2.513475, 7.110515, 6.458049, 4.836949, 6.721313, 5.805482, 4.209291, 2.715623, 3.021703, 6.819228, 8.489679, 3.613370, 2.938876, 7.985634, 8.713450, 4.570699, 3.576022, 7.923661, 8.428688, 5.573332, 7.274209, 8.277556, 8.572597, 3.829961, 7.350855, 2.609210, 4.404954, 4.019639, 6.233862, 5.867526, 8.513003, 4.820416, 4.999552, 4.505339, 5.290569, 7.297985, 7.881793, 7.021441, 8.767034, 8.273702, 6.711470, 2.796517, 8.399792, 4.881117, 8.602221, 3.399331, 7.178345, 3.059712, 5.931139, 8.023293, 7.830993, 5.696166, 6.476425, 7.468866, 4.011775, 6.589336, 5.595967, 5.893532, 7.730081, 7.429086, 4.537537, 5.699961, 7.688707, 7.107124, 5.683393, 4.564207, 7.585336, 3.533957, 3.454904, 4.151927, 3.009018, 2.659150, 2.717606, 4.703471, 4.603925, 2.621282, 4.968319, 6.343117, 4.339050, 4.170921, 7.006218, 2.766709, 7.391433, 3.185099, 4.049643, 5.714345, 5.390617, 4.065195, 8.408089, 5.784579, 3.253715, 4.455145, 4.490763, 5.575360, 3.803632, 7.221125, 3.476748, 4.084421, 3.543136, 5.810287, -0.063862, -0.009337

0.110000, 2.764282, 7.361507, 6.709400, 5.088891, 6.972521, 6.057136, 4.461191, 2.966553, 3.272859, 7.070382, 8.740356, 3.864978, 3.189968, 8.236275, 8.964214, 4.822655, 3.827604, 8.174313, 8.679348, 5.825078, 7.525112, 8.528190, 8.823301, 4.081702, 7.601719, 2.860072, 4.656896, 4.271472, 6.485325, 6.119154, 8.763687, 5.072361, 5.251468, 4.757291, 5.542410, 7.548876, 8.132453, 7.272482, 9.017825, 8.524336, 6.962685, 3.047503, 8.650445, 5.133053, 8.852936, 3.650784, 7.429299, 3.310897, 6.182740, 8.273929, 8.081665, 5.947865, 6.727766, 7.719673, 4.263605, 6.840617, 5.847704, 6.145150, 7.980784, 7.679911, 4.789491, 5.951659, 7.939423, 7.358117, 5.935097, 4.816162, 7.836092, 3.785509, 3.706399, 4.403811, 3.260164, 2.910043, 2.968537, 4.955425, 4.855881, 2.872151, 5.220240, 6.594526, 4.590981, 4.422810, 7.257268, 3.017674, 7.642277, 3.436384, 4.301489, 5.966036, 5.642426, 4.317047, 8.658745, 6.036243, 3.505054, 4.707093, 4.742714, 5.827105, 4.055359, 7.472056, 3.728258, 4.336281, 3.794694, 6.061940, -0.059221, -0.024800

0.120000, 3.015090, 7.612501, 6.960750, 5.340830, 7.223732, 6.308789, 4.713090, 3.217485, 3.524015, 7.321539, 8.991034, 4.116585, 3.441060, 8.486919, 9.214980, 5.074608, 4.079185, 8.424968, 8.930011, 6.076820, 7.776019, 8.778827, 9.074007, 4.333442, 7.852586, 3.110935, 4.908835, 4.523304, 6.736787, 6.370781, 9.014373, 5.324301, 5.503379, 5.009240, 5.794248, 7.799770, 8.383117, 7.523525, 9.268617, 8.774972, 7.213900, 3.298490, 8.901101, 5.384986, 9.103654, 3.902236, 7.680257, 3.562083, 6.434340, 8.524568, 8.332342, 6.199561, 6.979107, 7.970484, 4.515434, 7.091898, 6.099438, 6.396766, 8.231490, 7.930740, 5.041443, 6.203353, 8.190144, 7.609113, 6.186798, 5.068114, 8.086852, 4.037061, 3.957893, 4.655692, 3.511311, 3.160938, 3.219470, 5.207376, 5.107834, 3.123022, 5.472158, 6.845934, 4.842909, 4.674697, 7.508320, 3.268641, 7.893124, 3.687669, 4.553333, 6.217725, 5.894233, 4.568897, 8.909402, 6.287904, 3.756394, 4.959038, 4.994662, 6.078847, 4.307084, 7.722991, 3.979769, 4.588138, 4.046253, 6.313590, -0.050922, -0.038551

0.130000, 3.265900, 7.863498, 7.212101, 5.592765, 7.474943, 6.560439, 4.964986, 3.468417, 3.775172, 7.572696, 9.241716, 4.368191, 3.692153, 8.737567, 9.465747, 5.326557, 4.330765, 8.675626, 9.180676, 6.328560, 8.026929, 9.029467, 9.324715, 4.585180, 8.103457, 3.361800, 5.160771, 4.775135, 6.988248, 6.622406, 9.265061, 5.576238, 5.755288, 5.261187, 6.046083, 8.050667, 8.633784, 7.774571, 9.519411, 9.025612, 7.465117, 3.549479, 9.151760, 5.636915, 9.354373, 4.153689, 7.931217, 3.813270, 6.685938, 8.775211, 8.583022, 6.451254, 7.230448, 8.221297, 4.767261, 7.343181, 6.351170, 6.648380, 8.482200, 8.181573, 5.293391, 6.455045, 8.440868, 7.860112, 6.438497, 5.320064, 8.337615, 4.288612, 4.209387, 4.907570, 3.762458, 3.411834, 3.470404, 5.459323, 5.359784, 3.373894, 5.724073, 7.097343, 5.094835, 4.926582, 7.759374, 3.519608, 8.143974, 3.938955, 4.805175, 6.469412, 6.146036, 4.820746, 9.160063, 6.539562, 4.007734, 5.210981, 5.246608, 6.330586, 4.558808, 7.973928, 4.231279, 4.839994, 4.297810, 6.565238, -0.039524, -0.049746

0.140000, 3.516711, 8.114498, 7.463452, 5.844697, 7.726156, 6.812087, 5.216879, 3.719351, 4.026330, 7.823856, 9.492399, 4.619796, 3.943247, 8.988218, 9.716517, 5.578504, 4.582345, 8.926288, 9.431344, 6.580297, 8.277841, 9.280110, 9.575425, 4.836918, 8.354331, 3.612666, 5.412705, 5.026963, 7.239709, 6.874028, 9.515752, 5.828172, 6.007192, 5.513130, 6.297914, 8.301568, 8.884455, 8.025620, 9.770207, 9.276254, 7.716335, 3.800468, 9.402422, 5.888840, 9.605094, 4.405141, 8.182180, 4.064457, 6.937534, 9.025857, 8.833705, 6.702945, 7.481790, 8.472115, 5.019086, 7.594464, 6.602898, 6.899991, 8.732913, 8.432409, 5.545336, 6.706735, 8.691595, 8.111113, 6.690192, 5.572010, 8.588382, 4.540163, 4.460881, 5.159447, 4.013605, 3.662731, 3.721339, 5.711267, 5.611731, 3.624768, 5.975983, 7.348751, 5.346758, 5.178464, 8.010431, 3.770577, 8.394828, 4.190241, 5.057016, 6.721096, 6.397835, 5.072592, 9.410726, 6.791218, 4.259073, 5.462920, 5.498550, 6.582322, 4.810531, 8.224869, 4.482788, 5.091848, 4.549367, 6.816884, -0.025770, -0.057712

0.150000, 3.767524, 8.365500, 7.714803, 6.096625, 7.977370, 7.063732, 5.468771, 3.970286, 4.277488, 8.075017, 9.743085, 4.871401, 4.194342, 9.238873, 9.967288, 5.830447, 4.833925, 9.176954, 9.682014, 6.832031, 8.528757, 9.530755, 9.826138, 5.088654, 8.605208, 3.863534, 5.664636, 5.278790, 7.491169, 7.125649, 9.766445, 6.080102, 6.259093, 5.765071, 6.549741, 8.552471, 9.135130, 8.276671, 10.021005, 9.526900, 7.967555, 4.051458, 9.653086, 6.140762, 9.855818, 4.656593, 8.433146, 4.315645, 7.189128, 9.276507, 9.084392, 6.954633, 7.733131, 8.722935, 5.270909, 7.845748, 6.854624, 7.151601, 8.983630, 8.683248, 5.797278, 6.958421, 8.942326, 8.362118, 6.941885, 5.823953, 8.839153, 4.791713, 4.712374, 5.411322, 4.264753, 3.913629, 3.972275, 5.963208, 5.863675, 3.875643, 6.227890, 7.600159, 5.598679, 5.430345, 8.261490, 4.021546, 8.645685, 4.441527, 5.308855, 6.972777, 6.649632, 5.324437, 9.661392, 7.042872, 4.510413, 5.714857, 5.750490, 6.834055, 5.062253, 8.475812, 4.734298, 5.343699, 4.800924, 7.068528, -0.010548, -0.061983

0.160000, 4.018339, 8.616505, 7.966154, 6.348550, 8.228586, 7.315375, 5.720660, 4.221222, 4.528646, 8.326180, 9.993774, 5.123005, 4.445437, 9.489531, 10.218061, 6.082387, 5.085504, 9.427623, 9.932687, 7.083762, 8.779676, 9.781404, 10.076853, 5.340389, 8.856088, 4.114403, 5.916564, 5.530615, 7.742628, 7.377267, 10.017140, 6.332029, 6.510991, 6.017009, 6.801565, 8.803378, 9.385807, 8.527724, 10.271804, 9.777548, 8.218776, 4.302450, 9.903752, 6.392681, 10.106544, 4.908044, 8.684115, 4.566833, 7.440720, 9.527160, 9.335082, 7.206319, 7.984474, 8.973759, 5.522731, 8.097033, 7.106346, 7.403209, 9.234351, 8.934090, 6.049218, 7.210105, 9.193061, 8.613124, 7.193576, 6.075893, 9.089926, 5.043263, 4.963867, 5.663195, 4.515902, 4.164529, 4.223213, 6.215145, 6.115615, 4.126519, 6.479794, 7.851566, 5.850597, 5.682223, 8.512551, 4.272517, 8.896546, 4.692813, 5.560692, 7.224455, 6.901425, 5.576280, 9.912061, 7.294524, 4.761753, 5.966790, 6.002427, 7.085785, 5.313973, 8.726758, 4.985807, 5.595549, 5.052480, 7.320169, 0.005176, -0.062331

0.170000, 4.269156, 8.867513, 8.217506, 6.600471, 8.479802, 7.567016, 5.972547, 4.472160, 4.779805, 8.577345, 10.244465, 5.374608, 4.696533, 9.740192, 10.468836, 6.334324, 5.337082, 9.678295, 10.183363, 7.335489, 9.030597, 10.032056, 10.327570, 5.592123, 9.106971, 4.365273, 6.168489, 5.782438, 7.994086, 7.628883, 10.267838, 6.583952, 6.762885, 6.268943, 7.053386, 9.054288, 9.636489, 8.778779, 10.522605, 10.028199, 8.469998, 4.553442, 10.154422, 6.644596, 10.357272, 5.159496, 8.935086, 4.818021, 7.692310, 9.777816, 9.585776, 7.458002, 8.235816, 9.224587, 5.774551, 8.348318, 7.358066, 7.654814, 9.485075, 9.184936, 6.301154, 7.461787, 9.443799, 8.864134, 7.445263, 6.327830, 9.340704, 5.294812, 5.215360, 5.915065, 4.767052, 4.415430, 4.474152, 6.467079, 6.367552, 4.377397, 6.731694, 8.102974, 6.102512, 5.934100, 8.763615, 4.523489, 9.147409, 4.944100, 5.812527, 7.476131, 7.153215, 5.828121, 10.162732, 7.546173, 5.013094, 6.218721, 6.254360, 7.337513, 5.565693, 8.977707, 5.237315, 5.847397, 5.304036, 7.571808, 0.020413, -0.058776

0.180000, 4.519974, 9.118523, 8.468858, 6.852389, 8.731020, 7.818655, 6.224432, 4.723099, 5.030965, 8.828511, 10.495158, 5.626211, 4.947630, 9.990857, 10.719613, 6.586258, 5.588660, 9.928971, 10.434041, 7.587214, 9.281522, 10.282710, 10.578290, 5.843855, 9.357858, 4.616145, 6.420412, 6.034260, 8.245544, 7.880497, 10.518538, 6.835872, 7.014775, 6.520875, 7.305203, 9.305201, 9.887174, 9.029837, 10.773408, 10.278853, 8.721221, 4.804436, 10.405094, 6.896507, 10.608002, 5.410947, 9.186061, 5.069210, 7.943898, 10.028475, 9.836474, 7.709682, 8.487159, 9.475418, 6.026370, 8.599604, 7.609783, 7.906418, 9.735802, 9.435785, 6.553087, 7.713466, 9.694540, 9.115146, 7.696948, 6.579764, 9.591484, 5.546361, 5.466852, 6.166934, 5.018202, 4.666333, 4.725092, 6.719010, 6.619487, 4.628276, 6.983591, 8.354381, 6.354425, 6.185974, 9.014681, 4.774462, 9.398276, 5.195387, 6.064360, 7.727805, 7.405001, 6.079960, 10.413405, 7.797819, 5.264434, 6.470649, 6.506291, 7.589237, 5.817411, 9.228659, 5.488823, 6.099243, 5.555591, 7.823444, 0.034213, -0.051579

0.190000, 4.770794, 9.369536, 8.720210, 7.104303, 8.982240, 8.070291, 6.476315, 4.974039, 5.282126, 9.079679, 10.745854, 5.877813, 5.198728, 10.241525, 10.970392, 6.838190, 5.840237, 10.179650, 10.684722, 7.838936, 9.532450, 10.533367, 10.829011, 6.095587, 9.608748, 4.867019, 6.672332, 6.286080, 8.497001, 8.132109, 10.769240, 7.087789, 7.266662, 6.772804, 7.557017, 9.556116, 10.137862, 9.280897, 11.024213, 10.529510, 8.972445, 5.055430, 10.655768, 7.148416, 10.858734, 5.662398, 9.437038, 5.320400, 8.195485, 10.279138, 10.087175, 7.961360, 8.738502, 9.726252, 6.278186, 8.850891, 7.861497, 8.158019, 9.986533, 9.686638, 6.805018, 7.965142, 9.945285, 9.366160, 7.948631, 6.831695, 9.842269, 5.797909, 5.718344, 6.418800, 5.269352, 4.917236, 4.976033, 6.970938, 6.871418, 4.879157, 7.235484, 8.605787, 6.606336, 6.437846, 9.265749, 5.025436, 9.649146, 5.446674, 6.316192, 7.979476, 7.656784, 6.331797, 10.664082, 8.049463, 5.515774, 6.722575, 6.758219, 7.840958, 6.069128, 9.479614, 5.740331, 6.351088, 5.807146, 8.075079, 0.045729, -0.041230

0.200000, 5.021616, 9.620551, 8.971562, 7.356214, 9.233460, 8.321925, 6.728195, 5.224980, 5.533286, 9.330849, 10.996552, 6.129414, 5.449826, 10.492197, 11.221172, 7.090118, 6.091813, 10.430332, 10.935405, 8.090656, 9.783381, 10.784027, 11.079735, 6.347317, 9.859640, 5.117894, 6.924249, 6.537898, 8.748457, 8.383719, 11.019945, 7.339702, 7.518546, 7.024730, 7.808827, 9.807035, 10.388554, 9.531960, 11.275019, 10.780170, 9.223671, 5.306426, 10.906446, 7.400320, 11.109469, 5.913849, 9.688018, 5.571590, 8.447069, 10.529804, 10.337879, 8.213035, 8.989845, 9.977089, 6.530001, 9.102179, 8.113208, 8.409619, 10.237268, 9.937493, 7.056945, 8.216816, 10.196034, 9.617178, 8.200311, 7.083623, 10.093056, 6.049456, 5.969836, 6.670664, 5.520504, 5.168141, 5.226975, 7.222863, 7.123346, 5.130039, 7.487374, 8.857194, 6.858244, 6.689716, 9.516820, 5.276411, 9.900020, 5.697961, 6.568021, 8.231144, 7.908564, 6.583633, 10.914760, 8.301105, 5.767115, 6.974497, 7.010144, 8.092677, 6.320844, 9.730572, 5.991838, 6.602930, 6.058700, 8.326711, 0.054263, -0.028408

