gamma, phi_12, phi_13
0.624000, 0.722566, 0.282743
0.624000, 0.722566, 0.314159
0.624000, 0.722566, 0.345575
0.624000, 0.722566, 0.376991
0.624000, 0.722566, 0.408407
0.624000, 0.722566, 0.439823
0.624000, 0.722566, 0.471239
0.624000, 0.722566, 0.502655
0.624000, 1.979203, 4.021239
0.624000, 2.010619, 4.021239
0.624000, 2.010619, 4.241150
0.624000, 2.073451, 4.178318
0.624000, 2.230531, 4.241150
0.624000, 3.110177, 6.283185
0.624000, 3.141593, 3.141593
0.624000, 4.021239, 1.979203
0.624000, 4.021239, 2.010619
0.624000, 4.178318, 2.073451
0.624000, 4.241150, 2.010619
0.624000, 4.241150, 2.230531
0.624000, 5.529203, 5.780530
0.624000, 5.529203, 5.811946
0.624000, 5.529203, 5.843362
0.624000, 5.529203, 5.874778
0.624000, 5.529203, 5.906194
0.624000, 5.529203, 5.937610
0.624000, 5.529203, 5.969026
0.624000, 5.529203, 6.000442
0.624000, 5.529203, 6.031858
0.624000, 5.529203, 6.063274
0.624000, 5.560619, 5.717699
0.624000, 5.560619, 5.749115
0.624000, 5.560619, 6.126106
0.624000, 5.560619, 6.157522
0.624000, 5.592035, 5.686283
0.624000, 5.592035, 6.220353
0.624000, 5.623451, 5.654867
0.624000, 5.654867, 5.623451
0.624000, 5.686283, 5.592035
0.624000, 5.717699, 5.560619
0.624000, 5.749115, 5.560619
0.624000, 5.780530, 5.529203
0.624000, 5.811946, 5.529203
0.624000, 5.843362, 5.529203
0.624000, 5.874778, 5.529203
0.624000, 5.906194, 5.529203
0.624000, 5.937610, 5.529203
0.624000, 5.969026, 5.529203
0.624000, 6.000442, 5.529203
0.624000, 6.031858, 5.529203
0.624000, 6.063274, 5.529203
0.624000, 6.126106, 5.560619
0.624000, 6.157522, 5.560619
0.624000, 6.220353, 5.592035
0.624000, 6.283185, 3.110177
0.624000, 6.283185, 6.283185
0.625000, 0.125664, 0.691150
0.625000, 0.219911, 0.722566
0.625000, 0.251327, 0.722566
0.625000, 0.282743, 0.722566
0.625000, 0.376991, 0.722566
0.625000, 0.408407, 0.722566
0.625000, 0.439823, 0.722566
0.625000, 0.471239, 0.722566
0.625000, 0.502655, 0.722566
0.625000, 0.534071, 0.691150
0.625000, 0.565487, 0.691150
0.625000, 0.596903, 0.659734
0.625000, 0.628319, 0.628319
0.625000, 0.659734, 0.596903
0.625000, 0.691150, 0.125664
0.625000, 0.691150, 0.534071
0.625000, 0.691150, 0.565487
0.625000, 0.722566, 0.219911
0.625000, 0.722566, 0.251327
0.625000, 0.722566, 0.282743
0.625000, 0.722566, 0.376991
0.625000, 0.722566, 0.408407
0.625000, 0.722566, 0.439823
0.625000, 0.722566, 0.471239
0.625000, 0.722566, 0.502655
0.625000, 1.979203, 4.021239
0.625000, 2.010619, 4.021239
0.625000, 2.010619, 4.241150
0.625000, 2.073451, 4.178318
0.625000, 2.230531, 4.241150
0.625000, 3.110177, 6.283185
0.625000, 3.141593, 3.141593
0.625000, 4.021239, 1.979203
0.625000, 4.021239, 2.010619
0.625000, 4.178318, 2.073451
0.625000, 4.241150, 2.010619
0.625000, 4.241150, 2.230531
0.625000, 5.529203, 5.780530
0.625000, 5.529203, 5.811946
0.625000, 5.529203, 5.843362
0.625000, 5.529203, 5.874778
0.625000, 5.529203, 5.906194
0.625000, 5.529203, 5.969026
0.625000, 5.529203, 6.000442
0.625000, 5.529203, 6.031858
0.625000, 5.529203, 6.063274
0.625000, 5.560619, 5.717699
0.625000, 5.560619, 5.749115
0.625000, 5.560619, 6.126106
0.625000, 5.560619, 6.157522
0.625000, 5.592035, 5.686283
0.625000, 5.592035, 6.220353
0.625000, 5.623451, 5.654867
0.625000, 5.654867, 5.623451
0.625000, 5.686283, 5.592035
0.625000, 5.717699, 5.560619
0.625000, 5.749115, 5.560619
0.625000, 5.780530, 5.529203
0.625000, 5.811946, 5.529203
0.625000, 5.843362, 5.529203
0.625000, 5.874778, 5.529203
0.625000, 5.906194, 5.529203
0.625000, 5.969026, 5.529203
0.625000, 6.000442, 5.529203
0.625000, 6.031858, 5.529203
0.625000, 6.063274, 5.529203
0.625000, 6.126106, 5.560619
0.625000, 6.157522, 5.560619
0.625000, 6.220353, 5.592035
0.625000, 6.283185, 3.110177
0.625000, 6.283185, 6.283185
0.626000, 0.031416, 0.659734
0.626000, 0.188496, 0.722566
0.626000, 0.219911, 0.722566
0.626000, 0.251327, 0.722566
0.626000, 0.376991, 0.753982
0.626000, 0.408407, 0.722566
0.626000, 0.439823, 0.722566
0.626000, 0.471239, 0.722566
0.626000, 0.502655, 0.722566
0.626000, 0.565487, 0.691150
0.626000, 0.596903, 0.659734
0.626000, 0.628319, 0.659734
0.626000, 0.659734, 0.031416
0.626000, 0.659734, 0.596903
0.626000, 0.659734, 0.628319
0.626000, 0.691150, 0.565487
0.626000, 0.722566, 0.188496
0.626000, 0.722566, 0.219911
0.626000, 0.722566, 0.251327
0.626000, 0.722566, 0.408407
0.626000, 0.722566, 0.439823
0.626000, 0.722566, 0.471239
0.626000, 0.722566, 0.502655
0.626000, 0.753982, 0.376991
0.626000, 1.979203, 4.021239
0.626000, 2.010619, 4.021239
0.626000, 2.010619, 4.241150
0.626000, 2.073451, 4.178318
0.626000, 2.230531, 4.241150
0.626000, 3.110177, 6.283185
0.626000, 3.141593, 3.141593
0.626000, 4.021239, 1.979203
0.626000, 4.021239, 2.010619
0.626000, 4.178318, 2.073451
0.626000, 4.241150, 2.010619
0.626000, 4.241150, 2.230531
0.626000, 5.497787, 5.906194
0.626000, 5.529203, 5.780530
0.626000, 5.529203, 5.811946
0.626000, 5.529203, 5.843362
0.626000, 5.529203, 5.874778
0.626000, 5.529203, 6.000442
0.626000, 5.529203, 6.031858
0.626000, 5.529203, 6.063274
0.626000, 5.529203, 6.094690
0.626000, 5.560619, 5.717699
0.626000, 5.560619, 6.157522
0.626000, 5.592035, 5.654867
0.626000, 5.592035, 5.686283
0.626000, 5.592035, 6.220353
0.626000, 5.592035, 6.251769
0.626000, 5.623451, 5.623451
0.626000, 5.654867, 5.592035
0.626000, 5.686283, 5.592035
0.626000, 5.717699, 5.560619
0.626000, 5.780530, 5.529203
0.626000, 5.811946, 5.529203
0.626000, 5.843362, 5.529203
0.626000, 5.874778, 5.529203
0.626000, 5.906194, 5.497787
0.626000, 6.000442, 5.529203
0.626000, 6.031858, 5.529203
0.626000, 6.063274, 5.529203
0.626000, 6.094690, 5.529203
0.626000, 6.157522, 5.560619
0.626000, 6.220353, 5.592035
0.626000, 6.251769, 5.592035
0.626000, 6.283185, 3.110177
0.626000, 6.283185, 6.283185
0.627000, 0.031416, 0.659734
0.627000, 0.188496, 0.722566
0.627000, 0.219911, 0.722566
0.627000, 0.345575, 0.753982
0.627000, 0.376991, 0.753982
0.627000, 0.408407, 0.753982
0.627000, 0.439823, 0.722566
0.627000, 0.471239, 0.722566
0.627000, 0.502655, 0.722566
0.627000, 0.565487, 0.691150
0.627000, 0.628319, 0.659734
0.627000, 0.659734, 0.031416
0.627000, 0.659734, 0.628319
0.627000, 0.691150, 0.565487
0.627000, 0.722566, 0.188496
0.627000, 0.722566, 0.219911
0.627000, 0.722566, 0.439823
0.627000, 0.722566, 0.471239
0.627000, 0.722566, 0.502655
0.627000, 0.753982, 0.345575
0.627000, 0.753982, 0.376991
0.627000, 0.753982, 0.408407
0.627000, 1.979203, 4.021239
0.627000, 2.010619, 4.021239
0.627000, 2.010619, 4.241150
0.627000, 2.073451, 4.178318
0.627000, 2.230531, 4.241150
0.627000, 3.110177, 6.283185
0.627000, 3.141593, 3.141593
0.627000, 4.021239, 1.979203
0.627000, 4.021239, 2.010619
0.627000, 4.178318, 2.073451
0.627000, 4.241150, 2.010619
0.627000, 4.241150, 2.230531
0.627000, 5.497787, 5.874778
0.627000, 5.497787, 5.906194
0.627000, 5.497787, 5.937610
0.627000, 5.529203, 5.780530
0.627000, 5.529203, 5.811946
0.627000, 5.529203, 5.843362
0.627000, 5.529203, 6.031858
0.627000, 5.529203, 6.063274
0.627000, 5.529203, 6.094690
0.627000, 5.560619, 5.717699
0.627000, 5.560619, 6.157522
0.627000, 5.560619, 6.188938
0.627000, 5.592035, 5.654867
0.627000, 5.592035, 6.220353
0.627000, 5.592035, 6.251769
0.627000, 5.623451, 5.623451
0.627000, 5.654867, 5.592035
0.627000, 5.717699, 5.560619
0.627000, 5.780530, 5.529203
0.627000, 5.811946, 5.529203
0.627000, 5.843362, 5.529203
0.627000, 5.874778, 5.497787
0.627000, 5.906194, 5.497787
0.627000, 5.937610, 5.497787
0.627000, 6.031858, 5.529203
0.627000, 6.063274, 5.529203
0.627000, 6.094690, 5.529203
0.627000, 6.157522, 5.560619
0.627000, 6.188938, 5.560619
0.627000, 6.220353, 5.592035
0.627000, 6.251769, 5.592035
0.627000, 6.283185, 3.110177
0.627000, 6.283185, 6.283185
0.628000, 0.094248, 0.691150
0.628000, 0.188496, 0.722566
0.628000, 0.219911, 0.722566
0.628000, 0.314159, 0.753982
0.628000, 0.345575, 0.753982
0.628000, 0.376991, 0.753982
0.628000, 0.408407, 0.753982
0.628000, 0.471239, 0.722566
0.628000, 0.502655, 0.722566
0.628000, 0.534071, 0.722566
0.628000, 0.565487, 0.691150
0.628000, 0.628319, 0.659734
0.628000, 0.659734, 0.628319
0.628000, 0.691150, 0.094248
0.628000, 0.691150, 0.565487
0.628000, 0.722566, 0.188496
0.628000, 0.722566, 0.219911
0.628000, 0.722566, 0.471239
0.628000, 0.722566, 0.502655
0.628000, 0.722566, 0.534071
0.628000, 0.753982, 0.314159
0.628000, 0.753982, 0.345575
0.628000, 0.753982, 0.376991
0.628000, 0.753982, 0.408407
0.628000, 1.979203, 3.989823
0.628000, 1.979203, 4.021239
0.628000, 2.010619, 4.021239
0.628000, 2.010619, 4.241150
0.628000, 2.073451, 4.178318
0.628000, 3.110177, 6.283185
0.628000, 3.141593, 3.141593
0.628000, 3.989823, 1.979203
0.628000, 4.021239, 1.979203
0.628000, 4.021239, 2.010619
0.628000, 4.178318, 2.073451
0.628000, 4.241150, 2.010619
0.628000, 5.497787, 5.874778
0.628000, 5.497787, 5.906194
0.628000, 5.497787, 5.937610
0.628000, 5.497787, 5.969026
0.628000, 5.529203, 5.749115
0.628000, 5.529203, 5.780530
0.628000, 5.529203, 5.811946
0.628000, 5.529203, 6.031858
0.628000, 5.529203, 6.063274
0.628000, 5.529203, 6.094690
0.628000, 5.560619, 5.717699
0.628000, 5.560619, 6.157522
0.628000, 5.560619, 6.188938
0.628000, 5.592035, 5.654867
0.628000, 5.592035, 6.251769
0.628000, 5.623451, 5.623451
0.628000, 5.623451, 6.283185
0.628000, 5.654867, 5.592035
0.628000, 5.717699, 5.560619
0.628000, 5.749115, 5.529203
0.628000, 5.780530, 5.529203
0.628000, 5.811946, 5.529203
0.628000, 5.874778, 5.497787
0.628000, 5.906194, 5.497787
0.628000, 5.937610, 5.497787
0.628000, 5.969026, 5.497787
0.628000, 6.031858, 5.529203
0.628000, 6.063274, 5.529203
0.628000, 6.094690, 5.529203
0.628000, 6.157522, 5.560619
0.628000, 6.188938, 5.560619
0.628000, 6.251769, 5.592035
0.628000, 6.283185, 3.110177
0.628000, 6.283185, 5.623451
0.628000, 6.283185, 6.283185
0.629000, 0.094248, 0.691150
0.629000, 0.188496, 0.722566
0.629000, 0.314159, 0.753982
0.629000, 0.345575, 0.753982
0.629000, 0.376991, 0.753982
0.629000, 0.408407, 0.753982
0.629000, 0.439823, 0.753982
0.629000, 0.471239, 0.722566
0.629000, 0.502655, 0.722566
0.629000, 0.534071, 0.722566
0.629000, 0.565487, 0.691150
0.629000, 0.596903, 0.691150
0.629000, 0.628319, 0.659734
0.629000, 0.659734, 0.628319
0.629000, 0.691150, 0.094248
0.629000, 0.691150, 0.565487
0.629000, 0.691150, 0.596903
0.629000, 0.722566, 0.188496
0.629000, 0.722566, 0.471239
0.629000, 0.722566, 0.502655
0.629000, 0.722566, 0.534071
0.629000, 0.753982, 0.314159
0.629000, 0.753982, 0.345575
0.629000, 0.753982, 0.376991
0.629000, 0.753982, 0.408407
0.629000, 0.753982, 0.439823
0.629000, 1.979203, 3.989823
0.629000, 1.979203, 4.021239
0.629000, 2.010619, 4.021239
0.629000, 2.010619, 4.241150
0.629000, 2.073451, 4.178318
0.629000, 3.110177, 6.283185
0.629000, 3.141593, 3.141593
0.629000, 3.989823, 1.979203
0.629000, 4.021239, 1.979203
0.629000, 4.021239, 2.010619
0.629000, 4.178318, 2.073451
0.629000, 4.241150, 2.010619
0.629000, 5.497787, 5.843362
0.629000, 5.497787, 5.874778
0.629000, 5.497787, 5.906194
0.629000, 5.497787, 5.937610
0.629000, 5.497787, 5.969026
0.629000, 5.529203, 5.749115
0.629000, 5.529203, 5.780530
0.629000, 5.529203, 5.811946
0.629000, 5.529203, 6.063274
0.629000, 5.529203, 6.094690
0.629000, 5.560619, 5.686283
0.629000, 5.560619, 5.717699
0.629000, 5.560619, 6.157522
0.629000, 5.560619, 6.188938
0.629000, 5.592035, 5.654867
0.629000, 5.592035, 6.251769
0.629000, 5.623451, 5.623451
0.629000, 5.623451, 6.283185
0.629000, 5.654867, 5.592035
0.629000, 5.686283, 5.560619
0.629000, 5.717699, 5.560619
0.629000, 5.749115, 5.529203
0.629000, 5.780530, 5.529203
0.629000, 5.811946, 5.529203
0.629000, 5.843362, 5.497787
0.629000, 5.874778, 5.497787
0.629000, 5.906194, 5.497787
0.629000, 5.937610, 5.497787
0.629000, 5.969026, 5.497787
0.629000, 6.063274, 5.529203
0.629000, 6.094690, 5.529203
0.629000, 6.157522, 5.560619
0.629000, 6.188938, 5.560619
0.629000, 6.251769, 5.592035
0.629000, 6.283185, 3.110177
0.629000, 6.283185, 5.623451
0.629000, 6.283185, 6.283185
0.630000, 0.000000, 3.141593
0.630000, 0.188496, 0.722566
0.630000, 0.282743, 0.753982
0.630000, 0.314159, 0.753982
0.630000, 0.345575, 0.753982
0.630000, 0.376991, 0.753982
0.630000, 0.408407, 0.753982
0.630000, 0.439823, 0.753982
0.630000, 0.502655, 0.722566
0.630000, 0.534071, 0.722566
0.630000, 0.565487, 0.691150
0.630000, 0.596903, 0.691150
0.630000, 0.628319, 0.659734
0.630000, 0.659734, 0.628319
0.630000, 0.691150, 0.565487
0.630000, 0.691150, 0.596903
0.630000, 0.722566, 0.188496
0.630000, 0.722566, 0.502655
0.630000, 0.722566, 0.534071
0.630000, 0.753982, 0.282743
0.630000, 0.753982, 0.314159
0.630000, 0.753982, 0.345575
0.630000, 0.753982, 0.376991
0.630000, 0.753982, 0.408407
0.630000, 0.753982, 0.439823
0.630000, 1.979203, 3.989823
0.630000, 1.979203, 4.021239
0.630000, 2.010619, 4.021239
0.630000, 2.010619, 4.241150
0.630000, 2.073451, 4.178318
0.630000, 3.110177, 6.283185
0.630000, 3.141593, 0.000000
0.630000, 3.141593, 3.141593
0.630000, 3.989823, 1.979203
0.630000, 4.021239, 1.979203
0.630000, 4.021239, 2.010619
0.630000, 4.178318, 2.073451
0.630000, 4.241150, 2.010619
0.630000, 5.497787, 5.843362
0.630000, 5.497787, 5.874778
0.630000, 5.497787, 5.906194
0.630000, 5.497787, 5.937610
0.630000, 5.497787, 5.969026
0.630000, 5.497787, 6.000442
0.630000, 5.529203, 5.749115
0.630000, 5.529203, 5.780530
0.630000, 5.529203, 6.063274
0.630000, 5.529203, 6.094690
0.630000, 5.560619, 5.686283
0.630000, 5.560619, 5.717699
0.630000, 5.560619, 6.188938
0.630000, 5.592035, 5.654867
0.630000, 5.592035, 6.251769
0.630000, 5.623451, 5.623451
0.630000, 5.623451, 6.283185
0.630000, 5.654867, 5.592035
0.630000, 5.686283, 5.560619
0.630000, 5.717699, 5.560619
0.630000, 5.749115, 5.529203
0.630000, 5.780530, 5.529203
0.630000, 5.843362, 5.497787
0.630000, 5.874778, 5.497787
0.630000, 5.906194, 5.497787
0.630000, 5.937610, 5.497787
0.630000, 5.969026, 5.497787
0.630000, 6.000442, 5.497787
0.630000, 6.063274, 5.529203
0.630000, 6.094690, 5.529203
0.630000, 6.188938, 5.560619
0.630000, 6.251769, 5.592035
0.630000, 6.283185, 3.110177
0.630000, 6.283185, 5.623451
0.630000, 6.283185, 6.283185
0.631000, 0.157080, 0.722566
0.631000, 0.188496, 0.722566
0.631000, 0.282743, 0.753982
0.631000, 0.314159, 0.753982
0.631000, 0.345575, 0.753982
0.631000, 0.376991, 0.753982
0.631000, 0.408407, 0.753982
0.631000, 0.439823, 0.753982
0.631000, 0.502655, 0.722566
0.631000, 0.534071, 0.722566
0.631000, 0.596903, 0.691150
0.631000, 0.628319, 0.659734
0.631000, 0.659734, 0.628319
0.631000, 0.691150, 0.596903
0.631000, 0.722566, 0.157080
0.631000, 0.722566, 0.188496
0.631000, 0.722566, 0.502655
0.631000, 0.722566, 0.534071
0.631000, 0.753982, 0.282743
0.631000, 0.753982, 0.314159
0.631000, 0.753982, 0.345575
0.631000, 0.753982, 0.376991
0.631000, 0.753982, 0.408407
0.631000, 0.753982, 0.439823
0.631000, 1.979203, 3.989823
0.631000, 1.979203, 4.021239
0.631000, 2.010619, 4.021239
0.631000, 2.010619, 4.241150
0.631000, 2.073451, 4.178318
0.631000, 3.110177, 6.283185
0.631000, 3.141593, 3.141593
0.631000, 3.989823, 1.979203
0.631000, 4.021239, 1.979203
0.631000, 4.021239, 2.010619
0.631000, 4.178318, 2.073451
0.631000, 4.241150, 2.010619
0.631000, 5.497787, 5.843362
0.631000, 5.497787, 5.874778
0.631000, 5.497787, 5.906194
0.631000, 5.497787, 5.937610
0.631000, 5.497787, 5.969026
0.631000, 5.497787, 6.000442
0.631000, 5.529203, 5.749115
0.631000, 5.529203, 5.780530
0.631000, 5.529203, 6.063274
0.631000, 5.529203, 6.094690
0.631000, 5.529203, 6.126106
0.631000, 5.560619, 5.686283
0.631000, 5.560619, 6.188938
0.631000, 5.592035, 5.654867
0.631000, 5.592035, 6.251769
0.631000, 5.623451, 5.623451
0.631000, 5.623451, 6.283185
0.631000, 5.654867, 5.592035
0.631000, 5.686283, 5.560619
0.631000, 5.749115, 5.529203
0.631000, 5.780530, 5.529203
0.631000, 5.843362, 5.497787
0.631000, 5.874778, 5.497787
0.631000, 5.906194, 5.497787
0.631000, 5.937610, 5.497787
0.631000, 5.969026, 5.497787
0.631000, 6.000442, 5.497787
0.631000, 6.063274, 5.529203
0.631000, 6.094690, 5.529203
0.631000, 6.126106, 5.529203
0.631000, 6.188938, 5.560619
0.631000, 6.251769, 5.592035
0.631000, 6.283185, 3.110177
0.631000, 6.283185, 5.623451
0.631000, 6.283185, 6.283185
0.632000, 0.157080, 0.722566
0.632000, 0.282743, 0.753982
0.632000, 0.314159, 0.753982
0.632000, 0.345575, 0.753982
0.632000, 0.376991, 0.753982
0.632000, 0.408407, 0.753982
0.632000, 0.439823, 0.753982
0.632000, 0.471239, 0.753982
0.632000, 0.534071, 0.722566
0.632000, 0.596903, 0.691150
0.632000, 0.628319, 0.659734
0.632000, 0.659734, 0.628319
0.632000, 0.691150, 0.596903
0.632000, 0.722566, 0.157080
0.632000, 0.722566, 0.534071
0.632000, 0.753982, 0.282743
0.632000, 0.753982, 0.314159
0.632000, 0.753982, 0.345575
0.632000, 0.753982, 0.376991
0.632000, 0.753982, 0.408407
0.632000, 0.753982, 0.439823
0.632000, 0.753982, 0.471239
0.632000, 1.979203, 3.989823
0.632000, 1.979203, 4.021239
0.632000, 2.010619, 4.021239
0.632000, 2.010619, 4.241150
0.632000, 2.073451, 4.178318
0.632000, 3.110177, 6.283185
0.632000, 3.141593, 3.141593
0.632000, 3.989823, 1.979203
0.632000, 4.021239, 1.979203
0.632000, 4.021239, 2.010619
0.632000, 4.178318, 2.073451
0.632000, 4.241150, 2.010619
0.632000, 5.497787, 5.811946
0.632000, 5.497787, 5.843362
0.632000, 5.497787, 5.874778
0.632000, 5.497787, 5.906194
0.632000, 5.497787, 5.937610
0.632000, 5.497787, 5.969026
0.632000, 5.497787, 6.000442
0.632000, 5.497787, 6.031858
0.632000, 5.529203, 5.749115
0.632000, 5.529203, 6.094690
0.632000, 5.529203, 6.126106
0.632000, 5.560619, 5.686283
0.632000, 5.560619, 6.188938
0.632000, 5.592035, 5.654867
0.632000, 5.592035, 6.251769
0.632000, 5.623451, 5.623451
0.632000, 5.623451, 6.283185
0.632000, 5.654867, 5.592035
0.632000, 5.686283, 5.560619
0.632000, 5.749115, 5.529203
0.632000, 5.811946, 5.497787
0.632000, 5.843362, 5.497787
0.632000, 5.874778, 5.497787
0.632000, 5.906194, 5.497787
0.632000, 5.937610, 5.497787
0.632000, 5.969026, 5.497787
0.632000, 6.000442, 5.497787
0.632000, 6.031858, 5.497787
0.632000, 6.094690, 5.529203
0.632000, 6.126106, 5.529203
0.632000, 6.188938, 5.560619
0.632000, 6.251769, 5.592035
0.632000, 6.283185, 3.110177
0.632000, 6.283185, 5.623451
0.632000, 6.283185, 6.283185
0.633000, 0.157080, 0.722566
0.633000, 0.251327, 0.753982
0.633000, 0.282743, 0.753982
0.633000, 0.314159, 0.753982
0.633000, 0.345575, 0.753982
0.633000, 0.376991, 0.753982
0.633000, 0.408407, 0.753982
0.633000, 0.439823, 0.753982
0.633000, 0.471239, 0.753982
0.633000, 0.534071, 0.722566
0.633000, 0.565487, 0.722566
0.633000, 0.596903, 0.691150
0.633000, 0.628319, 0.659734
0.633000, 0.659734, 0.628319
0.633000, 0.659734, 0.659734
0.633000, 0.659734, 6.283185
0.633000, 0.691150, 0.596903
0.633000, 0.722566, 0.157080
0.633000, 0.722566, 0.534071
0.633000, 0.722566, 0.565487
0.633000, 0.753982, 0.251327
0.633000, 0.753982, 0.282743
0.633000, 0.753982, 0.314159
0.633000, 0.753982, 0.345575
0.633000, 0.753982, 0.376991
0.633000, 0.753982, 0.408407
0.633000, 0.753982, 0.439823
0.633000, 0.753982, 0.471239
0.633000, 1.979203, 3.989823
0.633000, 1.979203, 4.021239
0.633000, 2.010619, 4.021239
0.633000, 2.010619, 4.241150
0.633000, 2.073451, 4.178318
0.633000, 3.110177, 6.283185
0.633000, 3.141593, 3.141593
0.633000, 3.989823, 1.979203
0.633000, 4.021239, 1.979203
0.633000, 4.021239, 2.010619
0.633000, 4.178318, 2.073451
0.633000, 4.241150, 2.010619
0.633000, 5.497787, 5.811946
0.633000, 5.497787, 5.843362
0.633000, 5.497787, 5.874778
0.633000, 5.497787, 5.906194
0.633000, 5.497787, 5.937610
0.633000, 5.497787, 5.969026
0.633000, 5.497787, 6.000442
0.633000, 5.497787, 6.031858
0.633000, 5.529203, 5.717699
0.633000, 5.529203, 5.749115
0.633000, 5.529203, 6.094690
0.633000, 5.529203, 6.126106
0.633000, 5.560619, 5.686283
0.633000, 5.560619, 6.188938
0.633000, 5.592035, 5.623451
0.633000, 5.592035, 5.654867
0.633000, 5.592035, 6.251769
0.633000, 5.592035, 6.283185
0.633000, 5.623451, 5.592035
0.633000, 5.654867, 5.592035
0.633000, 5.686283, 5.560619
0.633000, 5.717699, 5.529203
0.633000, 5.749115, 5.529203
0.633000, 5.811946, 5.497787
0.633000, 5.843362, 5.497787
0.633000, 5.874778, 5.497787
0.633000, 5.906194, 5.497787
0.633000, 5.937610, 5.497787
0.633000, 5.969026, 5.497787
0.633000, 6.000442, 5.497787
0.633000, 6.031858, 5.497787
0.633000, 6.094690, 5.529203
0.633000, 6.126106, 5.529203
0.633000, 6.188938, 5.560619
0.633000, 6.251769, 5.592035
0.633000, 6.283185, 0.659734
0.633000, 6.283185, 3.110177
0.633000, 6.283185, 5.592035
0.633000, 6.283185, 6.283185
0.634000, 0.157080, 0.722566
0.634000, 0.251327, 0.753982
0.634000, 0.282743, 0.753982
0.634000, 0.314159, 0.753982
0.634000, 0.345575, 0.753982
0.634000, 0.376991, 0.753982
0.634000, 0.408407, 0.753982
0.634000, 0.439823, 0.753982
0.634000, 0.471239, 0.753982
0.634000, 0.534071, 0.722566
0.634000, 0.565487, 0.722566
0.634000, 0.596903, 0.691150
0.634000, 0.628319, 6.220353
0.634000, 0.659734, 0.659734
0.634000, 0.691150, 0.596903
0.634000, 0.722566, 0.157080
0.634000, 0.722566, 0.534071
0.634000, 0.722566, 0.565487
0.634000, 0.753982, 0.251327
0.634000, 0.753982, 0.282743
0.634000, 0.753982, 0.314159
0.634000, 0.753982, 0.345575
0.634000, 0.753982, 0.376991
0.634000, 0.753982, 0.408407
0.634000, 0.753982, 0.439823
0.634000, 0.753982, 0.471239
0.634000, 1.979203, 3.989823
0.634000, 1.979203, 4.021239
0.634000, 2.010619, 4.021239
0.634000, 2.010619, 4.241150
0.634000, 2.073451, 4.178318
0.634000, 3.110177, 6.283185
0.634000, 3.141593, 3.141593
0.634000, 3.989823, 1.979203
0.634000, 4.021239, 1.979203
0.634000, 4.021239, 2.010619
0.634000, 4.178318, 2.073451
0.634000, 4.241150, 2.010619
0.634000, 5.497787, 5.811946
0.634000, 5.497787, 5.843362
0.634000, 5.497787, 5.874778
0.634000, 5.497787, 5.906194
0.634000, 5.497787, 5.937610
0.634000, 5.497787, 5.969026
0.634000, 5.497787, 6.000442
0.634000, 5.497787, 6.031858
0.634000, 5.529203, 5.717699
0.634000, 5.529203, 5.749115
0.634000, 5.529203, 6.094690
0.634000, 5.529203, 6.126106
0.634000, 5.560619, 5.686283
0.634000, 5.560619, 6.188938
0.634000, 5.560619, 6.220353
0.634000, 5.592035, 5.623451
0.634000, 5.623451, 5.592035
0.634000, 5.686283, 5.560619
0.634000, 5.717699, 5.529203
0.634000, 5.749115, 5.529203
0.634000, 5.811946, 5.497787
0.634000, 5.843362, 5.497787
0.634000, 5.874778, 5.497787
0.634000, 5.906194, 5.497787
0.634000, 5.937610, 5.497787
0.634000, 5.969026, 5.497787
0.634000, 6.000442, 5.497787
0.634000, 6.031858, 5.497787
0.634000, 6.094690, 5.529203
0.634000, 6.126106, 5.529203
0.634000, 6.188938, 5.560619
0.634000, 6.220353, 0.628319
0.634000, 6.220353, 5.560619
0.634000, 6.283185, 3.110177
0.634000, 6.283185, 6.283185
0.635000, 0.251327, 0.753982
0.635000, 0.282743, 0.753982
0.635000, 0.314159, 0.753982
0.635000, 0.345575, 0.753982
0.635000, 0.376991, 0.753982
0.635000, 0.408407, 0.753982
0.635000, 0.439823, 0.753982
0.635000, 0.471239, 0.753982
0.635000, 0.502655, 0.753982
0.635000, 0.534071, 0.722566
0.635000, 0.565487, 0.722566
0.635000, 0.596903, 0.691150
0.635000, 0.628319, 0.691150
0.635000, 0.659734, 0.659734
0.635000, 0.691150, 0.596903
0.635000, 0.691150, 0.628319
0.635000, 0.722566, 0.534071
0.635000, 0.722566, 0.565487
0.635000, 0.753982, 0.251327
0.635000, 0.753982, 0.282743
0.635000, 0.753982, 0.314159
0.635000, 0.753982, 0.345575
0.635000, 0.753982, 0.376991
0.635000, 0.753982, 0.408407
0.635000, 0.753982, 0.439823
0.635000, 0.753982, 0.471239
0.635000, 0.753982, 0.502655
0.635000, 1.979203, 3.989823
0.635000, 1.979203, 4.272566
0.635000, 2.073451, 4.178318
0.635000, 2.261947, 4.272566
0.635000, 3.110177, 6.283185
0.635000, 3.141593, 3.141593
0.635000, 3.989823, 1.979203
0.635000, 4.178318, 2.073451
0.635000, 4.272566, 1.979203
0.635000, 4.272566, 2.261947
0.635000, 5.497787, 5.780530
0.635000, 5.497787, 5.811946
0.635000, 5.497787, 5.843362
0.635000, 5.497787, 5.874778
0.635000, 5.497787, 5.906194
0.635000, 5.497787, 5.937610
0.635000, 5.497787, 5.969026
0.635000, 5.497787, 6.000442
0.635000, 5.497787, 6.031858
0.635000, 5.529203, 5.717699
0.635000, 5.529203, 5.749115
