gamma, phi_12, phi_13
0.409000, 3.110177, 6.283185
0.409000, 3.141593, 0.000000
0.409000, 3.141593, 3.141593
0.409000, 4.052655, 1.884956
0.409000, 4.084070, 1.916372
0.409000, 4.084070, 2.167699
0.409000, 4.178318, 2.073451
0.409000, 4.335398, 2.167699
0.409000, 6.283185, 3.110177
0.409000, 6.283185, 6.283185
0.410000, 0.000000, 3.141593
0.410000, 1.884956, 4.052655
0.410000, 1.916372, 4.084070
0.410000, 2.073451, 4.178318
0.410000, 2.167699, 4.084070
0.410000, 2.167699, 4.335398
0.410000, 3.110177, 6.283185
0.410000, 3.141593, 0.000000
0.410000, 3.141593, 3.141593
0.410000, 4.052655, 1.884956
0.410000, 4.084070, 1.916372
0.410000, 4.084070, 2.167699
0.410000, 4.178318, 2.073451
0.410000, 4.335398, 2.167699
0.410000, 6.283185, 3.110177
0.410000, 6.283185, 6.283185
0.411000, 1.884956, 4.052655
0.411000, 1.916372, 4.084070
0.411000, 2.073451, 4.178318
0.411000, 2.167699, 4.084070
0.411000, 2.167699, 4.335398
0.411000, 3.110177, 6.283185
0.411000, 3.141593, 3.141593
0.411000, 4.052655, 1.884956
0.411000, 4.084070, 1.916372
0.411000, 4.084070, 2.167699
0.411000, 4.178318, 2.073451
0.411000, 4.335398, 2.167699
0.411000, 6.283185, 3.110177
0.411000, 6.283185, 6.283185
0.412000, 1.884956, 4.052655
0.412000, 1.916372, 4.084070
0.412000, 2.073451, 4.178318
0.412000, 2.167699, 4.084070
0.412000, 2.167699, 4.335398
0.412000, 3.110177, 6.283185
0.412000, 3.141593, 3.141593
0.412000, 4.052655, 1.884956
0.412000, 4.084070, 1.916372
0.412000, 4.084070, 2.167699
0.412000, 4.178318, 2.073451
0.412000, 4.335398, 2.167699
0.412000, 6.283185, 3.110177
0.412000, 6.283185, 6.283185
0.413000, 1.884956, 4.052655
0.413000, 1.916372, 4.084070
0.413000, 2.073451, 4.178318
0.413000, 2.167699, 4.084070
0.413000, 2.167699, 4.335398
0.413000, 3.110177, 6.283185
0.413000, 3.141593, 3.141593
0.413000, 4.052655, 1.884956
0.413000, 4.084070, 1.916372
0.413000, 4.084070, 2.167699
0.413000, 4.178318, 2.073451
0.413000, 4.335398, 2.167699
0.413000, 6.283185, 3.110177
0.413000, 6.283185, 6.283185
0.414000, 1.916372, 4.084070
0.414000, 2.073451, 4.178318
0.414000, 2.167699, 4.084070
0.414000, 2.167699, 4.335398
0.414000, 3.110177, 6.283185
0.414000, 3.141593, 3.141593
0.414000, 4.084070, 1.916372
0.414000, 4.084070, 2.167699
0.414000, 4.178318, 2.073451
0.414000, 4.335398, 2.167699
0.414000, 6.283185, 3.110177
0.414000, 6.283185, 6.283185
0.415000, 1.916372, 4.084070
0.415000, 2.073451, 4.178318
0.415000, 2.167699, 4.084070
0.415000, 2.167699, 4.335398
0.415000, 3.110177, 6.283185
0.415000, 3.141593, 3.141593
0.415000, 4.084070, 1.916372
0.415000, 4.084070, 2.167699
0.415000, 4.178318, 2.073451
0.415000, 4.335398, 2.167699
0.415000, 6.283185, 3.110177
0.415000, 6.283185, 6.283185
0.416000, 1.916372, 4.084070
0.416000, 2.073451, 4.178318
0.416000, 2.167699, 4.084070
0.416000, 2.167699, 4.335398
0.416000, 3.110177, 6.283185
0.416000, 3.141593, 3.141593
0.416000, 4.084070, 1.916372
0.416000, 4.084070, 2.167699
0.416000, 4.178318, 2.073451
0.416000, 4.335398, 2.167699
0.416000, 6.283185, 3.110177
0.416000, 6.283185, 6.283185
0.417000, 1.916372, 4.084070
0.417000, 2.073451, 4.178318
0.417000, 2.167699, 4.084070
0.417000, 2.167699, 4.335398
0.417000, 3.110177, 6.283185
0.417000, 3.141593, 3.141593
0.417000, 4.084070, 1.916372
0.417000, 4.084070, 2.167699
0.417000, 4.178318, 2.073451
0.417000, 4.335398, 2.167699
0.417000, 6.283185, 3.110177
0.417000, 6.283185, 6.283185
0.418000, 1.916372, 4.084070
0.418000, 2.073451, 4.178318
0.418000, 2.167699, 4.084070
0.418000, 2.167699, 4.335398
0.418000, 3.110177, 6.283185
0.418000, 3.141593, 3.141593
0.418000, 4.084070, 1.916372
0.418000, 4.084070, 2.167699
0.418000, 4.178318, 2.073451
0.418000, 4.335398, 2.167699
0.418000, 6.283185, 3.110177
0.418000, 6.283185, 6.283185
0.419000, 1.916372, 4.084070
0.419000, 1.947787, 4.084070
0.419000, 1.947787, 4.115486
0.419000, 2.073451, 4.178318
0.419000, 2.136283, 4.115486
0.419000, 3.110177, 6.283185
0.419000, 3.141593, 3.141593
0.419000, 4.084070, 1.916372
0.419000, 4.084070, 1.947787
0.419000, 4.115486, 1.947787
0.419000, 4.115486, 2.136283
0.419000, 4.178318, 2.073451
0.419000, 6.283185, 3.110177
0.419000, 6.283185, 6.283185
0.420000, 1.916372, 4.084070
0.420000, 1.947787, 4.084070
0.420000, 1.947787, 4.115486
0.420000, 2.073451, 4.178318
0.420000, 2.136283, 4.115486
0.420000, 3.110177, 6.283185
0.420000, 3.141593, 3.141593
0.420000, 4.084070, 1.916372
0.420000, 4.084070, 1.947787
0.420000, 4.115486, 1.947787
0.420000, 4.115486, 2.136283
0.420000, 4.178318, 2.073451
0.420000, 6.283185, 3.110177
0.420000, 6.283185, 6.283185
0.421000, 0.000000, 3.141593
0.421000, 1.916372, 4.084070
0.421000, 1.947787, 4.084070
0.421000, 1.947787, 4.115486
0.421000, 2.073451, 4.178318
0.421000, 2.136283, 4.115486
0.421000, 3.110177, 6.283185
0.421000, 3.141593, 0.000000
0.421000, 3.141593, 3.141593
0.421000, 4.084070, 1.916372
0.421000, 4.084070, 1.947787
0.421000, 4.115486, 1.947787
0.421000, 4.115486, 2.136283
0.421000, 4.178318, 2.073451
0.421000, 6.283185, 3.110177
0.421000, 6.283185, 6.283185
0.422000, 1.916372, 4.084070
0.422000, 1.947787, 4.084070
0.422000, 1.947787, 4.115486
0.422000, 2.073451, 4.178318
0.422000, 2.136283, 4.115486
0.422000, 3.110177, 6.283185
0.422000, 3.141593, 3.141593
0.422000, 4.084070, 1.916372
0.422000, 4.084070, 1.947787
0.422000, 4.115486, 1.947787
0.422000, 4.115486, 2.136283
0.422000, 4.178318, 2.073451
0.422000, 6.283185, 3.110177
0.422000, 6.283185, 6.283185
0.423000, 1.916372, 4.084070
0.423000, 1.947787, 4.084070
0.423000, 1.947787, 4.115486
0.423000, 2.073451, 4.178318
0.423000, 2.136283, 4.115486
0.423000, 3.110177, 6.283185
0.423000, 3.141593, 3.141593
0.423000, 4.084070, 1.916372
0.423000, 4.084070, 1.947787
0.423000, 4.115486, 1.947787
0.423000, 4.115486, 2.136283
0.423000, 4.178318, 2.073451
0.423000, 6.283185, 3.110177
0.423000, 6.283185, 6.283185
0.424000, 0.000000, 3.141593
0.424000, 1.947787, 4.084070
0.424000, 1.947787, 4.115486
0.424000, 2.073451, 4.178318
0.424000, 2.136283, 4.115486
0.424000, 3.110177, 6.283185
0.424000, 3.141593, 0.000000
0.424000, 3.141593, 3.141593
0.424000, 4.084070, 1.947787
0.424000, 4.115486, 1.947787
0.424000, 4.115486, 2.136283
0.424000, 4.178318, 2.073451
0.424000, 6.283185, 3.110177
0.424000, 6.283185, 6.283185
0.425000, 1.947787, 4.084070
0.425000, 1.947787, 4.115486
0.425000, 2.073451, 4.178318
0.425000, 2.136283, 4.115486
0.425000, 3.110177, 6.283185
0.425000, 3.141593, 3.141593
0.425000, 4.084070, 1.947787
0.425000, 4.115486, 1.947787
0.425000, 4.115486, 2.136283
0.425000, 4.178318, 2.073451
0.425000, 6.283185, 3.110177
0.425000, 6.283185, 6.283185
0.426000, 1.947787, 4.084070
0.426000, 1.947787, 4.115486
0.426000, 2.073451, 4.178318
0.426000, 2.136283, 4.115486
0.426000, 3.110177, 6.283185
0.426000, 3.141593, 3.141593
0.426000, 4.084070, 1.947787
0.426000, 4.115486, 1.947787
0.426000, 4.115486, 2.136283
0.426000, 4.178318, 2.073451
0.426000, 6.283185, 3.110177
0.426000, 6.283185, 6.283185
0.427000, 1.947787, 4.084070
0.427000, 1.947787, 4.115486
0.427000, 2.073451, 4.178318
0.427000, 2.136283, 4.115486
0.427000, 3.110177, 6.283185
0.427000, 3.141593, 3.141593
0.427000, 4.084070, 1.947787
0.427000, 4.115486, 1.947787
0.427000, 4.115486, 2.136283
0.427000, 4.178318, 2.073451
0.427000, 6.283185, 3.110177
0.427000, 6.283185, 6.283185
0.428000, 1.947787, 4.084070
0.428000, 1.947787, 4.115486
0.428000, 2.073451, 4.178318
0.428000, 2.136283, 4.115486
0.428000, 3.110177, 6.283185
0.428000, 3.141593, 3.141593
0.428000, 4.084070, 1.947787
0.428000, 4.115486, 1.947787
0.428000, 4.115486, 2.136283
0.428000, 4.178318, 2.073451
0.428000, 6.283185, 3.110177
0.428000, 6.283185, 6.283185
0.429000, 1.947787, 4.084070
0.429000, 1.947787, 4.115486
0.429000, 2.073451, 4.178318
0.429000, 2.136283, 4.115486
0.429000, 3.110177, 6.283185
0.429000, 3.141593, 3.141593
0.429000, 4.084070, 1.947787
0.429000, 4.115486, 1.947787
0.429000, 4.115486, 2.136283
0.429000, 4.178318, 2.073451
0.429000, 6.283185, 3.110177
0.429000, 6.283185, 6.283185
0.430000, 1.947787, 4.084070
0.430000, 1.947787, 4.115486
0.430000, 2.073451, 4.178318
0.430000, 2.136283, 4.115486
0.430000, 3.110177, 6.283185
0.430000, 3.141593, 3.141593
0.430000, 4.084070, 1.947787
0.430000, 4.115486, 1.947787
0.430000, 4.115486, 2.136283
0.430000, 4.178318, 2.073451
0.430000, 6.283185, 3.110177
0.430000, 6.283185, 6.283185
0.431000, 1.947787, 4.084070
0.431000, 1.947787, 4.115486
0.431000, 2.073451, 4.178318
0.431000, 2.136283, 4.115486
0.431000, 3.110177, 6.283185
0.431000, 3.141593, 3.141593
0.431000, 4.084070, 1.947787
0.431000, 4.115486, 1.947787
0.431000, 4.115486, 2.136283
0.431000, 4.178318, 2.073451
0.431000, 6.283185, 3.110177
0.431000, 6.283185, 6.283185
0.432000, 1.947787, 4.084070
0.432000, 1.947787, 4.115486
0.432000, 2.073451, 4.178318
0.432000, 2.136283, 4.115486
0.432000, 3.110177, 6.283185
0.432000, 3.141593, 3.141593
0.432000, 4.084070, 1.947787
0.432000, 4.115486, 1.947787
0.432000, 4.115486, 2.136283
0.432000, 4.178318, 2.073451
0.432000, 6.283185, 3.110177
0.432000, 6.283185, 6.283185
0.433000, 1.947787, 4.084070
0.433000, 1.947787, 4.115486
0.433000, 2.073451, 4.178318
0.433000, 2.136283, 4.115486
0.433000, 3.110177, 6.283185
0.433000, 3.141593, 3.141593
0.433000, 4.084070, 1.947787
0.433000, 4.115486, 1.947787
0.433000, 4.115486, 2.136283
0.433000, 4.178318, 2.073451
0.433000, 6.283185, 3.110177
0.433000, 6.283185, 6.283185
0.434000, 1.947787, 4.084070
0.434000, 1.947787, 4.115486
0.434000, 2.073451, 4.178318
0.434000, 2.136283, 4.115486
0.434000, 3.110177, 6.283185
0.434000, 3.141593, 3.141593
0.434000, 4.084070, 1.947787
0.434000, 4.115486, 1.947787
0.434000, 4.115486, 2.136283
0.434000, 4.178318, 2.073451
0.434000, 6.283185, 3.110177
0.434000, 6.283185, 6.283185
0.435000, 1.947787, 4.084070
0.435000, 1.947787, 4.115486
0.435000, 2.073451, 4.178318
0.435000, 2.136283, 4.115486
0.435000, 3.110177, 6.283185
0.435000, 3.141593, 3.141593
0.435000, 4.084070, 1.947787
0.435000, 4.115486, 1.947787
0.435000, 4.115486, 2.136283
0.435000, 4.178318, 2.073451
0.435000, 6.283185, 3.110177
0.435000, 6.283185, 6.283185
0.436000, 1.947787, 4.084070
0.436000, 1.979203, 4.115486
0.436000, 2.073451, 4.178318
0.436000, 2.136283, 4.115486
0.436000, 2.136283, 4.272566
0.436000, 3.110177, 6.283185
0.436000, 3.141593, 3.141593
0.436000, 4.084070, 1.947787
0.436000, 4.115486, 1.979203
0.436000, 4.115486, 2.136283
0.436000, 4.178318, 2.073451
0.436000, 4.272566, 2.136283
0.436000, 6.283185, 3.110177
0.436000, 6.283185, 6.283185
0.437000, 1.947787, 4.084070
0.437000, 1.979203, 4.115486
0.437000, 2.073451, 4.178318
0.437000, 2.136283, 4.115486
0.437000, 2.136283, 4.272566
0.437000, 3.110177, 6.283185
0.437000, 3.141593, 3.141593
0.437000, 4.084070, 1.947787
0.437000, 4.115486, 1.979203
0.437000, 4.115486, 2.136283
0.437000, 4.178318, 2.073451
0.437000, 4.272566, 2.136283
0.437000, 6.283185, 3.110177
0.437000, 6.283185, 6.283185
0.438000, 1.947787, 4.084070
0.438000, 1.979203, 4.115486
0.438000, 2.073451, 4.178318
0.438000, 2.136283, 4.115486
0.438000, 2.136283, 4.272566
0.438000, 3.110177, 6.283185
0.438000, 3.141593, 3.141593
0.438000, 4.084070, 1.947787
0.438000, 4.115486, 1.979203
0.438000, 4.115486, 2.136283
0.438000, 4.178318, 2.073451
0.438000, 4.272566, 2.136283
0.438000, 6.283185, 3.110177
0.438000, 6.283185, 6.283185
0.439000, 1.947787, 4.084070
0.439000, 1.979203, 4.115486
0.439000, 2.073451, 4.178318
0.439000, 2.136283, 4.115486
0.439000, 2.136283, 4.272566
0.439000, 3.110177, 6.283185
0.439000, 3.141593, 3.141593
0.439000, 4.084070, 1.947787
0.439000, 4.115486, 1.979203
0.439000, 4.115486, 2.136283
0.439000, 4.178318, 2.073451
0.439000, 4.272566, 2.136283
0.439000, 6.283185, 3.110177
0.439000, 6.283185, 6.283185
0.440000, 1.947787, 4.084070
0.440000, 1.979203, 4.115486
0.440000, 2.073451, 4.178318
0.440000, 2.136283, 4.115486
0.440000, 2.136283, 4.272566
0.440000, 3.110177, 6.283185
0.440000, 3.141593, 3.141593
0.440000, 4.084070, 1.947787
0.440000, 4.115486, 1.979203
0.440000, 4.115486, 2.136283
0.440000, 4.178318, 2.073451
0.440000, 4.272566, 2.136283
0.440000, 6.283185, 3.110177
0.440000, 6.283185, 6.283185
0.441000, 1.947787, 4.084070
0.441000, 1.979203, 4.115486
0.441000, 2.073451, 4.178318
0.441000, 2.136283, 4.115486
0.441000, 2.136283, 4.272566
0.441000, 3.110177, 6.283185
0.441000, 3.141593, 3.141593
0.441000, 4.084070, 1.947787
0.441000, 4.115486, 1.979203
0.441000, 4.115486, 2.136283
0.441000, 4.178318, 2.073451
0.441000, 4.272566, 2.136283
0.441000, 6.283185, 3.110177
0.441000, 6.283185, 6.283185
0.442000, 1.947787, 4.084070
0.442000, 1.979203, 4.115486
0.442000, 2.073451, 4.178318
0.442000, 2.136283, 4.115486
0.442000, 2.136283, 4.272566
0.442000, 3.110177, 6.283185
0.442000, 3.141593, 3.141593
0.442000, 4.084070, 1.947787
0.442000, 4.115486, 1.979203
0.442000, 4.115486, 2.136283
0.442000, 4.178318, 2.073451
0.442000, 4.272566, 2.136283
0.442000, 6.283185, 3.110177
0.442000, 6.283185, 6.283185
0.443000, 1.947787, 4.084070
0.443000, 1.979203, 4.115486
0.443000, 2.073451, 4.178318
0.443000, 2.136283, 4.115486
0.443000, 2.136283, 4.272566
0.443000, 3.110177, 6.283185
0.443000, 3.141593, 3.141593
0.443000, 4.084070, 1.947787
0.443000, 4.115486, 1.979203
0.443000, 4.115486, 2.136283
0.443000, 4.178318, 2.073451
0.443000, 4.272566, 2.136283
0.443000, 6.283185, 3.110177
0.443000, 6.283185, 6.283185
0.444000, 1.947787, 4.084070
0.444000, 1.979203, 4.115486
0.444000, 2.073451, 4.178318
0.444000, 2.136283, 4.115486
0.444000, 2.136283, 4.272566
0.444000, 3.110177, 6.283185
0.444000, 3.141593, 3.141593
0.444000, 4.084070, 1.947787
0.444000, 4.115486, 1.979203
0.444000, 4.115486, 2.136283
0.444000, 4.178318, 2.073451
0.444000, 4.272566, 2.136283
0.444000, 6.283185, 3.110177
0.444000, 6.283185, 6.283185
0.445000, 0.000000, 3.141593
0.445000, 1.947787, 4.084070
0.445000, 1.979203, 4.115486
0.445000, 2.073451, 4.178318
0.445000, 2.136283, 4.115486
0.445000, 2.136283, 4.272566
0.445000, 3.110177, 6.283185
0.445000, 3.141593, 0.000000
0.445000, 3.141593, 3.141593
0.445000, 4.084070, 1.947787
0.445000, 4.115486, 1.979203
0.445000, 4.115486, 2.136283
0.445000, 4.178318, 2.073451
0.445000, 4.272566, 2.136283
0.445000, 6.283185, 3.110177
0.445000, 6.283185, 6.283185
0.446000, 1.947787, 4.084070
0.446000, 1.979203, 4.115486
0.446000, 2.073451, 4.178318
0.446000, 2.136283, 4.115486
0.446000, 2.136283, 4.272566
0.446000, 3.110177, 6.283185
0.446000, 3.141593, 3.141593
0.446000, 4.084070, 1.947787
0.446000, 4.115486, 1.979203
0.446000, 4.115486, 2.136283
0.446000, 4.178318, 2.073451
0.446000, 4.272566, 2.136283
0.446000, 6.283185, 3.110177
0.446000, 6.283185, 6.283185
0.447000, 1.947787, 4.084070
0.447000, 1.979203, 4.115486
0.447000, 2.073451, 4.178318
0.447000, 2.136283, 4.115486
0.447000, 2.136283, 4.272566
0.447000, 3.110177, 6.283185
0.447000, 3.141593, 3.141593
0.447000, 4.084070, 1.947787
0.447000, 4.115486, 1.979203
0.447000, 4.115486, 2.136283
0.447000, 4.178318, 2.073451
0.447000, 4.272566, 2.136283
0.447000, 6.283185, 3.110177
0.447000, 6.283185, 6.283185
0.448000, 1.947787, 4.084070
0.448000, 1.979203, 4.115486
0.448000, 2.073451, 4.178318
0.448000, 2.136283, 4.115486
0.448000, 2.136283, 4.272566
0.448000, 3.110177, 6.283185
0.448000, 3.141593, 3.141593
0.448000, 4.084070, 1.947787
0.448000, 4.115486, 1.979203
0.448000, 4.115486, 2.136283
0.448000, 4.178318, 2.073451
0.448000, 4.272566, 2.136283
0.448000, 6.283185, 3.110177
0.448000, 6.283185, 6.283185
0.449000, 1.979203, 4.115486
0.449000, 2.073451, 4.178318
0.449000, 2.136283, 4.115486
0.449000, 2.136283, 4.272566
0.449000, 3.110177, 6.283185
0.449000, 3.141593, 3.141593
0.449000, 4.115486, 1.979203
0.449000, 4.115486, 2.136283
0.449000, 4.178318, 2.073451
0.449000, 4.272566, 2.136283
0.449000, 6.283185, 3.110177
0.449000, 6.283185, 6.283185
0.450000, 0.000000, 3.141593
0.450000, 1.979203, 4.115486
0.450000, 2.073451, 4.178318
0.450000, 2.136283, 4.115486
0.450000, 2.136283, 4.272566
0.450000, 3.110177, 6.283185
0.450000, 3.141593, 0.000000
0.450000, 3.141593, 3.141593
0.450000, 4.115486, 1.979203
0.450000, 4.115486, 2.136283
0.450000, 4.178318, 2.073451
0.450000, 4.272566, 2.136283
0.450000, 6.283185, 3.110177
0.450000, 6.283185, 6.283185
0.451000, 1.979203, 4.115486
0.451000, 2.010619, 4.115486
0.451000, 2.010619, 4.146902
0.451000, 2.073451, 4.178318
0.451000, 2.104867, 4.146902
0.451000, 3.110177, 6.283185
0.451000, 3.141593, 3.141593
0.451000, 4.115486, 1.979203
0.451000, 4.115486, 2.010619
0.451000, 4.146902, 2.010619
0.451000, 4.146902, 2.104867
0.451000, 4.178318, 2.073451
0.451000, 6.283185, 3.110177
0.451000, 6.283185, 6.283185
0.452000, 1.979203, 4.115486
0.452000, 2.010619, 4.115486
0.452000, 2.010619, 4.146902
0.452000, 2.073451, 4.178318
0.452000, 2.104867, 4.146902
0.452000, 3.110177, 6.283185
0.452000, 3.141593, 3.141593
0.452000, 4.115486, 1.979203
0.452000, 4.115486, 2.010619
0.452000, 4.146902, 2.010619
0.452000, 4.146902, 2.104867
0.452000, 4.178318, 2.073451
0.452000, 6.283185, 3.110177
0.452000, 6.283185, 6.283185
0.453000, 1.979203, 4.115486
0.453000, 2.010619, 4.115486
0.453000, 2.010619, 4.146902
0.453000, 2.073451, 4.178318
0.453000, 2.104867, 4.146902
0.453000, 3.110177, 6.283185
0.453000, 3.141593, 3.141593
0.453000, 4.115486, 1.979203
0.453000, 4.115486, 2.010619
0.453000, 4.146902, 2.010619
0.453000, 4.146902, 2.104867
0.453000, 4.178318, 2.073451
0.453000, 6.283185, 3.110177
0.453000, 6.283185, 6.283185
0.454000, 0.000000, 3.141593
0.454000, 1.979203, 4.115486
0.454000, 2.010619, 4.115486
0.454000, 2.010619, 4.146902
0.454000, 2.073451, 4.178318
0.454000, 2.104867, 4.146902
0.454000, 3.110177, 6.283185
0.454000, 3.141593, 0.000000
0.454000, 3.141593, 3.141593
0.454000, 4.115486, 1.979203
0.454000, 4.115486, 2.010619
0.454000, 4.146902, 2.010619
0.454000, 4.146902, 2.104867
0.454000, 4.178318, 2.073451
0.454000, 6.283185, 3.110177
0.454000, 6.283185, 6.283185
0.455000, 1.979203, 4.115486
0.455000, 2.010619, 4.115486
0.455000, 2.010619, 4.146902
0.455000, 2.073451, 4.178318
0.455000, 2.104867, 4.146902
0.455000, 3.110177, 6.283185
0.455000, 3.141593, 3.141593
0.455000, 4.115486, 1.979203
0.455000, 4.115486, 2.010619
0.455000, 4.146902, 2.010619
0.455000, 4.146902, 2.104867
0.455000, 4.178318, 2.073451
0.455000, 6.283185, 3.110177
0.455000, 6.283185, 6.283185
0.456000, 1.979203, 4.115486
0.456000, 2.010619, 4.115486
0.456000, 2.010619, 4.146902
0.456000, 2.073451, 4.178318
0.456000, 2.104867, 4.146902
0.456000, 3.110177, 6.283185
0.456000, 3.141593, 3.141593
0.456000, 4.115486, 1.979203
0.456000, 4.115486, 2.010619
0.456000, 4.146902, 2.010619
0.456000, 4.146902, 2.104867
0.456000, 4.178318, 2.073451
0.456000, 6.283185, 3.110177
0.456000, 6.283185, 6.283185
0.457000, 1.979203, 4.115486
0.457000, 2.010619, 4.115486
0.457000, 2.010619, 4.146902
0.457000, 2.073451, 4.178318
0.457000, 2.104867, 4.146902
0.457000, 3.110177, 6.283185
0.457000, 3.141593, 3.141593
0.457000, 4.115486, 1.979203
0.457000, 4.115486, 2.010619
0.457000, 4.146902, 2.010619
0.457000, 4.146902, 2.104867
0.457000, 4.178318, 2.073451
0.457000, 6.283185, 3.110177
0.457000, 6.283185, 6.283185
0.458000, 1.979203, 4.115486
0.458000, 2.010619, 4.115486
0.458000, 2.010619, 4.146902
0.458000, 2.073451, 4.178318
0.458000, 2.104867, 4.146902
0.458000, 3.110177, 6.283185
0.458000, 3.141593, 3.141593
0.458000, 4.115486, 1.979203
0.458000, 4.115486, 2.010619
0.458000, 4.146902, 2.010619
0.458000, 4.146902, 2.104867
0.458000, 4.178318, 2.073451
0.458000, 6.283185, 3.110177
0.458000, 6.283185, 6.283185
0.459000, 1.979203, 4.115486
0.459000, 2.010619, 4.115486
0.459000, 2.010619, 4.146902
0.459000, 2.073451, 4.178318
0.459000, 2.104867, 4.146902
0.459000, 3.110177, 6.283185
0.459000, 3.141593, 3.141593
0.459000, 4.115486, 1.979203
0.459000, 4.115486, 2.010619
0.459000, 4.146902, 2.010619
0.459000, 4.146902, 2.104867
0.459000, 4.178318, 2.073451
0.459000, 6.283185, 3.110177
0.459000, 6.283185, 6.283185
0.460000, 2.010619, 4.115486
0.460000, 2.010619, 4.146902
0.460000, 2.073451, 4.178318
0.460000, 2.104867, 4.146902
0.460000, 3.110177, 6.283185
0.460000, 3.141593, 3.141593
0.460000, 4.115486, 2.010619
0.460000, 4.146902, 2.010619
0.460000, 4.146902, 2.104867
0.460000, 4.178318, 2.073451
0.460000, 6.283185, 3.110177
0.460000, 6.283185, 6.283185
0.461000, 2.010619, 4.115486
0.461000, 2.010619, 4.146902
0.461000, 2.073451, 4.178318
0.461000, 2.104867, 4.146902
0.461000, 3.110177, 6.283185
0.461000, 3.141593, 3.141593
0.461000, 4.115486, 2.010619
0.461000, 4.146902, 2.010619
0.461000, 4.146902, 2.104867
0.461000, 4.178318, 2.073451
0.461000, 6.283185, 3.110177
0.461000, 6.283185, 6.283185
0.462000, 2.010619, 4.115486
0.462000, 2.010619, 4.146902
0.462000, 2.073451, 4.178318
0.462000, 2.104867, 4.146902
0.462000, 3.110177, 6.283185
0.462000, 3.141593, 3.141593
0.462000, 4.115486, 2.010619
0.462000, 4.146902, 2.010619
0.462000, 4.146902, 2.104867
0.462000, 4.178318, 2.073451
0.462000, 6.283185, 3.110177
0.462000, 6.283185, 6.283185
0.463000, 2.010619, 4.115486
0.463000, 2.010619, 4.146902
0.463000, 2.073451, 4.178318
0.463000, 2.104867, 4.146902
0.463000, 3.110177, 6.283185
0.463000, 3.141593, 3.141593
0.463000, 4.115486, 2.010619
0.463000, 4.146902, 2.010619
0.463000, 4.146902, 2.104867
0.463000, 4.178318, 2.073451
0.463000, 6.283185, 3.110177
0.463000, 6.283185, 6.283185
0.464000, 2.010619, 4.115486
0.464000, 2.010619, 4.146902
0.464000, 2.073451, 4.178318
0.464000, 2.104867, 4.146902
0.464000, 3.110177, 6.283185
0.464000, 3.141593, 3.141593
0.464000, 4.115486, 2.010619
0.464000, 4.146902, 2.010619
0.464000, 4.146902, 2.104867
0.464000, 4.178318, 2.073451
0.464000, 6.283185, 3.110177
0.464000, 6.283185, 6.283185
0.465000, 2.010619, 4.115486
0.465000, 2.010619, 4.146902
0.465000, 2.073451, 4.178318
0.465000, 2.104867, 4.146902
0.465000, 3.110177, 6.283185
0.465000, 3.141593, 3.141593
0.465000, 4.115486, 2.010619
0.465000, 4.146902, 2.010619
0.465000, 4.146902, 2.104867
0.465000, 4.178318, 2.073451
0.465000, 6.283185, 3.110177
0.465000, 6.283185, 6.283185
0.466000, 2.010619, 4.115486
0.466000, 2.010619, 4.146902
0.466000, 2.073451, 4.178318
0.466000, 2.104867, 4.146902
0.466000, 3.110177, 6.283185
0.466000, 3.141593, 3.141593
0.466000, 4.115486, 2.010619
0.466000, 4.146902, 2.010619
0.466000, 4.146902, 2.104867
0.466000, 4.178318, 2.073451
0.466000, 6.283185, 3.110177
0.466000, 6.283185, 6.283185
0.467000, 2.010619, 4.115486
0.467000, 2.010619, 4.146902
0.467000, 2.073451, 4.178318
0.467000, 2.104867, 4.146902
0.467000, 3.110177, 6.283185
0.467000, 3.141593, 3.141593
0.467000, 4.115486, 2.010619
0.467000, 4.146902, 2.010619
0.467000, 4.146902, 2.104867
0.467000, 4.178318, 2.073451
0.467000, 6.283185, 3.110177
0.467000, 6.283185, 6.283185
0.468000, 0.000000, 3.141593
0.468000, 2.010619, 4.115486
0.468000, 2.010619, 4.146902
0.468000, 2.073451, 4.178318
0.468000, 2.104867, 4.146902
0.468000, 3.110177, 6.283185
0.468000, 3.141593, 0.000000
0.468000, 3.141593, 3.141593
0.468000, 4.115486, 2.010619
0.468000, 4.146902, 2.010619
0.468000, 4.146902, 2.104867
0.468000, 4.178318, 2.073451
0.468000, 6.283185, 3.110177
0.468000, 6.283185, 6.283185
0.469000, 2.010619, 4.115486
0.469000, 2.010619, 4.146902
0.469000, 2.073451, 4.178318
0.469000, 2.104867, 4.146902
0.469000, 3.110177, 6.283185
0.469000, 3.141593, 3.141593
0.469000, 4.115486, 2.010619
0.469000, 4.146902, 2.010619
0.469000, 4.146902, 2.104867
0.469000, 4.178318, 2.073451
0.469000, 6.283185, 3.110177
0.469000, 6.283185, 6.283185
0.470000, 2.010619, 4.115486
0.470000, 2.010619, 4.146902
0.470000, 2.073451, 4.178318
0.470000, 2.104867, 4.146902
0.470000, 3.110177, 6.283185
0.470000, 3.141593, 3.141593
0.470000, 4.115486, 2.010619
0.470000, 4.146902, 2.010619
0.470000, 4.146902, 2.104867
0.470000, 4.178318, 2.073451
0.470000, 6.283185, 3.110177
0.470000, 6.283185, 6.283185
0.471000, 2.010619, 4.115486
0.471000, 2.010619, 4.146902
0.471000, 2.073451, 4.178318
0.471000, 2.104867, 4.146902
