gamma, phi_12, phi_13
0.527000, 5.969026, 0.062832
0.527000, 6.000442, 0.062832
0.527000, 6.000442, 0.094248
0.527000, 6.031858, 0.094248
0.527000, 6.031858, 0.125664
0.527000, 6.063274, 0.125664
0.527000, 6.063274, 0.157080
0.527000, 6.094690, 0.157080
0.527000, 6.094690, 0.188496
0.527000, 6.126106, 0.188496
0.527000, 6.126106, 0.219911
0.527000, 6.157522, 0.219911
0.527000, 6.157522, 0.251327
0.527000, 6.188938, 0.251327
0.527000, 6.188938, 0.282743
0.527000, 6.220353, 0.282743
0.527000, 6.220353, 5.937610
0.527000, 6.251769, 0.282743
0.527000, 6.251769, 0.314159
0.527000, 6.283185, 0.314159
0.527000, 6.283185, 3.141593
0.528000, 0.031416, 0.345575
0.528000, 0.031416, 5.969026
0.528000, 0.062832, 5.969026
0.528000, 0.062832, 6.000442
0.528000, 0.094248, 6.000442
0.528000, 0.094248, 6.031858
0.528000, 0.125664, 0.376991
0.528000, 0.125664, 6.031858
0.528000, 0.157080, 6.063274
0.528000, 0.188496, 6.063274
0.528000, 0.188496, 6.094690
0.528000, 0.219911, 6.126106
0.528000, 0.219911, 6.157522
0.528000, 0.251327, 6.157522
0.528000, 0.251327, 6.188938
0.528000, 0.282743, 6.188938
0.528000, 0.282743, 6.220353
0.528000, 0.282743, 6.251769
0.528000, 0.314159, 6.251769
0.528000, 0.314159, 6.283185
0.528000, 0.345575, 0.031416
0.528000, 0.376991, 0.125664
0.528000, 2.104867, 4.209734
0.528000, 2.136283, 4.209734
0.528000, 2.167699, 4.241150
0.528000, 3.141593, 6.283185
0.528000, 4.209734, 2.104867
0.528000, 4.209734, 2.136283
0.528000, 4.241150, 2.167699
0.528000, 5.906194, 6.126106
0.528000, 5.937610, 6.220353
0.528000, 5.969026, 0.031416
0.528000, 5.969026, 0.062832
0.528000, 6.000442, 0.062832
0.528000, 6.000442, 0.094248
0.528000, 6.031858, 0.094248
0.528000, 6.031858, 0.125664
0.528000, 6.063274, 0.157080
0.528000, 6.063274, 0.188496
0.528000, 6.094690, 0.188496
0.528000, 6.126106, 0.219911
0.528000, 6.126106, 5.906194
0.528000, 6.157522, 0.219911
0.528000, 6.157522, 0.251327
0.528000, 6.188938, 0.251327
0.528000, 6.188938, 0.282743
0.528000, 6.220353, 0.282743
0.528000, 6.220353, 5.937610
0.528000, 6.251769, 0.282743
0.528000, 6.251769, 0.314159
0.528000, 6.283185, 0.314159
0.528000, 6.283185, 3.141593
0.529000, 0.031416, 5.937610
0.529000, 0.031416, 5.969026
0.529000, 0.062832, 5.969026
0.529000, 0.062832, 6.000442
0.529000, 0.094248, 0.376991
0.529000, 0.094248, 6.000442
0.529000, 0.125664, 6.000442
0.529000, 0.125664, 6.031858
0.529000, 0.157080, 6.031858
0.529000, 0.157080, 6.063274
0.529000, 0.188496, 6.063274
0.529000, 0.188496, 6.094690
0.529000, 0.219911, 6.094690
0.529000, 0.219911, 6.126106
0.529000, 0.251327, 6.126106
0.529000, 0.251327, 6.157522
0.529000, 0.251327, 6.188938
0.529000, 0.282743, 6.188938
0.529000, 0.282743, 6.220353
0.529000, 0.314159, 6.220353
0.529000, 0.314159, 6.251769
0.529000, 0.314159, 6.283185
0.529000, 0.376991, 0.094248
0.529000, 2.073451, 4.115486
0.529000, 2.167699, 4.241150
0.529000, 3.141593, 6.283185
0.529000, 4.115486, 2.073451
0.529000, 4.241150, 2.167699
0.529000, 5.906194, 6.157522
0.529000, 5.937610, 0.031416
0.529000, 5.937610, 6.251769
0.529000, 5.969026, 0.031416
0.529000, 5.969026, 0.062832
0.529000, 6.000442, 0.062832
0.529000, 6.000442, 0.094248
0.529000, 6.000442, 0.125664
0.529000, 6.031858, 0.125664
0.529000, 6.031858, 0.157080
0.529000, 6.063274, 0.157080
0.529000, 6.063274, 0.188496
0.529000, 6.094690, 0.188496
0.529000, 6.094690, 0.219911
0.529000, 6.126106, 0.219911
0.529000, 6.126106, 0.251327
0.529000, 6.157522, 0.251327
0.529000, 6.157522, 5.906194
0.529000, 6.188938, 0.251327
0.529000, 6.188938, 0.282743
0.529000, 6.220353, 0.282743
0.529000, 6.220353, 0.314159
0.529000, 6.251769, 0.314159
0.529000, 6.251769, 5.937610
0.529000, 6.283185, 0.314159
0.529000, 6.283185, 3.141593
0.530000, 0.031416, 5.937610
0.530000, 0.031416, 5.969026
0.530000, 0.062832, 5.969026
0.530000, 0.094248, 0.376991
0.530000, 0.094248, 6.000442
0.530000, 0.125664, 6.000442
0.530000, 0.125664, 6.031858
0.530000, 0.157080, 6.031858
0.530000, 0.157080, 6.063274
0.530000, 0.188496, 6.063274
0.530000, 0.188496, 6.094690
0.530000, 0.219911, 6.094690
0.530000, 0.219911, 6.126106
0.530000, 0.251327, 6.126106
0.530000, 0.251327, 6.157522
0.530000, 0.282743, 6.188938
0.530000, 0.282743, 6.220353
0.530000, 0.314159, 6.220353
0.530000, 0.314159, 6.251769
0.530000, 0.314159, 6.283185
0.530000, 0.376991, 0.094248
0.530000, 2.073451, 4.115486
0.530000, 2.167699, 4.241150
0.530000, 3.141593, 6.283185
0.530000, 4.115486, 2.073451
0.530000, 4.241150, 2.167699
0.530000, 5.937610, 0.031416
0.530000, 5.937610, 6.251769
0.530000, 5.969026, 0.031416
0.530000, 5.969026, 0.062832
0.530000, 6.000442, 0.094248
0.530000, 6.000442, 0.125664
0.530000, 6.031858, 0.125664
0.530000, 6.031858, 0.157080
0.530000, 6.063274, 0.157080
0.530000, 6.063274, 0.188496
0.530000, 6.094690, 0.188496
0.530000, 6.094690, 0.219911
0.530000, 6.126106, 0.219911
0.530000, 6.126106, 0.251327
0.530000, 6.157522, 0.251327
0.530000, 6.188938, 0.282743
0.530000, 6.220353, 0.282743
0.530000, 6.220353, 0.314159
0.530000, 6.251769, 0.314159
0.530000, 6.251769, 5.937610
0.530000, 6.283185, 0.314159
0.530000, 6.283185, 3.141593
0.531000, 0.031416, 5.937610
0.531000, 0.031416, 5.969026
0.531000, 0.062832, 0.376991
0.531000, 0.062832, 5.969026
0.531000, 0.094248, 5.969026
0.531000, 0.094248, 6.000442
0.531000, 0.125664, 6.000442
0.531000, 0.125664, 6.031858
0.531000, 0.157080, 6.031858
0.531000, 0.157080, 6.063274
0.531000, 0.188496, 6.063274
0.531000, 0.188496, 6.094690
0.531000, 0.219911, 6.094690
0.531000, 0.219911, 6.126106
0.531000, 0.251327, 6.126106
0.531000, 0.251327, 6.157522
0.531000, 0.282743, 6.157522
0.531000, 0.282743, 6.188938
0.531000, 0.282743, 6.220353
0.531000, 0.314159, 6.220353
0.531000, 0.314159, 6.251769
0.531000, 0.314159, 6.283185
0.531000, 0.345575, 6.283185
0.531000, 0.376991, 0.062832
0.531000, 2.073451, 4.115486
0.531000, 2.167699, 4.241150
0.531000, 3.141593, 6.283185
0.531000, 4.115486, 2.073451
0.531000, 4.241150, 2.167699
0.531000, 5.906194, 6.188938
0.531000, 5.937610, 0.031416
0.531000, 5.969026, 0.031416
0.531000, 5.969026, 0.062832
0.531000, 5.969026, 0.094248
0.531000, 6.000442, 0.094248
0.531000, 6.000442, 0.125664
0.531000, 6.031858, 0.125664
0.531000, 6.031858, 0.157080
0.531000, 6.063274, 0.157080
0.531000, 6.063274, 0.188496
0.531000, 6.094690, 0.188496
0.531000, 6.094690, 0.219911
0.531000, 6.126106, 0.219911
0.531000, 6.126106, 0.251327
0.531000, 6.157522, 0.251327
0.531000, 6.157522, 0.282743
0.531000, 6.188938, 0.282743
0.531000, 6.188938, 5.906194
0.531000, 6.220353, 0.282743
0.531000, 6.220353, 0.314159
0.531000, 6.251769, 0.314159
0.531000, 6.283185, 0.314159
0.531000, 6.283185, 0.345575
0.531000, 6.283185, 3.141593
0.532000, 0.031416, 5.937610
0.532000, 0.062832, 0.376991
0.532000, 0.062832, 5.969026
0.532000, 0.094248, 5.969026
0.532000, 0.094248, 6.000442
0.532000, 0.125664, 6.000442
0.532000, 0.125664, 6.031858
0.532000, 0.157080, 6.031858
0.532000, 0.157080, 6.063274
0.532000, 0.188496, 6.063274
0.532000, 0.188496, 6.094690
0.532000, 0.219911, 6.094690
0.532000, 0.219911, 6.126106
0.532000, 0.251327, 6.126106
0.532000, 0.251327, 6.157522
0.532000, 0.282743, 6.157522
0.532000, 0.282743, 6.188938
0.532000, 0.314159, 6.220353
0.532000, 0.314159, 6.251769
0.532000, 0.345575, 6.251769
0.532000, 0.345575, 6.283185
0.532000, 0.376991, 0.062832
0.532000, 2.073451, 4.115486
0.532000, 2.167699, 4.241150
0.532000, 3.141593, 6.283185
0.532000, 4.115486, 2.073451
0.532000, 4.241150, 2.167699
0.532000, 5.937610, 0.031416
0.532000, 5.969026, 0.062832
0.532000, 5.969026, 0.094248
0.532000, 6.000442, 0.094248
0.532000, 6.000442, 0.125664
0.532000, 6.031858, 0.125664
0.532000, 6.031858, 0.157080
0.532000, 6.063274, 0.157080
0.532000, 6.063274, 0.188496
0.532000, 6.094690, 0.188496
0.532000, 6.094690, 0.219911
0.532000, 6.126106, 0.219911
0.532000, 6.126106, 0.251327
0.532000, 6.157522, 0.251327
0.532000, 6.157522, 0.282743
0.532000, 6.188938, 0.282743
0.532000, 6.220353, 0.314159
0.532000, 6.251769, 0.314159
0.532000, 6.251769, 0.345575
0.532000, 6.283185, 0.345575
0.532000, 6.283185, 3.141593
0.533000, 0.031416, 0.376991
0.533000, 0.031416, 5.937610
0.533000, 0.062832, 5.937610
0.533000, 0.062832, 5.969026
0.533000, 0.094248, 5.969026
0.533000, 0.094248, 6.000442
0.533000, 0.125664, 6.000442
0.533000, 0.125664, 6.031858
0.533000, 0.157080, 0.408407
0.533000, 0.157080, 6.031858
0.533000, 0.188496, 6.031858
0.533000, 0.188496, 6.063274
0.533000, 0.219911, 6.063274
0.533000, 0.219911, 6.094690
0.533000, 0.219911, 6.126106
0.533000, 0.251327, 6.126106
0.533000, 0.251327, 6.157522
0.533000, 0.282743, 6.157522
0.533000, 0.282743, 6.188938
0.533000, 0.314159, 6.188938
0.533000, 0.314159, 6.220353
0.533000, 0.314159, 6.251769
0.533000, 0.345575, 6.251769
0.533000, 0.345575, 6.283185
0.533000, 0.376991, 0.031416
0.533000, 0.408407, 0.157080
0.533000, 2.073451, 4.115486
0.533000, 2.167699, 4.241150
0.533000, 3.141593, 6.283185
0.533000, 4.115486, 2.073451
0.533000, 4.241150, 2.167699
0.533000, 5.874778, 6.094690
0.533000, 5.906194, 6.220353
0.533000, 5.937610, 0.031416
0.533000, 5.937610, 0.062832
0.533000, 5.969026, 0.062832
0.533000, 5.969026, 0.094248
0.533000, 6.000442, 0.094248
0.533000, 6.000442, 0.125664
0.533000, 6.031858, 0.125664
0.533000, 6.031858, 0.157080
0.533000, 6.031858, 0.188496
0.533000, 6.063274, 0.188496
0.533000, 6.063274, 0.219911
0.533000, 6.094690, 0.219911
0.533000, 6.094690, 5.874778
0.533000, 6.126106, 0.219911
0.533000, 6.126106, 0.251327
0.533000, 6.157522, 0.251327
0.533000, 6.157522, 0.282743
0.533000, 6.188938, 0.282743
0.533000, 6.188938, 0.314159
0.533000, 6.220353, 0.314159
0.533000, 6.220353, 5.906194
0.533000, 6.251769, 0.314159
0.533000, 6.251769, 0.345575
0.533000, 6.283185, 0.345575
0.533000, 6.283185, 3.141593
0.534000, 0.031416, 0.376991
0.534000, 0.031416, 5.937610
0.534000, 0.062832, 5.937610
0.534000, 0.062832, 5.969026
0.534000, 0.094248, 5.969026
0.534000, 0.094248, 6.000442
0.534000, 0.125664, 0.408407
0.534000, 0.125664, 6.000442
0.534000, 0.157080, 6.000442
0.534000, 0.157080, 6.031858
0.534000, 0.188496, 6.031858
0.534000, 0.188496, 6.063274
0.534000, 0.219911, 6.063274
0.534000, 0.219911, 6.094690
0.534000, 0.251327, 6.094690
0.534000, 0.251327, 6.126106
0.534000, 0.251327, 6.157522
0.534000, 0.282743, 6.157522
0.534000, 0.282743, 6.188938
0.534000, 0.314159, 6.188938
0.534000, 0.314159, 6.220353
0.534000, 0.345575, 6.251769
0.534000, 0.345575, 6.283185
0.534000, 0.376991, 0.031416
0.534000, 0.408407, 0.125664
0.534000, 2.073451, 4.115486
0.534000, 2.167699, 4.241150
0.534000, 3.141593, 6.283185
0.534000, 4.115486, 2.073451
0.534000, 4.241150, 2.167699
0.534000, 5.874778, 6.126106
0.534000, 5.937610, 0.031416
0.534000, 5.937610, 0.062832
0.534000, 5.937610, 6.283185
0.534000, 5.969026, 0.062832
0.534000, 5.969026, 0.094248
0.534000, 6.000442, 0.094248
0.534000, 6.000442, 0.125664
0.534000, 6.000442, 0.157080
0.534000, 6.031858, 0.157080
0.534000, 6.031858, 0.188496
0.534000, 6.063274, 0.188496
0.534000, 6.063274, 0.219911
0.534000, 6.094690, 0.219911
0.534000, 6.094690, 0.251327
0.534000, 6.126106, 0.251327
0.534000, 6.126106, 5.874778
0.534000, 6.157522, 0.251327
0.534000, 6.157522, 0.282743
0.534000, 6.188938, 0.282743
0.534000, 6.188938, 0.314159
0.534000, 6.220353, 0.314159
0.534000, 6.251769, 0.345575
0.534000, 6.283185, 0.345575
0.534000, 6.283185, 3.141593
0.534000, 6.283185, 5.937610
0.535000, 0.031416, 5.906194
0.535000, 0.031416, 5.937610
0.535000, 0.062832, 5.937610
0.535000, 0.062832, 5.969026
0.535000, 0.094248, 0.408407
0.535000, 0.094248, 5.969026
0.535000, 0.125664, 5.969026
0.535000, 0.125664, 6.000442
0.535000, 0.157080, 6.000442
0.535000, 0.157080, 6.031858
0.535000, 0.188496, 6.031858
0.535000, 0.188496, 6.063274
0.535000, 0.219911, 6.063274
0.535000, 0.219911, 6.094690
0.535000, 0.251327, 6.094690
0.535000, 0.251327, 6.126106
0.535000, 0.282743, 6.126106
0.535000, 0.282743, 6.157522
0.535000, 0.282743, 6.188938
0.535000, 0.314159, 6.188938
0.535000, 0.314159, 6.220353
0.535000, 0.345575, 6.220353
0.535000, 0.345575, 6.251769
0.535000, 0.345575, 6.283185
0.535000, 0.408407, 0.094248
0.535000, 2.073451, 4.115486
0.535000, 2.167699, 4.241150
0.535000, 3.141593, 6.283185
0.535000, 4.115486, 2.073451
0.535000, 4.241150, 2.167699
0.535000, 5.874778, 6.157522
0.535000, 5.906194, 0.031416
0.535000, 5.906194, 6.251769
0.535000, 5.937610, 0.031416
0.535000, 5.937610, 0.062832
0.535000, 5.969026, 0.062832
0.535000, 5.969026, 0.094248
0.535000, 5.969026, 0.125664
0.535000, 6.000442, 0.125664
0.535000, 6.000442, 0.157080
0.535000, 6.031858, 0.157080
0.535000, 6.031858, 0.188496
0.535000, 6.063274, 0.188496
0.535000, 6.063274, 0.219911
0.535000, 6.094690, 0.219911
0.535000, 6.094690, 0.251327
0.535000, 6.126106, 0.251327
0.535000, 6.126106, 0.282743
0.535000, 6.157522, 0.282743
0.535000, 6.157522, 5.874778
0.535000, 6.188938, 0.282743
0.535000, 6.188938, 0.314159
0.535000, 6.220353, 0.314159
0.535000, 6.220353, 0.345575
0.535000, 6.251769, 0.345575
0.535000, 6.251769, 5.906194
0.535000, 6.283185, 0.345575
0.535000, 6.283185, 3.141593
0.536000, 0.031416, 5.906194
0.536000, 0.031416, 5.937610
0.536000, 0.062832, 5.937610
0.536000, 0.094248, 0.408407
0.536000, 0.094248, 5.969026
0.536000, 0.125664, 5.969026
0.536000, 0.125664, 6.000442
0.536000, 0.157080, 6.000442
0.536000, 0.157080, 6.031858
0.536000, 0.188496, 6.031858
0.536000, 0.188496, 6.063274
0.536000, 0.219911, 6.063274
0.536000, 0.219911, 6.094690
0.536000, 0.251327, 6.094690
0.536000, 0.251327, 6.126106
0.536000, 0.282743, 6.126106
0.536000, 0.282743, 6.157522
0.536000, 0.314159, 6.188938
0.536000, 0.314159, 6.220353
0.536000, 0.345575, 6.220353
0.536000, 0.345575, 6.251769
0.536000, 0.345575, 6.283185
0.536000, 0.408407, 0.094248
0.536000, 2.073451, 4.115486
0.536000, 2.167699, 4.241150
0.536000, 3.141593, 6.283185
0.536000, 4.115486, 2.073451
0.536000, 4.241150, 2.167699
0.536000, 5.906194, 0.031416
0.536000, 5.906194, 6.251769
0.536000, 5.937610, 0.031416
0.536000, 5.937610, 0.062832
0.536000, 5.969026, 0.094248
0.536000, 5.969026, 0.125664
0.536000, 6.000442, 0.125664
0.536000, 6.000442, 0.157080
0.536000, 6.031858, 0.157080
0.536000, 6.031858, 0.188496
0.536000, 6.063274, 0.188496
0.536000, 6.063274, 0.219911
0.536000, 6.094690, 0.219911
0.536000, 6.094690, 0.251327
0.536000, 6.126106, 0.251327
0.536000, 6.126106, 0.282743
0.536000, 6.157522, 0.282743
0.536000, 6.188938, 0.314159
0.536000, 6.220353, 0.314159
0.536000, 6.220353, 0.345575
0.536000, 6.251769, 0.345575
0.536000, 6.251769, 5.906194
0.536000, 6.283185, 0.345575
0.536000, 6.283185, 3.141593
0.537000, 0.031416, 5.906194
0.537000, 0.031416, 5.937610
0.537000, 0.062832, 0.408407
0.537000, 0.062832, 5.937610
0.537000, 0.094248, 5.937610
0.537000, 0.094248, 5.969026
0.537000, 0.125664, 5.969026
0.537000, 0.125664, 6.000442
0.537000, 0.157080, 6.000442
0.537000, 0.157080, 6.031858
0.537000, 0.188496, 6.031858
0.537000, 0.188496, 6.063274
0.537000, 0.219911, 6.063274
0.537000, 0.219911, 6.094690
0.537000, 0.251327, 6.094690
0.537000, 0.251327, 6.126106
0.537000, 0.282743, 6.126106
0.537000, 0.282743, 6.157522
0.537000, 0.314159, 6.157522
0.537000, 0.314159, 6.188938
0.537000, 0.314159, 6.220353
0.537000, 0.345575, 6.220353
0.537000, 0.345575, 6.251769
0.537000, 0.345575, 6.283185
0.537000, 0.376991, 6.283185
0.537000, 0.408407, 0.062832
0.537000, 2.073451, 4.115486
0.537000, 2.167699, 4.241150
0.537000, 3.141593, 6.283185
0.537000, 4.115486, 2.073451
0.537000, 4.241150, 2.167699
0.537000, 5.874778, 6.188938
0.537000, 5.906194, 0.031416
0.537000, 5.937610, 0.031416
0.537000, 5.937610, 0.062832
0.537000, 5.937610, 0.094248
0.537000, 5.969026, 0.094248
0.537000, 5.969026, 0.125664
0.537000, 6.000442, 0.125664
0.537000, 6.000442, 0.157080
0.537000, 6.031858, 0.157080
0.537000, 6.031858, 0.188496
0.537000, 6.063274, 0.188496
0.537000, 6.063274, 0.219911
0.537000, 6.094690, 0.219911
0.537000, 6.094690, 0.251327
0.537000, 6.126106, 0.251327
0.537000, 6.126106, 0.282743
0.537000, 6.157522, 0.282743
0.537000, 6.157522, 0.314159
0.537000, 6.188938, 0.314159
0.537000, 6.188938, 5.874778
0.537000, 6.220353, 0.314159
0.537000, 6.220353, 0.345575
0.537000, 6.251769, 0.345575
0.537000, 6.283185, 0.345575
0.537000, 6.283185, 0.376991
0.537000, 6.283185, 3.141593
0.538000, 0.031416, 5.906194
0.538000, 0.062832, 0.408407
0.538000, 0.062832, 5.937610
0.538000, 0.094248, 5.937610
0.538000, 0.094248, 5.969026
0.538000, 0.125664, 5.969026
0.538000, 0.125664, 6.000442
0.538000, 0.157080, 6.000442
0.538000, 0.157080, 6.031858
0.538000, 0.188496, 6.031858
0.538000, 0.188496, 6.063274
0.538000, 0.219911, 6.063274
0.538000, 0.219911, 6.094690
0.538000, 0.251327, 6.094690
0.538000, 0.251327, 6.126106
0.538000, 0.282743, 6.126106
0.538000, 0.282743, 6.157522
0.538000, 0.314159, 6.157522
0.538000, 0.314159, 6.188938
0.538000, 0.345575, 6.220353
0.538000, 0.345575, 6.251769
0.538000, 0.376991, 6.251769
0.538000, 0.376991, 6.283185
0.538000, 0.408407, 0.062832
0.538000, 2.073451, 4.115486
0.538000, 2.167699, 4.241150
0.538000, 3.141593, 6.283185
0.538000, 4.115486, 2.073451
0.538000, 4.241150, 2.167699
0.538000, 5.906194, 0.031416
0.538000, 5.937610, 0.062832
0.538000, 5.937610, 0.094248
0.538000, 5.969026, 0.094248
0.538000, 5.969026, 0.125664
0.538000, 6.000442, 0.125664
0.538000, 6.000442, 0.157080
0.538000, 6.031858, 0.157080
0.538000, 6.031858, 0.188496
0.538000, 6.063274, 0.188496
0.538000, 6.063274, 0.219911
0.538000, 6.094690, 0.219911
0.538000, 6.094690, 0.251327
0.538000, 6.126106, 0.251327
0.538000, 6.126106, 0.282743
0.538000, 6.157522, 0.282743
0.538000, 6.157522, 0.314159
0.538000, 6.188938, 0.314159
0.538000, 6.220353, 0.345575
0.538000, 6.251769, 0.345575
0.538000, 6.251769, 0.376991
0.538000, 6.283185, 0.376991
0.538000, 6.283185, 3.141593
0.539000, 0.031416, 0.408407
0.539000, 0.031416, 5.906194
0.539000, 0.062832, 5.906194
0.539000, 0.062832, 5.937610
0.539000, 0.094248, 5.937610
0.539000, 0.094248, 5.969026
0.539000, 0.125664, 5.969026
0.539000, 0.125664, 6.000442
0.539000, 0.157080, 0.439823
0.539000, 0.157080, 6.000442
0.539000, 0.188496, 6.000442
0.539000, 0.188496, 6.031858
0.539000, 0.219911, 6.031858
0.539000, 0.219911, 6.063274
0.539000, 0.251327, 6.063274
0.539000, 0.251327, 6.094690
0.539000, 0.251327, 6.126106
0.539000, 0.282743, 6.126106
0.539000, 0.282743, 6.157522
0.539000, 0.314159, 6.157522
0.539000, 0.314159, 6.188938
0.539000, 0.345575, 6.188938
0.539000, 0.345575, 6.220353
0.539000, 0.345575, 6.251769
0.539000, 0.376991, 6.251769
0.539000, 0.376991, 6.283185
0.539000, 0.408407, 0.031416
0.539000, 0.439823, 0.157080
0.539000, 2.073451, 4.115486
0.539000, 2.167699, 4.241150
0.539000, 3.141593, 6.283185
0.539000, 4.115486, 2.073451
0.539000, 4.241150, 2.167699
0.539000, 5.843362, 6.094690
0.539000, 5.874778, 6.220353
0.539000, 5.906194, 0.031416
0.539000, 5.906194, 0.062832
0.539000, 5.937610, 0.062832
0.539000, 5.937610, 0.094248
0.539000, 5.969026, 0.094248
0.539000, 5.969026, 0.125664
0.539000, 6.000442, 0.125664
0.539000, 6.000442, 0.157080
0.539000, 6.000442, 0.188496
0.539000, 6.031858, 0.188496
0.539000, 6.031858, 0.219911
0.539000, 6.063274, 0.219911
0.539000, 6.063274, 0.251327
0.539000, 6.094690, 0.251327
0.539000, 6.094690, 5.843362
0.539000, 6.126106, 0.251327
0.539000, 6.126106, 0.282743
0.539000, 6.157522, 0.282743
0.539000, 6.157522, 0.314159
0.539000, 6.188938, 0.314159
0.539000, 6.188938, 0.345575
0.539000, 6.220353, 0.345575
0.539000, 6.220353, 5.874778
0.539000, 6.251769, 0.345575
0.539000, 6.251769, 0.376991
0.539000, 6.283185, 0.376991
0.539000, 6.283185, 3.141593
0.540000, 0.031416, 0.408407
0.540000, 0.031416, 5.906194
0.540000, 0.062832, 5.906194
0.540000, 0.062832, 5.937610
0.540000, 0.094248, 5.937610
0.540000, 0.094248, 5.969026
0.540000, 0.125664, 0.439823
0.540000, 0.125664, 5.969026
0.540000, 0.157080, 5.969026
0.540000, 0.157080, 6.000442
0.540000, 0.188496, 6.000442
0.540000, 0.188496, 6.031858
0.540000, 0.219911, 6.031858
0.540000, 0.219911, 6.063274
0.540000, 0.251327, 6.063274
0.540000, 0.251327, 6.094690
0.540000, 0.282743, 6.094690
0.540000, 0.282743, 6.126106
0.540000, 0.282743, 6.157522
0.540000, 0.314159, 6.157522
0.540000, 0.314159, 6.188938
0.540000, 0.345575, 6.188938
0.540000, 0.345575, 6.220353
0.540000, 0.345575, 6.251769
0.540000, 0.376991, 6.251769
0.540000, 0.376991, 6.283185
0.540000, 0.408407, 0.031416
0.540000, 0.439823, 0.125664
0.540000, 2.073451, 4.115486
0.540000, 2.167699, 4.241150
0.540000, 3.141593, 6.283185
0.540000, 4.115486, 2.073451
0.540000, 4.241150, 2.167699
0.540000, 5.843362, 6.126106
0.540000, 5.874778, 6.220353
0.540000, 5.906194, 0.031416
0.540000, 5.906194, 0.062832
0.540000, 5.937610, 0.062832
0.540000, 5.937610, 0.094248
0.540000, 5.969026, 0.094248
0.540000, 5.969026, 0.125664
0.540000, 5.969026, 0.157080
0.540000, 6.000442, 0.157080
0.540000, 6.000442, 0.188496
0.540000, 6.031858, 0.188496
0.540000, 6.031858, 0.219911
0.540000, 6.063274, 0.219911
0.540000, 6.063274, 0.251327
0.540000, 6.094690, 0.251327
0.540000, 6.094690, 0.282743
0.540000, 6.126106, 0.282743
0.540000, 6.126106, 5.843362
0.540000, 6.157522, 0.282743
0.540000, 6.157522, 0.314159
0.540000, 6.188938, 0.314159
0.540000, 6.188938, 0.345575
0.540000, 6.220353, 0.345575
0.540000, 6.220353, 5.874778
0.540000, 6.251769, 0.345575
0.540000, 6.251769, 0.376991
0.540000, 6.283185, 0.376991
0.540000, 6.283185, 3.141593
0.541000, 0.000000, 3.141593
0.541000, 0.031416, 0.408407
0.541000, 0.031416, 5.906194
0.541000, 0.062832, 5.906194
0.541000, 0.062832, 5.937610
0.541000, 0.094248, 0.439823
0.541000, 0.094248, 5.937610
0.541000, 0.125664, 5.969026
0.541000, 0.157080, 5.969026
0.541000, 0.157080, 6.000442
0.541000, 0.188496, 6.000442
0.541000, 0.188496, 6.031858
0.541000, 0.219911, 6.031858
0.541000, 0.219911, 6.063274
0.541000, 0.251327, 6.063274
0.541000, 0.251327, 6.094690
0.541000, 0.282743, 6.094690
0.541000, 0.282743, 6.126106
0.541000, 0.314159, 6.157522
0.541000, 0.314159, 6.188938
0.541000, 0.345575, 6.188938
0.541000, 0.345575, 6.220353
0.541000, 0.376991, 6.251769
0.541000, 0.376991, 6.283185
0.541000, 0.408407, 0.031416
0.541000, 0.439823, 0.094248
0.541000, 2.073451, 4.115486
0.541000, 2.167699, 4.241150
0.541000, 2.199115, 4.272566
0.541000, 3.141593, 0.000000
0.541000, 3.141593, 6.283185
0.541000, 4.115486, 2.073451
0.541000, 4.241150, 2.167699
0.541000, 4.272566, 2.199115
0.541000, 5.843362, 6.157522
0.541000, 5.906194, 0.031416
0.541000, 5.906194, 0.062832
0.541000, 5.906194, 6.283185
0.541000, 5.937610, 0.062832
0.541000, 5.937610, 0.094248
0.541000, 5.969026, 0.125664
0.541000, 5.969026, 0.157080
0.541000, 6.000442, 0.157080
0.541000, 6.000442, 0.188496
0.541000, 6.031858, 0.188496
0.541000, 6.031858, 0.219911
0.541000, 6.063274, 0.219911
0.541000, 6.063274, 0.251327
0.541000, 6.094690, 0.251327
0.541000, 6.094690, 0.282743
0.541000, 6.126106, 0.282743
0.541000, 6.157522, 0.314159
0.541000, 6.157522, 5.843362
0.541000, 6.188938, 0.314159
0.541000, 6.188938, 0.345575
0.541000, 6.220353, 0.345575
0.541000, 6.251769, 0.376991
0.541000, 6.283185, 0.376991
0.541000, 6.283185, 3.141593
0.541000, 6.283185, 5.906194
0.542000, 0.031416, 5.874778
0.542000, 0.031416, 5.906194
0.542000, 0.062832, 5.906194
0.542000, 0.062832, 5.937610
0.542000, 0.094248, 0.439823
0.542000, 0.094248, 5.937610
0.542000, 0.125664, 5.937610
0.542000, 0.125664, 5.969026
0.542000, 0.157080, 5.969026
0.542000, 0.157080, 6.000442
0.542000, 0.188496, 6.000442
0.542000, 0.188496, 6.031858
0.542000, 0.219911, 6.031858
0.542000, 0.219911, 6.063274
0.542000, 0.251327, 6.063274
0.542000, 0.251327, 6.094690
0.542000, 0.282743, 6.094690
0.542000, 0.282743, 6.126106
0.542000, 0.314159, 6.126106
0.542000, 0.314159, 6.157522
0.542000, 0.314159, 6.188938
0.542000, 0.345575, 6.188938
0.542000, 0.345575, 6.220353
0.542000, 0.376991, 6.220353
0.542000, 0.376991, 6.251769
0.542000, 0.376991, 6.283185
0.542000, 0.439823, 0.094248
