gamma, phi_12, phi_13
0.635000, 2.010619, 3.989823
0.635000, 2.261947, 4.241150
0.635000, 3.141593, 6.283185
0.635000, 3.989823, 2.010619
0.635000, 4.241150, 2.261947
0.635000, 5.623451, 0.062832
0.635000, 5.623451, 6.283185
0.635000, 5.654867, 0.094248
0.635000, 5.686283, 0.157080
0.635000, 5.717699, 0.188496
0.635000, 5.749115, 0.219911
0.635000, 5.749115, 0.251327
0.635000, 5.780530, 0.251327
0.635000, 5.780530, 0.282743
0.635000, 5.811946, 0.282743
0.635000, 5.811946, 0.314159
0.635000, 5.843362, 0.314159
0.635000, 5.843362, 0.345575
0.635000, 5.874778, 0.345575
0.635000, 5.874778, 0.376991
0.635000, 5.906194, 0.376991
0.635000, 5.906194, 0.408407
0.635000, 5.937610, 0.408407
0.635000, 5.937610, 0.439823
0.635000, 5.969026, 0.439823
0.635000, 5.969026, 0.471239
0.635000, 6.000442, 0.471239
0.635000, 6.000442, 0.502655
0.635000, 6.031858, 0.502655
0.635000, 6.063274, 0.534071
0.635000, 6.094690, 0.565487
0.635000, 6.157522, 0.596903
0.635000, 6.188938, 0.628319
0.635000, 6.251769, 0.659734
0.635000, 6.283185, 0.659734
0.635000, 6.283185, 3.141593
0.635000, 6.283185, 5.623451
0.636000, 0.031416, 0.691150
0.636000, 0.062832, 5.623451
0.636000, 0.094248, 0.722566
0.636000, 0.094248, 5.654867
0.636000, 0.125664, 0.722566
0.636000, 0.157080, 5.686283
0.636000, 0.188496, 0.753982
0.636000, 0.188496, 5.717699
0.636000, 0.219911, 0.753982
0.636000, 0.219911, 5.749115
0.636000, 0.251327, 5.749115
0.636000, 0.251327, 5.780530
0.636000, 0.282743, 5.780530
0.636000, 0.282743, 5.811946
0.636000, 0.314159, 5.811946
0.636000, 0.314159, 5.843362
0.636000, 0.345575, 5.843362
0.636000, 0.345575, 5.874778
0.636000, 0.376991, 5.874778
0.636000, 0.376991, 5.906194
0.636000, 0.408407, 5.906194
0.636000, 0.408407, 5.937610
0.636000, 0.439823, 5.937610
0.636000, 0.439823, 5.969026
0.636000, 0.471239, 5.969026
0.636000, 0.471239, 6.000442
0.636000, 0.502655, 6.000442
0.636000, 0.502655, 6.031858
0.636000, 0.534071, 6.063274
0.636000, 0.565487, 6.094690
0.636000, 0.596903, 6.157522
0.636000, 0.628319, 6.188938
0.636000, 0.659734, 6.251769
0.636000, 0.659734, 6.283185
0.636000, 0.691150, 0.031416
0.636000, 0.722566, 0.094248
0.636000, 0.722566, 0.125664
0.636000, 0.753982, 0.188496
0.636000, 0.753982, 0.219911
0.636000, 2.010619, 3.989823
0.636000, 2.261947, 4.241150
0.636000, 3.141593, 6.283185
0.636000, 3.989823, 2.010619
0.636000, 4.241150, 2.261947
0.636000, 5.623451, 0.062832
0.636000, 5.623451, 6.283185
0.636000, 5.654867, 0.094248
0.636000, 5.686283, 0.157080
0.636000, 5.717699, 0.188496
0.636000, 5.749115, 0.219911
0.636000, 5.749115, 0.251327
0.636000, 5.780530, 0.251327
0.636000, 5.780530, 0.282743
0.636000, 5.811946, 0.282743
0.636000, 5.811946, 0.314159
0.636000, 5.843362, 0.314159
0.636000, 5.843362, 0.345575
0.636000, 5.874778, 0.345575
0.636000, 5.874778, 0.376991
0.636000, 5.906194, 0.376991
0.636000, 5.906194, 0.408407
0.636000, 5.937610, 0.408407
0.636000, 5.937610, 0.439823
0.636000, 5.969026, 0.439823
0.636000, 5.969026, 0.471239
0.636000, 6.000442, 0.471239
0.636000, 6.000442, 0.502655
0.636000, 6.031858, 0.502655
0.636000, 6.063274, 0.534071
0.636000, 6.094690, 0.565487
0.636000, 6.157522, 0.596903
0.636000, 6.188938, 0.628319
0.636000, 6.251769, 0.659734
0.636000, 6.283185, 0.659734
0.636000, 6.283185, 3.141593
0.636000, 6.283185, 5.623451
0.637000, 0.031416, 0.691150
0.637000, 0.062832, 5.623451
0.637000, 0.094248, 0.722566
0.637000, 0.094248, 5.654867
0.637000, 0.157080, 5.686283
0.637000, 0.188496, 0.753982
0.637000, 0.188496, 5.717699
0.637000, 0.219911, 5.749115
0.637000, 0.251327, 5.749115
0.637000, 0.251327, 5.780530
0.637000, 0.282743, 5.780530
0.637000, 0.282743, 5.811946
0.637000, 0.314159, 5.811946
0.637000, 0.314159, 5.843362
0.637000, 0.345575, 5.843362
0.637000, 0.345575, 5.874778
0.637000, 0.376991, 5.874778
0.637000, 0.376991, 5.906194
0.637000, 0.408407, 5.906194
0.637000, 0.408407, 5.937610
0.637000, 0.439823, 5.937610
0.637000, 0.439823, 5.969026
0.637000, 0.471239, 5.969026
0.637000, 0.471239, 6.000442
0.637000, 0.502655, 6.000442
0.637000, 0.502655, 6.031858
0.637000, 0.534071, 6.063274
0.637000, 0.565487, 6.094690
0.637000, 0.596903, 6.157522
0.637000, 0.628319, 6.188938
0.637000, 0.659734, 6.251769
0.637000, 0.659734, 6.283185
0.637000, 0.691150, 0.031416
0.637000, 0.722566, 0.094248
0.637000, 0.753982, 0.188496
0.637000, 2.010619, 3.989823
0.637000, 2.261947, 4.241150
0.637000, 3.141593, 6.283185
0.637000, 3.989823, 2.010619
0.637000, 4.241150, 2.261947
0.637000, 5.623451, 0.062832
0.637000, 5.623451, 6.283185
0.637000, 5.654867, 0.094248
0.637000, 5.686283, 0.157080
0.637000, 5.717699, 0.188496
0.637000, 5.749115, 0.219911
0.637000, 5.749115, 0.251327
0.637000, 5.780530, 0.251327
0.637000, 5.780530, 0.282743
0.637000, 5.811946, 0.282743
0.637000, 5.811946, 0.314159
0.637000, 5.843362, 0.314159
0.637000, 5.843362, 0.345575
0.637000, 5.874778, 0.345575
0.637000, 5.874778, 0.376991
0.637000, 5.906194, 0.376991
0.637000, 5.906194, 0.408407
0.637000, 5.937610, 0.408407
0.637000, 5.937610, 0.439823
0.637000, 5.969026, 0.439823
0.637000, 5.969026, 0.471239
0.637000, 6.000442, 0.471239
0.637000, 6.000442, 0.502655
0.637000, 6.031858, 0.502655
0.637000, 6.063274, 0.534071
0.637000, 6.094690, 0.565487
0.637000, 6.157522, 0.596903
0.637000, 6.188938, 0.628319
0.637000, 6.251769, 0.659734
0.637000, 6.283185, 0.659734
0.637000, 6.283185, 3.141593
0.637000, 6.283185, 5.623451
0.638000, 0.031416, 0.691150
0.638000, 0.062832, 5.623451
0.638000, 0.094248, 0.722566
0.638000, 0.094248, 5.654867
0.638000, 0.125664, 5.654867
0.638000, 0.157080, 5.686283
0.638000, 0.188496, 0.753982
0.638000, 0.188496, 5.717699
0.638000, 0.219911, 5.749115
0.638000, 0.251327, 5.749115
0.638000, 0.251327, 5.780530
0.638000, 0.282743, 5.780530
0.638000, 0.314159, 5.811946
0.638000, 0.345575, 5.843362
0.638000, 0.376991, 5.874778
0.638000, 0.408407, 5.906194
0.638000, 0.439823, 5.937610
0.638000, 0.471239, 5.969026
0.638000, 0.471239, 6.000442
0.638000, 0.502655, 6.000442
0.638000, 0.502655, 6.031858
0.638000, 0.534071, 6.063274
0.638000, 0.565487, 6.094690
0.638000, 0.596903, 6.126106
0.638000, 0.596903, 6.157522
0.638000, 0.628319, 6.188938
0.638000, 0.659734, 6.251769
0.638000, 0.659734, 6.283185
0.638000, 0.691150, 0.031416
0.638000, 0.722566, 0.094248
0.638000, 0.753982, 0.188496
0.638000, 2.010619, 3.989823
0.638000, 2.261947, 4.241150
0.638000, 3.141593, 6.283185
0.638000, 3.989823, 2.010619
0.638000, 4.241150, 2.261947
0.638000, 5.623451, 0.062832
0.638000, 5.623451, 6.283185
0.638000, 5.654867, 0.094248
0.638000, 5.654867, 0.125664
0.638000, 5.686283, 0.157080
0.638000, 5.717699, 0.188496
0.638000, 5.749115, 0.219911
0.638000, 5.749115, 0.251327
0.638000, 5.780530, 0.251327
0.638000, 5.780530, 0.282743
0.638000, 5.811946, 0.314159
0.638000, 5.843362, 0.345575
0.638000, 5.874778, 0.376991
0.638000, 5.906194, 0.408407
0.638000, 5.937610, 0.439823
0.638000, 5.969026, 0.471239
0.638000, 6.000442, 0.471239
0.638000, 6.000442, 0.502655
0.638000, 6.031858, 0.502655
0.638000, 6.063274, 0.534071
0.638000, 6.094690, 0.565487
0.638000, 6.126106, 0.596903
0.638000, 6.157522, 0.596903
0.638000, 6.188938, 0.628319
0.638000, 6.251769, 0.659734
0.638000, 6.283185, 0.659734
0.638000, 6.283185, 3.141593
0.638000, 6.283185, 5.623451
0.639000, 0.031416, 0.691150
0.639000, 0.062832, 5.623451
0.639000, 0.094248, 0.722566
0.639000, 0.125664, 5.654867
0.639000, 0.157080, 5.686283
0.639000, 0.188496, 0.753982
0.639000, 0.188496, 5.717699
0.639000, 0.219911, 5.717699
0.639000, 0.219911, 5.749115
0.639000, 0.251327, 5.749115
0.639000, 0.282743, 5.780530
0.639000, 0.314159, 5.811946
0.639000, 0.345575, 0.785398
0.639000, 0.345575, 5.843362
0.639000, 0.376991, 5.874778
0.639000, 0.408407, 5.906194
0.639000, 0.439823, 5.937610
0.639000, 0.471239, 5.969026
0.639000, 0.502655, 6.000442
0.639000, 0.502655, 6.031858
0.639000, 0.534071, 6.031858
0.639000, 0.534071, 6.063274
0.639000, 0.565487, 6.094690
0.639000, 0.596903, 6.126106
0.639000, 0.628319, 6.188938
0.639000, 0.659734, 6.251769
0.639000, 0.659734, 6.283185
0.639000, 0.691150, 0.031416
0.639000, 0.722566, 0.094248
0.639000, 0.753982, 0.188496
0.639000, 0.785398, 0.345575
0.639000, 2.010619, 3.989823
0.639000, 2.261947, 4.241150
0.639000, 3.141593, 6.283185
0.639000, 3.989823, 2.010619
0.639000, 4.241150, 2.261947
0.639000, 5.623451, 0.062832
0.639000, 5.623451, 6.283185
0.639000, 5.654867, 0.125664
0.639000, 5.686283, 0.157080
0.639000, 5.717699, 0.188496
0.639000, 5.717699, 0.219911
0.639000, 5.749115, 0.219911
0.639000, 5.749115, 0.251327
0.639000, 5.780530, 0.282743
0.639000, 5.811946, 0.314159
0.639000, 5.843362, 0.345575
0.639000, 5.874778, 0.376991
0.639000, 5.906194, 0.408407
0.639000, 5.937610, 0.439823
0.639000, 5.969026, 0.471239
0.639000, 6.000442, 0.502655
0.639000, 6.031858, 0.502655
0.639000, 6.031858, 0.534071
0.639000, 6.063274, 0.534071
0.639000, 6.094690, 0.565487
0.639000, 6.126106, 0.596903
0.639000, 6.188938, 0.628319
0.639000, 6.251769, 0.659734
0.639000, 6.283185, 0.659734
0.639000, 6.283185, 3.141593
0.639000, 6.283185, 5.623451
0.640000, 0.031416, 0.691150
0.640000, 0.062832, 5.623451
0.640000, 0.094248, 0.722566
0.640000, 0.125664, 5.654867
0.640000, 0.157080, 5.686283
0.640000, 0.188496, 0.753982
0.640000, 0.188496, 5.717699
0.640000, 0.219911, 5.717699
0.640000, 0.251327, 5.749115
0.640000, 0.282743, 5.780530
0.640000, 0.314159, 0.785398
0.640000, 0.314159, 5.811946
0.640000, 0.345575, 5.843362
0.640000, 0.376991, 5.843362
0.640000, 0.376991, 5.874778
0.640000, 0.408407, 5.874778
0.640000, 0.408407, 5.906194
0.640000, 0.439823, 5.937610
0.640000, 0.471239, 5.969026
0.640000, 0.502655, 6.000442
0.640000, 0.534071, 6.031858
0.640000, 0.534071, 6.063274
0.640000, 0.565487, 6.094690
0.640000, 0.596903, 6.126106
0.640000, 0.628319, 6.188938
0.640000, 0.659734, 6.251769
0.640000, 0.659734, 6.283185
0.640000, 0.691150, 0.031416
0.640000, 0.722566, 0.094248
0.640000, 0.753982, 0.188496
0.640000, 0.785398, 0.314159
0.640000, 2.010619, 3.989823
0.640000, 2.261947, 4.241150
0.640000, 3.141593, 6.283185
0.640000, 3.989823, 2.010619
0.640000, 4.241150, 2.261947
0.640000, 5.623451, 0.062832
0.640000, 5.623451, 6.283185
0.640000, 5.654867, 0.125664
0.640000, 5.686283, 0.157080
0.640000, 5.717699, 0.188496
0.640000, 5.717699, 0.219911
0.640000, 5.749115, 0.251327
0.640000, 5.780530, 0.282743
0.640000, 5.811946, 0.314159
0.640000, 5.843362, 0.345575
0.640000, 5.843362, 0.376991
0.640000, 5.874778, 0.376991
0.640000, 5.874778, 0.408407
0.640000, 5.906194, 0.408407
0.640000, 5.937610, 0.439823
0.640000, 5.969026, 0.471239
0.640000, 6.000442, 0.502655
0.640000, 6.031858, 0.534071
0.640000, 6.063274, 0.534071
0.640000, 6.094690, 0.565487
0.640000, 6.126106, 0.596903
0.640000, 6.188938, 0.628319
0.640000, 6.251769, 0.659734
0.640000, 6.283185, 0.659734
0.640000, 6.283185, 3.141593
0.640000, 6.283185, 5.623451
0.641000, 0.062832, 5.623451
0.641000, 0.094248, 0.722566
0.641000, 0.125664, 5.654867
0.641000, 0.157080, 0.753982
0.641000, 0.157080, 5.686283
0.641000, 0.188496, 5.717699
0.641000, 0.219911, 5.717699
0.641000, 0.251327, 5.749115
0.641000, 0.282743, 0.785398
0.641000, 0.282743, 5.780530
0.641000, 0.314159, 0.785398
0.641000, 0.314159, 5.811946
0.641000, 0.345575, 5.811946
0.641000, 0.345575, 5.843362
0.641000, 0.376991, 5.843362
0.641000, 0.376991, 5.874778
0.641000, 0.408407, 5.874778
0.641000, 0.408407, 5.906194
0.641000, 0.439823, 5.906194
0.641000, 0.439823, 5.937610
0.641000, 0.471239, 5.969026
0.641000, 0.502655, 6.000442
0.641000, 0.534071, 6.031858
0.641000, 0.534071, 6.063274
0.641000, 0.565487, 6.094690
0.641000, 0.596903, 6.126106
0.641000, 0.628319, 6.188938
0.641000, 0.659734, 6.283185
0.641000, 0.691150, 6.283185
0.641000, 0.722566, 0.094248
0.641000, 0.753982, 0.157080
0.641000, 0.785398, 0.282743
0.641000, 0.785398, 0.314159
0.641000, 2.010619, 3.989823
0.641000, 2.261947, 4.241150
0.641000, 3.141593, 6.283185
0.641000, 3.989823, 2.010619
0.641000, 4.241150, 2.261947
0.641000, 5.623451, 0.062832
0.641000, 5.623451, 6.283185
0.641000, 5.654867, 0.125664
0.641000, 5.686283, 0.157080
0.641000, 5.717699, 0.188496
0.641000, 5.717699, 0.219911
0.641000, 5.749115, 0.251327
0.641000, 5.780530, 0.282743
0.641000, 5.811946, 0.314159
0.641000, 5.811946, 0.345575
0.641000, 5.843362, 0.345575
0.641000, 5.843362, 0.376991
0.641000, 5.874778, 0.376991
0.641000, 5.874778, 0.408407
0.641000, 5.906194, 0.408407
0.641000, 5.906194, 0.439823
0.641000, 5.937610, 0.439823
0.641000, 5.969026, 0.471239
0.641000, 6.000442, 0.502655
0.641000, 6.031858, 0.534071
0.641000, 6.063274, 0.534071
0.641000, 6.094690, 0.565487
0.641000, 6.126106, 0.596903
0.641000, 6.188938, 0.628319
0.641000, 6.283185, 0.659734
0.641000, 6.283185, 0.691150
0.641000, 6.283185, 3.141593
0.641000, 6.283185, 5.623451
0.642000, 0.031416, 5.592035
0.642000, 0.062832, 0.722566
0.642000, 0.062832, 5.623451
0.642000, 0.094248, 0.722566
0.642000, 0.125664, 5.654867
0.642000, 0.157080, 0.753982
0.642000, 0.157080, 5.686283
0.642000, 0.219911, 5.717699
0.642000, 0.251327, 5.749115
0.642000, 0.282743, 0.785398
0.642000, 0.282743, 5.780530
0.642000, 0.314159, 5.811946
0.642000, 0.345575, 5.811946
0.642000, 0.345575, 5.843362
0.642000, 0.376991, 5.843362
0.642000, 0.376991, 5.874778
0.642000, 0.408407, 5.874778
0.642000, 0.408407, 5.906194
0.642000, 0.439823, 5.906194
0.642000, 0.439823, 5.937610
0.642000, 0.471239, 5.969026
0.642000, 0.502655, 6.000442
0.642000, 0.534071, 6.031858
0.642000, 0.565487, 6.094690
0.642000, 0.596903, 6.126106
0.642000, 0.628319, 6.188938
0.642000, 0.659734, 6.220353
0.642000, 0.659734, 6.283185
0.642000, 0.691150, 6.283185
0.642000, 0.722566, 0.062832
0.642000, 0.722566, 0.094248
0.642000, 0.753982, 0.157080
0.642000, 0.785398, 0.282743
0.642000, 2.010619, 3.989823
0.642000, 2.261947, 4.241150
0.642000, 3.141593, 6.283185
0.642000, 3.989823, 2.010619
0.642000, 4.241150, 2.261947
0.642000, 5.592035, 0.031416
0.642000, 5.623451, 0.062832
0.642000, 5.654867, 0.125664
0.642000, 5.686283, 0.157080
0.642000, 5.717699, 0.219911
0.642000, 5.749115, 0.251327
0.642000, 5.780530, 0.282743
0.642000, 5.811946, 0.314159
0.642000, 5.811946, 0.345575
0.642000, 5.843362, 0.345575
0.642000, 5.843362, 0.376991
0.642000, 5.874778, 0.376991
0.642000, 5.874778, 0.408407
0.642000, 5.906194, 0.408407
0.642000, 5.906194, 0.439823
0.642000, 5.937610, 0.439823
0.642000, 5.969026, 0.471239
0.642000, 6.000442, 0.502655
0.642000, 6.031858, 0.534071
0.642000, 6.094690, 0.565487
0.642000, 6.126106, 0.596903
0.642000, 6.188938, 0.628319
0.642000, 6.220353, 0.659734
0.642000, 6.283185, 0.659734
0.642000, 6.283185, 0.691150
0.642000, 6.283185, 3.141593
0.643000, 0.031416, 5.592035
0.643000, 0.062832, 0.722566
0.643000, 0.125664, 5.654867
0.643000, 0.157080, 0.753982
0.643000, 0.157080, 5.686283
0.643000, 0.219911, 5.717699
0.643000, 0.251327, 5.749115
0.643000, 0.282743, 0.785398
0.643000, 0.282743, 5.780530
0.643000, 0.314159, 5.811946
0.643000, 0.345575, 5.811946
0.643000, 0.345575, 5.843362
0.643000, 0.376991, 5.843362
0.643000, 0.376991, 5.874778
0.643000, 0.408407, 5.874778
0.643000, 0.408407, 5.906194
0.643000, 0.439823, 5.906194
0.643000, 0.439823, 5.937610
0.643000, 0.471239, 5.969026
0.643000, 0.502655, 6.000442
0.643000, 0.534071, 6.031858
0.643000, 0.565487, 6.094690
0.643000, 0.596903, 6.126106
0.643000, 0.659734, 6.220353
0.643000, 0.659734, 6.283185
0.643000, 0.691150, 6.283185
0.643000, 0.722566, 0.062832
0.643000, 0.753982, 0.157080
0.643000, 0.785398, 0.282743
0.643000, 2.010619, 3.989823
0.643000, 2.261947, 4.241150
0.643000, 3.141593, 6.283185
0.643000, 3.989823, 2.010619
0.643000, 4.241150, 2.261947
0.643000, 5.592035, 0.031416
0.643000, 5.654867, 0.125664
0.643000, 5.686283, 0.157080
0.643000, 5.717699, 0.219911
0.643000, 5.749115, 0.251327
0.643000, 5.780530, 0.282743
0.643000, 5.811946, 0.314159
0.643000, 5.811946, 0.345575
0.643000, 5.843362, 0.345575
0.643000, 5.843362, 0.376991
0.643000, 5.874778, 0.376991
0.643000, 5.874778, 0.408407
0.643000, 5.906194, 0.408407
0.643000, 5.906194, 0.439823
0.643000, 5.937610, 0.439823
0.643000, 5.969026, 0.471239
0.643000, 6.000442, 0.502655
0.643000, 6.031858, 0.534071
0.643000, 6.094690, 0.565487
0.643000, 6.126106, 0.596903
0.643000, 6.220353, 0.659734
0.643000, 6.283185, 0.659734
0.643000, 6.283185, 0.691150
0.643000, 6.283185, 3.141593
0.644000, 0.031416, 5.592035
0.644000, 0.062832, 0.722566
0.644000, 0.094248, 5.623451
0.644000, 0.125664, 5.654867
0.644000, 0.157080, 0.753982
0.644000, 0.157080, 5.686283
0.644000, 0.188496, 5.686283
0.644000, 0.219911, 5.717699
0.644000, 0.251327, 0.785398
0.644000, 0.251327, 5.749115
0.644000, 0.282743, 5.780530
0.644000, 0.314159, 5.780530
0.644000, 0.314159, 5.811946
0.644000, 0.345575, 5.811946
0.644000, 0.345575, 5.843362
0.644000, 0.376991, 5.843362
0.644000, 0.376991, 5.874778
0.644000, 0.408407, 5.874778
0.644000, 0.408407, 5.906194
0.644000, 0.439823, 5.906194
0.644000, 0.439823, 5.937610
0.644000, 0.471239, 5.937610
0.644000, 0.471239, 5.969026
0.644000, 0.502655, 6.000442
0.644000, 0.534071, 6.031858
0.644000, 0.565487, 6.063274
0.644000, 0.565487, 6.094690
0.644000, 0.596903, 6.126106
0.644000, 0.628319, 6.157522
0.644000, 0.659734, 6.220353
0.644000, 0.659734, 6.283185
0.644000, 0.691150, 6.283185
0.644000, 0.722566, 0.062832
0.644000, 0.753982, 0.157080
0.644000, 0.785398, 0.251327
0.644000, 2.010619, 3.989823
0.644000, 2.261947, 4.241150
0.644000, 3.141593, 6.283185
0.644000, 3.989823, 2.010619
0.644000, 4.241150, 2.261947
0.644000, 5.592035, 0.031416
0.644000, 5.623451, 0.094248
0.644000, 5.654867, 0.125664
0.644000, 5.686283, 0.157080
0.644000, 5.686283, 0.188496
0.644000, 5.717699, 0.219911
0.644000, 5.749115, 0.251327
0.644000, 5.780530, 0.282743
0.644000, 5.780530, 0.314159
0.644000, 5.811946, 0.314159
0.644000, 5.811946, 0.345575
0.644000, 5.843362, 0.345575
0.644000, 5.843362, 0.376991
0.644000, 5.874778, 0.376991
0.644000, 5.874778, 0.408407
0.644000, 5.906194, 0.408407
0.644000, 5.906194, 0.439823
0.644000, 5.937610, 0.439823
0.644000, 5.937610, 0.471239
0.644000, 5.969026, 0.471239
0.644000, 6.000442, 0.502655
0.644000, 6.031858, 0.534071
0.644000, 6.063274, 0.565487
0.644000, 6.094690, 0.565487
0.644000, 6.126106, 0.596903
0.644000, 6.157522, 0.628319
0.644000, 6.220353, 0.659734
0.644000, 6.283185, 0.659734
0.644000, 6.283185, 0.691150
0.644000, 6.283185, 3.141593
0.645000, 0.031416, 5.592035
0.645000, 0.062832, 0.722566
0.645000, 0.094248, 5.623451
0.645000, 0.125664, 5.654867
0.645000, 0.157080, 0.753982
0.645000, 0.188496, 5.686283
0.645000, 0.219911, 5.717699
0.645000, 0.251327, 0.785398
0.645000, 0.251327, 5.749115
0.645000, 0.282743, 5.780530
0.645000, 0.314159, 5.780530
0.645000, 0.314159, 5.811946
0.645000, 0.345575, 5.811946
0.645000, 0.345575, 5.843362
0.645000, 0.376991, 5.843362
0.645000, 0.376991, 5.874778
0.645000, 0.408407, 5.874778
0.645000, 0.408407, 5.906194
0.645000, 0.439823, 5.906194
0.645000, 0.439823, 5.937610
0.645000, 0.471239, 5.937610
0.645000, 0.471239, 5.969026
0.645000, 0.502655, 6.000442
0.645000, 0.534071, 6.031858
0.645000, 0.565487, 6.063274
0.645000, 0.596903, 6.126106
0.645000, 0.628319, 6.157522
0.645000, 0.659734, 6.220353
0.645000, 0.659734, 6.283185
0.645000, 0.691150, 6.283185
0.645000, 0.722566, 0.062832
0.645000, 0.753982, 0.157080
0.645000, 0.785398, 0.251327
0.645000, 2.010619, 3.989823
0.645000, 2.261947, 4.241150
0.645000, 3.141593, 6.283185
0.645000, 3.989823, 2.010619
0.645000, 4.241150, 2.261947
0.645000, 5.592035, 0.031416
0.645000, 5.623451, 0.094248
0.645000, 5.654867, 0.125664
0.645000, 5.686283, 0.188496
0.645000, 5.717699, 0.219911
0.645000, 5.749115, 0.251327
0.645000, 5.780530, 0.282743
0.645000, 5.780530, 0.314159
0.645000, 5.811946, 0.314159
0.645000, 5.811946, 0.345575
0.645000, 5.843362, 0.345575
0.645000, 5.843362, 0.376991
0.645000, 5.874778, 0.376991
0.645000, 5.874778, 0.408407
0.645000, 5.906194, 0.408407
0.645000, 5.906194, 0.439823
0.645000, 5.937610, 0.439823
0.645000, 5.937610, 0.471239
0.645000, 5.969026, 0.471239
0.645000, 6.000442, 0.502655
0.645000, 6.031858, 0.534071
0.645000, 6.063274, 0.565487
0.645000, 6.126106, 0.596903
0.645000, 6.157522, 0.628319
0.645000, 6.220353, 0.659734
0.645000, 6.283185, 0.659734
0.645000, 6.283185, 0.691150
0.645000, 6.283185, 3.141593
0.646000, 0.031416, 5.592035
0.646000, 0.062832, 0.722566
0.646000, 0.094248, 5.623451
0.646000, 0.125664, 0.753982
0.646000, 0.125664, 5.654867
0.646000, 0.157080, 0.753982
0.646000, 0.188496, 5.686283
0.646000, 0.219911, 5.717699
0.646000, 0.251327, 0.785398
0.646000, 0.251327, 5.749115
0.646000, 0.282743, 5.780530
0.646000, 0.314159, 5.780530
0.646000, 0.314159, 5.811946
0.646000, 0.345575, 5.811946
0.646000, 0.345575, 5.843362
0.646000, 0.376991, 5.843362
0.646000, 0.376991, 5.874778
0.646000, 0.408407, 5.874778
0.646000, 0.408407, 5.906194
0.646000, 0.439823, 5.906194
0.646000, 0.439823, 5.937610
0.646000, 0.471239, 5.937610
0.646000, 0.471239, 5.969026
0.646000, 0.502655, 6.000442
0.646000, 0.534071, 6.031858
0.646000, 0.565487, 6.063274
0.646000, 0.596903, 6.126106
0.646000, 0.628319, 6.157522
0.646000, 0.659734, 6.220353
0.646000, 0.659734, 6.283185
0.646000, 0.691150, 6.283185
0.646000, 0.722566, 0.062832
0.646000, 0.753982, 0.125664
0.646000, 0.753982, 0.157080
0.646000, 0.785398, 0.251327
0.646000, 2.010619, 3.989823
0.646000, 2.261947, 4.241150
0.646000, 3.141593, 6.283185
0.646000, 3.989823, 2.010619
0.646000, 4.241150, 2.261947
0.646000, 5.592035, 0.031416
0.646000, 5.623451, 0.094248
0.646000, 5.654867, 0.125664
0.646000, 5.686283, 0.188496
0.646000, 5.717699, 0.219911
0.646000, 5.749115, 0.251327
0.646000, 5.780530, 0.282743
0.646000, 5.780530, 0.314159
0.646000, 5.811946, 0.314159
0.646000, 5.811946, 0.345575
0.646000, 5.843362, 0.345575
0.646000, 5.843362, 0.376991
0.646000, 5.874778, 0.376991
0.646000, 5.874778, 0.408407
0.646000, 5.906194, 0.408407
0.646000, 5.906194, 0.439823
0.646000, 5.937610, 0.439823
0.646000, 5.937610, 0.471239
0.646000, 5.969026, 0.471239
0.646000, 6.000442, 0.502655
0.646000, 6.031858, 0.534071
0.646000, 6.063274, 0.565487
0.646000, 6.126106, 0.596903
0.646000, 6.157522, 0.628319
0.646000, 6.220353, 0.659734
0.646000, 6.283185, 0.659734
0.646000, 6.283185, 0.691150
0.646000, 6.283185, 3.141593
0.647000, 0.031416, 5.592035
0.647000, 0.062832, 0.722566
0.647000, 0.094248, 5.623451
0.647000, 0.125664, 0.753982
0.647000, 0.125664, 5.654867
0.647000, 0.188496, 5.686283
0.647000, 0.219911, 0.785398
0.647000, 0.219911, 5.717699
0.647000, 0.251327, 0.785398
0.647000, 0.251327, 5.749115
0.647000, 0.282743, 5.749115
0.647000, 0.282743, 5.780530
0.647000, 0.314159, 5.780530
0.647000, 0.314159, 5.811946
0.647000, 0.345575, 5.811946
0.647000, 0.345575, 5.843362
0.647000, 0.376991, 5.843362
0.647000, 0.376991, 5.874778
0.647000, 0.408407, 5.874778
0.647000, 0.408407, 5.906194
0.647000, 0.439823, 5.906194
0.647000, 0.439823, 5.937610
0.647000, 0.471239, 5.937610
0.647000, 0.471239, 5.969026
0.647000, 0.502655, 5.969026
0.647000, 0.502655, 6.000442
0.647000, 0.534071, 6.031858
0.647000, 0.565487, 6.063274
0.647000, 0.596903, 6.126106
0.647000, 0.628319, 6.157522
0.647000, 0.659734, 6.220353
0.647000, 0.659734, 6.283185
0.647000, 0.691150, 6.283185
0.647000, 0.722566, 0.062832
0.647000, 0.753982, 0.125664
0.647000, 0.785398, 0.219911
0.647000, 0.785398, 0.251327
0.647000, 2.010619, 3.989823
0.647000, 2.261947, 4.241150
0.647000, 3.141593, 6.283185
0.647000, 3.989823, 2.010619
0.647000, 4.241150, 2.261947
0.647000, 5.592035, 0.031416
0.647000, 5.623451, 0.094248
0.647000, 5.654867, 0.125664
0.647000, 5.686283, 0.188496
0.647000, 5.717699, 0.219911
0.647000, 5.749115, 0.251327
0.647000, 5.749115, 0.282743
0.647000, 5.780530, 0.282743
0.647000, 5.780530, 0.314159
0.647000, 5.811946, 0.314159
0.647000, 5.811946, 0.345575
0.647000, 5.843362, 0.345575
0.647000, 5.843362, 0.376991
0.647000, 5.874778, 0.376991
0.647000, 5.874778, 0.408407
