phi_12, phi_13
0.386416, 2.770885
0.386416, 3.898716
0.389557, 2.770885
0.389557, 2.774026
0.389557, 3.898716
0.392699, 2.774026
0.392699, 3.898716
0.392699, 3.901858
0.395841, 2.774026
0.395841, 2.777168
0.395841, 3.901858
0.398982, 2.777168
0.398982, 2.780309
0.398982, 3.901858
0.402124, 2.780309
0.402124, 3.901858
0.402124, 3.905000
0.405265, 2.780309
0.405265, 2.783451
0.405265, 3.905000
0.408407, 2.783451
0.408407, 2.786593
0.408407, 3.905000
0.411549, 2.786593
0.411549, 3.905000
0.411549, 3.908141
0.414690, 2.786593
0.414690, 2.789734
0.414690, 3.908141
0.417832, 2.789734
0.417832, 2.792876
0.417832, 3.908141
0.420973, 2.792876
0.420973, 2.796017
0.420973, 3.908141
0.424115, 2.796017
0.424115, 3.908141
0.424115, 3.911283
0.427257, 2.796017
0.427257, 2.799159
0.427257, 3.911283
0.430398, 2.799159
0.430398, 2.802301
0.430398, 3.911283
0.433540, 2.802301
0.433540, 2.805442
0.433540, 3.911283
0.436681, 2.805442
0.436681, 3.911283
0.436681, 3.914424
0.439823, 2.805442
0.439823, 2.808584
0.439823, 3.914424
0.442965, 2.808584
0.442965, 2.811725
0.442965, 3.914424
0.446106, 2.811725
0.446106, 3.914424
0.446106, 3.917566
0.449248, 2.811725
0.449248, 2.814867
0.449248, 3.917566
0.452389, 2.814867
0.452389, 2.818009
0.452389, 3.917566
0.455531, 2.818009
0.455531, 2.821150
0.455531, 3.917566
0.458673, 2.821150
0.458673, 3.917566
0.458673, 3.920708
0.461814, 2.821150
0.461814, 2.824292
0.461814, 3.920708
0.464956, 2.824292
0.464956, 2.827433
0.464956, 3.920708
0.468097, 2.827433
0.468097, 2.830575
0.468097, 3.920708
0.471239, 2.830575
0.471239, 3.920708
0.471239, 3.923849
0.474380, 2.830575
0.474380, 2.833717
0.474380, 3.923849
0.477522, 2.833717
0.477522, 2.836858
0.477522, 3.923849
0.480664, 2.836858
0.480664, 2.840000
0.480664, 3.923849
0.483805, 2.840000
0.483805, 3.923849
0.483805, 3.926991
0.486947, 2.840000
0.486947, 2.843141
0.486947, 3.926991
0.490088, 2.843141
0.490088, 2.846283
0.490088, 3.926991
0.493230, 2.846283
0.493230, 2.849425
0.493230, 3.926991
0.496372, 2.849425
0.496372, 3.926991
0.496372, 3.930132
0.499513, 2.849425
0.499513, 2.852566
0.499513, 3.930132
0.502655, 2.852566
0.502655, 2.855708
0.502655, 3.930132
0.505796, 2.855708
0.505796, 2.858849
0.505796, 3.930132
0.508938, 2.858849
0.508938, 3.930132
0.508938, 3.933274
0.512080, 2.858849
0.512080, 2.861991
0.512080, 3.933274
0.515221, 2.861991
0.515221, 2.865133
0.515221, 3.933274
0.518363, 2.865133
0.518363, 2.868274
0.518363, 3.933274
0.521504, 2.868274
0.521504, 2.871416
0.521504, 3.933274
0.524646, 2.871416
0.524646, 3.933274
0.524646, 3.936416
0.527788, 2.871416
0.527788, 2.874557
0.527788, 3.936416
0.530929, 2.874557
0.530929, 2.877699
0.530929, 3.936416
0.534071, 2.877699
0.534071, 2.880840
0.534071, 3.936416
0.537212, 2.880840
0.537212, 3.936416
0.537212, 3.939557
0.540354, 2.880840
0.540354, 2.883982
0.540354, 3.939557
0.543496, 2.883982
0.543496, 2.887124
0.543496, 3.939557
0.546637, 2.887124
0.546637, 2.890265
0.546637, 3.939557
0.549779, 2.890265
0.549779, 2.893407
0.549779, 3.939557
0.552920, 2.893407
0.552920, 3.939557
0.552920, 3.942699
0.556062, 2.893407
0.556062, 2.896548
0.556062, 3.942699
0.559203, 2.896548
0.559203, 2.899690
0.559203, 3.942699
0.562345, 2.899690
0.562345, 2.902832
0.562345, 3.942699
0.565487, 2.902832
0.565487, 2.905973
0.565487, 3.942699
0.568628, 2.905973
0.568628, 3.942699
0.568628, 3.945840
0.571770, 2.905973
0.571770, 2.909115
0.571770, 3.945840
0.574911, 2.909115
0.574911, 2.912256
0.574911, 3.945840
0.578053, 2.912256
0.578053, 2.915398
0.578053, 3.945840
0.581195, 2.915398
0.581195, 2.918540
0.581195, 3.945840
0.584336, 2.918540
0.584336, 3.945840
0.584336, 3.948982
0.587478, 2.918540
0.587478, 2.921681
0.587478, 3.948982
0.590619, 2.921681
0.590619, 2.924823
0.590619, 3.948982
0.593761, 2.924823
0.593761, 2.927964
0.593761, 3.948982
0.596903, 2.927964
0.596903, 2.931106
0.596903, 3.948982
0.600044, 2.931106
0.600044, 3.948982
0.600044, 3.952124
0.603186, 2.931106
0.603186, 2.934248
0.603186, 3.952124
0.606327, 2.934248
0.606327, 2.937389
0.606327, 3.952124
0.609469, 2.937389
0.609469, 2.940531
0.609469, 3.952124
0.612611, 2.940531
0.612611, 2.943672
0.612611, 3.952124
0.615752, 2.943672
0.615752, 3.952124
0.615752, 3.955265
0.618894, 2.943672
0.618894, 2.946814
0.618894, 3.955265
0.622035, 2.946814
0.622035, 2.949956
0.622035, 3.955265
0.625177, 2.949956
0.625177, 2.953097
0.625177, 3.955265
0.628319, 2.953097
0.628319, 2.956239
0.628319, 3.955265
0.631460, 2.956239
0.631460, 2.959380
0.631460, 3.955265
0.634602, 2.959380
0.634602, 3.955265
0.634602, 3.958407
0.637743, 2.959380
0.637743, 2.962522
0.637743, 3.958407
0.640885, 2.962522
0.640885, 2.965663
0.640885, 3.958407
0.644026, 2.965663
0.644026, 2.968805
0.644026, 3.958407
0.647168, 2.968805
0.647168, 2.971947
0.647168, 3.958407
0.650310, 2.971947
0.650310, 2.975088
0.650310, 3.958407
0.653451, 2.975088
0.653451, 3.958407
0.653451, 3.961548
0.656593, 2.975088
0.656593, 2.978230
0.656593, 3.961548
0.659734, 2.978230
0.659734, 2.981371
0.659734, 3.961548
0.662876, 2.981371
0.662876, 2.984513
0.662876, 3.961548
0.666018, 2.984513
0.666018, 2.987655
0.666018, 3.961548
0.669159, 2.987655
0.669159, 2.990796
0.669159, 3.961548
0.672301, 2.990796
0.672301, 3.961548
0.672301, 3.964690
0.675442, 2.990796
0.675442, 2.993938
0.675442, 3.964690
0.678584, 2.993938
0.678584, 2.997079
0.678584, 3.964690
0.681726, 2.997079
0.681726, 3.000221
0.681726, 3.964690
0.684867, 3.000221
0.684867, 3.003363
0.684867, 3.964690
0.688009, 3.003363
0.688009, 3.006504
0.688009, 3.964690
0.691150, 3.006504
0.691150, 3.009646
0.691150, 3.964690
0.694292, 3.009646
0.694292, 3.964690
0.694292, 3.967832
0.697434, 3.009646
0.697434, 3.012787
0.697434, 3.967832
0.700575, 3.012787
0.700575, 3.015929
0.700575, 3.967832
0.703717, 3.015929
0.703717, 3.019071
0.703717, 3.967832
0.706858, 3.019071
0.706858, 3.022212
0.706858, 3.967832
0.710000, 3.022212
0.710000, 3.025354
0.710000, 3.967832
0.713142, 3.025354
0.713142, 3.028495
0.713142, 3.967832
0.716283, 3.028495
0.716283, 3.967832
0.716283, 3.970973
0.719425, 3.028495
0.719425, 3.031637
0.719425, 3.970973
0.722566, 3.031637
0.722566, 3.034779
0.722566, 3.970973
0.725708, 3.034779
0.725708, 3.037920
0.725708, 3.970973
0.728849, 3.037920
0.728849, 3.041062
0.728849, 3.970973
0.731991, 3.041062
0.731991, 3.044203
0.731991, 3.970973
0.735133, 3.044203
0.735133, 3.047345
0.735133, 3.970973
0.738274, 3.047345
0.738274, 3.050486
0.738274, 3.970973
0.741416, 3.050486
0.741416, 3.053628
0.741416, 3.970973
0.744557, 3.053628
0.744557, 3.970973
0.744557, 3.974115
0.747699, 3.053628
0.747699, 3.056770
0.747699, 3.974115
0.750841, 3.056770
0.750841, 3.059911
0.750841, 3.974115
0.753982, 3.059911
0.753982, 3.063053
0.753982, 3.974115
0.757124, 3.063053
0.757124, 3.066194
0.757124, 3.974115
0.760265, 3.066194
0.760265, 3.069336
0.760265, 3.974115
0.763407, 3.069336
0.763407, 3.072478
0.763407, 3.974115
0.766549, 3.072478
0.766549, 3.075619
0.766549, 3.974115
0.769690, 3.075619
0.769690, 3.078761
0.769690, 3.974115
0.772832, 3.078761
0.772832, 3.974115
0.772832, 3.977256
0.775973, 3.078761
0.775973, 3.081902
0.775973, 3.977256
0.779115, 3.081902
0.779115, 3.085044
0.779115, 3.977256
0.782257, 3.085044
0.782257, 3.088186
0.782257, 3.977256
0.785398, 3.088186
0.785398, 3.091327
0.785398, 3.977256
0.788540, 3.091327
0.788540, 3.094469
0.788540, 3.977256
0.791681, 3.094469
0.791681, 3.097610
0.791681, 3.977256
0.794823, 3.097610
0.794823, 3.100752
0.794823, 3.977256
0.797965, 3.100752
0.797965, 3.103894
0.797965, 3.977256
0.801106, 3.103894
0.801106, 3.107035
0.801106, 3.977256
0.804248, 3.107035
0.804248, 3.110177
0.804248, 3.977256
0.807389, 3.110177
0.807389, 3.977256
0.807389, 3.980398
0.810531, 3.110177
0.810531, 3.113318
0.810531, 3.980398
0.813672, 3.113318
0.813672, 3.116460
0.813672, 3.980398
0.816814, 3.116460
0.816814, 3.119602
0.816814, 3.980398
0.819956, 3.119602
0.819956, 3.122743
0.819956, 3.980398
0.823097, 3.122743
0.823097, 3.125885
0.823097, 3.980398
0.826239, 3.125885
0.826239, 3.129026
0.826239, 3.980398
0.829380, 3.129026
0.829380, 3.132168
0.829380, 3.980398
0.832522, 3.132168
0.832522, 3.135309
0.832522, 3.980398
0.835664, 3.135309
0.835664, 3.138451
0.835664, 3.980398
0.838805, 3.138451
0.838805, 3.141593
0.838805, 3.980398
0.841947, 3.141593
0.841947, 3.144734
0.841947, 3.980398
0.845088, 3.144734
0.845088, 3.147876
0.845088, 3.980398
0.848230, 3.147876
0.848230, 3.151017
0.848230, 3.980398
0.851372, 3.151017
0.851372, 3.154159
0.851372, 3.980398
0.854513, 3.154159
0.854513, 3.980398
0.854513, 3.983539
0.857655, 3.154159
0.857655, 3.157301
0.857655, 3.983539
0.860796, 3.157301
0.860796, 3.160442
0.860796, 3.983539
0.863938, 3.160442
0.863938, 3.163584
0.863938, 3.983539
0.867080, 3.163584
0.867080, 3.166725
0.867080, 3.983539
0.870221, 3.166725
0.870221, 3.169867
0.870221, 3.983539
0.873363, 3.169867
0.873363, 3.173009
0.873363, 3.983539
0.876504, 3.173009
0.876504, 3.176150
0.876504, 3.983539
0.879646, 3.176150
0.879646, 3.179292
0.879646, 3.983539
0.882788, 3.179292
0.882788, 3.182433
0.882788, 3.983539
0.885929, 3.182433
0.885929, 3.185575
0.885929, 3.983539
0.889071, 3.185575
0.889071, 3.188717
0.889071, 3.983539
0.892212, 3.188717
0.892212, 3.191858
0.892212, 3.983539
0.895354, 3.191858
0.895354, 3.195000
0.895354, 3.983539
0.898495, 3.195000
0.898495, 3.198141
0.898495, 3.983539
0.901637, 3.198141
0.901637, 3.201283
0.901637, 3.983539
0.904779, 3.201283
0.904779, 3.204425
0.904779, 3.983539
0.907920, 3.204425
0.907920, 3.207566
0.907920, 3.983539
0.911062, 3.207566
0.911062, 3.210708
0.911062, 3.983539
0.914203, 3.210708
0.914203, 3.213849
0.914203, 3.983539
0.917345, 3.213849
0.917345, 3.216991
0.917345, 3.983539
0.920487, 3.216991
0.920487, 3.220132
0.920487, 3.983539
0.923628, 3.220132
0.923628, 3.223274
0.923628, 3.983539
0.926770, 3.223274
0.926770, 3.226416
0.926770, 3.983539
0.929911, 3.226416
0.929911, 3.229557
0.929911, 3.983539
0.933053, 3.229557
0.933053, 3.232699
0.933053, 3.983539
0.936195, 3.232699
0.936195, 3.235840
0.936195, 3.983539
0.939336, 3.235840
0.939336, 3.238982
0.939336, 3.983539
0.942478, 3.238982
0.942478, 3.242124
0.942478, 3.983539
0.945619, 3.242124
0.945619, 3.245265
0.945619, 3.983539
0.948761, 3.245265
0.948761, 3.248407
0.948761, 3.983539
0.951903, 3.248407
0.951903, 3.251548
0.951903, 3.983539
0.955044, 3.251548
0.955044, 3.254690
0.955044, 3.983539
0.958186, 3.254690
0.958186, 3.257832
0.958186, 3.983539
0.961327, 3.257832
0.961327, 3.260973
0.961327, 3.983539
0.964469, 3.260973
0.964469, 3.264115
0.964469, 3.983539
0.967611, 3.264115
0.967611, 3.267256
0.967611, 3.983539
0.970752, 3.267256
0.970752, 3.270398
0.970752, 3.983539
0.973894, 3.270398
0.973894, 3.273540
0.973894, 3.983539
0.977035, 3.273540
0.977035, 3.276681
0.977035, 3.983539
0.980177, 3.276681
0.980177, 3.279823
0.980177, 3.983539
0.983319, 3.279823
0.983319, 3.282964
0.983319, 3.983539
0.986460, 3.282964
0.986460, 3.286106
0.986460, 3.983539
0.989602, 3.286106
0.989602, 3.289248
0.989602, 3.983539
0.992743, 3.289248
0.992743, 3.292389
0.992743, 3.983539
0.995885, 3.292389
0.995885, 3.295531
0.995885, 3.983539
0.999026, 3.295531
0.999026, 3.298672
0.999026, 3.983539
1.002168, 3.298672
1.002168, 3.301814
1.002168, 3.983539
1.005310, 3.301814
1.005310, 3.304955
1.005310, 3.983539
1.008451, 3.304955
1.008451, 3.308097
1.008451, 3.983539
1.011593, 3.308097
1.011593, 3.311239
1.011593, 3.983539
1.014734, 3.311239
1.014734, 3.314380
1.014734, 3.983539
1.017876, 3.314380
1.017876, 3.317522
1.017876, 3.983539
1.021018, 3.317522
1.021018, 3.320663
1.021018, 3.983539
1.024159, 3.320663
1.024159, 3.323805
1.024159, 3.983539
1.027301, 3.323805
1.027301, 3.326947
1.027301, 3.330088
1.027301, 3.983539
1.030442, 3.330088
1.030442, 3.333230
1.030442, 3.980398
1.033584, 3.333230
1.033584, 3.336371
1.033584, 3.980398
1.036726, 3.336371
1.036726, 3.339513
1.036726, 3.980398
1.039867, 3.339513
1.039867, 3.342655
1.039867, 3.980398
1.043009, 3.342655
1.043009, 3.345796
1.043009, 3.980398
1.046150, 3.345796
1.046150, 3.348938
1.046150, 3.980398
1.049292, 3.348938
1.049292, 3.352079
1.049292, 3.980398
1.052434, 3.352079
1.052434, 3.355221
1.052434, 3.980398
1.055575, 3.355221
1.055575, 3.358363
1.055575, 3.980398
1.058717, 3.358363
1.058717, 3.361504
1.058717, 3.980398
1.061858, 3.361504
1.061858, 3.364646
1.061858, 3.980398
1.065000, 3.364646
1.065000, 3.367787
1.065000, 3.370929
1.065000, 3.980398
1.068142, 3.370929
1.068142, 3.374071
1.068142, 3.977256
1.071283, 3.374071
1.071283, 3.377212
1.071283, 3.977256
1.074425, 3.377212
1.074425, 3.380354
1.074425, 3.977256
1.077566, 3.380354
1.077566, 3.383495
1.077566, 3.977256
1.080708, 3.383495
1.080708, 3.386637
1.080708, 3.977256
1.083849, 3.386637
1.083849, 3.389778
1.083849, 3.977256
1.086991, 3.389778
1.086991, 3.392920
1.086991, 3.977256
1.090133, 3.392920
1.090133, 3.396062
1.090133, 3.977256
1.093274, 3.396062
1.093274, 3.399203
1.093274, 3.977256
1.096416, 3.399203
1.096416, 3.402345
1.096416, 3.405486
1.096416, 3.977256
1.099557, 3.405486
1.099557, 3.408628
1.099557, 3.974115
1.102699, 3.408628
1.102699, 3.411770
1.102699, 3.974115
1.105841, 3.411770
1.105841, 3.414911
1.105841, 3.974115
1.108982, 3.414911
1.108982, 3.418053
1.108982, 3.974115
1.112124, 3.418053
1.112124, 3.421194
1.112124, 3.974115
1.115265, 3.421194
1.115265, 3.424336
1.115265, 3.974115
1.118407, 3.424336
1.118407, 3.427478
1.118407, 3.430619
1.118407, 3.974115
1.121549, 3.430619
1.121549, 3.433761
1.121549, 3.970973
1.124690, 3.433761
1.124690, 3.436902
1.124690, 3.970973
1.127832, 3.436902
1.127832, 3.440044
1.127832, 3.970973
1.130973, 3.440044
1.130973, 3.443186
1.130973, 3.970973
1.134115, 3.443186
1.134115, 3.446327
1.134115, 3.970973
1.137257, 3.446327
1.137257, 3.449469
1.137257, 3.452610
1.137257, 3.970973
1.140398, 3.452610
1.140398, 3.455752
1.140398, 3.967832
1.143540, 3.455752
1.143540, 3.458894
1.143540, 3.967832
1.146681, 3.458894
1.146681, 3.462035
1.146681, 3.967832
1.149823, 3.462035
1.149823, 3.465177
1.149823, 3.967832
1.152965, 3.465177
1.152965, 3.468318
1.152965, 3.471460
1.152965, 3.967832
1.156106, 3.471460
1.156106, 3.474601
1.156106, 3.964690
1.159248, 3.474601
1.159248, 3.477743
1.159248, 3.964690
1.162389, 3.477743
1.162389, 3.480885
1.162389, 3.964690
1.165531, 3.480885
1.165531, 3.484026
1.165531, 3.964690
1.168672, 3.484026
1.168672, 3.487168
1.168672, 3.490309
1.168672, 3.964690
1.171814, 3.490309
1.171814, 3.493451
1.171814, 3.961548
1.174956, 3.493451
1.174956, 3.496593
1.174956, 3.961548
1.178097, 3.496593
1.178097, 3.499734
1.178097, 3.961548
1.181239, 3.499734
1.181239, 3.502876
1.181239, 3.506017
1.181239, 3.961548
1.184380, 3.506017
1.184380, 3.509159
1.184380, 3.958407
1.187522, 3.509159
1.187522, 3.512301
1.187522, 3.958407
1.190664, 3.512301
1.190664, 3.515442
1.190664, 3.958407
1.193805, 3.515442
1.193805, 3.518584
1.193805, 3.521725
1.193805, 3.958407
1.196947, 3.521725
1.196947, 3.524867
1.196947, 3.955265
1.200088, 3.524867
1.200088, 3.528009
1.200088, 3.955265
1.203230, 3.528009
1.203230, 3.531150
1.203230, 3.955265
1.206372, 3.531150
1.206372, 3.534292
1.206372, 3.537433
1.206372, 3.955265
1.209513, 3.537433
1.209513, 3.540575
1.209513, 3.952124
1.212655, 3.540575
1.212655, 3.543717
1.212655, 3.952124
1.215796, 3.543717
1.215796, 3.546858
1.215796, 3.550000
1.215796, 3.952124
1.218938, 3.550000
1.218938, 3.553141
1.218938, 3.948982
1.222080, 3.553141
1.222080, 3.556283
1.222080, 3.948982
1.225221, 3.556283
1.225221, 3.559424
1.225221, 3.562566
1.225221, 3.948982
1.228363, 3.562566
1.228363, 3.565708
1.228363, 3.945840
1.231504, 3.565708
1.231504, 3.568849
1.231504, 3.945840
1.234646, 3.568849
1.234646, 3.571991
1.234646, 3.575132
1.234646, 3.945840
1.237788, 3.575132
1.237788, 3.578274
1.237788, 3.942699
1.240929, 3.578274
1.240929, 3.581416
1.240929, 3.942699
1.244071, 3.581416
1.244071, 3.584557
1.244071, 3.587699
1.244071, 3.942699
1.247212, 3.587699
1.247212, 3.590840
1.247212, 3.939557
1.250354, 3.590840
1.250354, 3.593982
1.250354, 3.597124
1.250354, 3.939557
1.253495, 3.597124
1.253495, 3.600265
1.253495, 3.936416
1.256637, 3.600265
1.256637, 3.603407
1.256637, 3.606548
1.256637, 3.936416
1.259779, 3.606548
1.259779, 3.609690
1.259779, 3.933274
1.262920, 3.609690
1.262920, 3.612832
1.262920, 3.615973
1.262920, 3.933274
1.266062, 3.615973
1.266062, 3.619115
1.266062, 3.930132
1.269203, 3.619115
1.269203, 3.622256
1.269203, 3.625398
1.269203, 3.930132
1.272345, 3.625398
1.272345, 3.628540
1.272345, 3.926991
1.275487, 3.628540
1.275487, 3.631681
1.275487, 3.634823
1.275487, 3.926991
1.278628, 3.634823
1.278628, 3.637964
1.278628, 3.923849
1.281770, 3.637964
1.281770, 3.641106
1.281770, 3.644247
1.281770, 3.923849
1.284911, 3.644247
1.284911, 3.647389
1.284911, 3.650531
1.284911, 3.920708
1.288053, 3.650531
1.288053, 3.653672
1.288053, 3.917566
1.291195, 3.653672
1.291195, 3.656814
1.291195, 3.659955
1.291195, 3.917566
1.294336, 3.659955
1.294336, 3.663097
1.294336, 3.666239
1.294336, 3.914424
1.297478, 3.666239
1.297478, 3.669380
1.297478, 3.911283
1.300619, 3.669380
1.300619, 3.672522
1.300619, 3.675663
1.300619, 3.911283
1.303761, 3.675663
1.303761, 3.678805
1.303761, 3.681947
1.303761, 3.908141
1.306903, 3.681947
1.306903, 3.685088
1.306903, 3.688230
1.306903, 3.905000
1.310044, 3.688230
1.310044, 3.691371
1.310044, 3.694513
1.310044, 3.901858
1.313186, 3.694513
1.313186, 3.697655
1.313186, 3.700796
1.313186, 3.898716
1.316327, 3.700796
1.316327, 3.703938
1.316327, 3.707079
1.316327, 3.895575
1.319469, 3.707079
1.319469, 3.710221
1.319469, 3.713363
1.319469, 3.892433
1.322611, 3.713363
1.322611, 3.716504
1.322611, 3.719646
1.322611, 3.889292
1.325752, 3.719646
1.325752, 3.722787
1.325752, 3.725929
1.325752, 3.886150
1.328894, 3.725929
1.328894, 3.729070
1.328894, 3.732212
1.328894, 3.735354
1.328894, 3.879867
1.328894, 3.883009
1.332035, 3.735354
1.332035, 3.738495
1.332035, 3.741637
1.332035, 3.876725
1.335177, 3.741637
1.335177, 3.744778
1.335177, 3.747920
1.335177, 3.751062
1.335177, 3.870442
1.335177, 3.873584
1.338318, 3.751062
1.338318, 3.754203
1.338318, 3.757345
1.338318, 3.760486
1.338318, 3.763628
1.338318, 3.861017
1.338318, 3.864159
1.338318, 3.867301
1.341460, 3.763628
1.341460, 3.766770
1.341460, 3.769911
1.341460, 3.773053
1.341460, 3.854734
1.341460, 3.857876
1.344602, 3.773053
1.344602, 3.776194
1.344602, 3.779336
1.344602, 3.782478
1.344602, 3.785619
1.344602, 3.788761
1.344602, 3.842168
1.344602, 3.845309
1.344602, 3.848451
1.344602, 3.851593
1.347743, 3.788761
1.347743, 3.791902
1.347743, 3.795044
1.347743, 3.798186
1.347743, 3.801327
1.347743, 3.804469
1.347743, 3.807610
1.347743, 3.810752
1.347743, 3.813893
1.347743, 3.817035
1.347743, 3.820177
1.347743, 3.823318
1.347743, 3.826460
1.347743, 3.829601
1.347743, 3.832743
1.347743, 3.835885
1.347743, 3.839026
2.092301, 4.168893
2.092301, 4.172035
2.092301, 4.175177
2.092301, 4.178318
2.092301, 4.181460
2.092301, 4.184601
2.092301, 4.187743
2.092301, 4.190885
2.092301, 4.194026
2.092301, 4.197168
2.092301, 4.200309
2.092301, 4.203451
2.092301, 4.206593
2.092301, 4.209734
2.095442, 4.150044
2.095442, 4.153185
2.095442, 4.156327
2.095442, 4.159469
2.095442, 4.162610
2.095442, 4.165752
2.095442, 4.209734
2.095442, 4.212876
2.095442, 4.216017
2.095442, 4.219159
2.095442, 4.222301
2.095442, 4.225442
2.095442, 4.228584
2.095442, 4.231725
2.098584, 4.137478
2.098584, 4.140619
2.098584, 4.143761
2.098584, 4.146902
2.098584, 4.231725
2.098584, 4.234867
2.098584, 4.238008
2.098584, 4.241150
2.098584, 4.244292
2.098584, 4.247433
2.101725, 4.128053
2.101725, 4.131194
2.101725, 4.134336
2.101725, 4.247433
2.101725, 4.250575
2.101725, 4.253716
2.101725, 4.256858
2.101725, 4.260000
2.104867, 4.118628
2.104867, 4.121770
2.104867, 4.124911
2.104867, 4.260000
2.104867, 4.263141
2.104867, 4.266283
2.104867, 4.269424
2.104867, 4.272566
2.108009, 4.112345
2.108009, 4.115486
2.108009, 4.272566
2.108009, 4.275708
2.108009, 4.278849
2.108009, 4.281991
2.111150, 4.106062
2.111150, 4.109203
2.111150, 4.281991
2.111150, 4.285132
2.111150, 4.288274
2.111150, 4.291416
2.114292, 4.099778
2.114292, 4.102920
2.114292, 4.291416
2.114292, 4.294557
2.114292, 4.297699
2.114292, 4.300840
2.117433, 4.093495
2.117433, 4.096637
2.117433, 4.300840
2.117433, 4.303982
2.117433, 4.307124
2.117433, 4.310265
2.120575, 4.090354
2.120575, 4.310265
2.120575, 4.313407
2.120575, 4.316548
2.123717, 4.084070
2.123717, 4.087212
2.123717, 4.316548
2.123717, 4.319690
2.123717, 4.322831
2.123717, 4.325973
2.126858, 4.080929
2.126858, 4.325973
2.126858, 4.329115
2.126858, 4.332256
2.130000, 4.074646
2.130000, 4.077787
2.130000, 4.332256
2.130000, 4.335398
2.130000, 4.338539
2.130000, 4.341681
2.133141, 4.071504
2.133141, 4.341681
2.133141, 4.344823
2.133141, 4.347964
2.136283, 4.068362
2.136283, 4.347964
2.136283, 4.351106
2.136283, 4.354247
2.139425, 4.062079
2.139425, 4.065221
2.139425, 4.354247
2.139425, 4.357389
2.139425, 4.360531
2.139425, 4.363672
2.142566, 4.058938
2.142566, 4.363672
2.142566, 4.366814
2.142566, 4.369955
2.145708, 4.055796
2.145708, 4.369955
2.145708, 4.373097
2.145708, 4.376239
2.148849, 4.052655
2.148849, 4.376239
2.148849, 4.379380
2.148849, 4.382522
2.151991, 4.049513
2.151991, 4.382522
2.151991, 4.385663
2.151991, 4.388805
2.155133, 4.046371
2.155133, 4.388805
2.155133, 4.391947
2.155133, 4.395088
2.158274, 4.043230
2.158274, 4.395088
2.158274, 4.398230
2.158274, 4.401371
2.161416, 4.040088
2.161416, 4.401371
2.161416, 4.404513
2.161416, 4.407654
2.164557, 4.036947
2.164557, 4.407654
2.164557, 4.410796
2.164557, 4.413938
2.167699, 4.033805
2.167699, 4.413938
2.167699, 4.417079
2.167699, 4.420221
2.170841, 4.030663
2.170841, 4.420221
2.170841, 4.423362
2.170841, 4.426504
2.173982, 4.027522
2.173982, 4.426504
2.173982, 4.429646
2.173982, 4.432787
2.177124, 4.024380
2.177124, 4.432787
2.177124, 4.435929
2.177124, 4.439070
2.180265, 4.021239
2.180265, 4.439070
2.180265, 4.442212
2.180265, 4.445354
2.183407, 4.018097
2.183407, 4.445354
2.183407, 4.448495
2.183407, 4.451637
2.186548, 4.014955
2.186548, 4.451637
2.186548, 4.454778
2.186548, 4.457920
2.189690, 4.011814
2.189690, 4.457920
2.189690, 4.461062
2.189690, 4.464203
2.192832, 4.008672
2.192832, 4.464203
2.192832, 4.467345
2.192832, 4.470486
2.195973, 4.005531
2.195973, 4.470486
2.195973, 4.473628
2.199115, 4.005531
2.199115, 4.473628
2.199115, 4.476770
2.199115, 4.479911
2.202256, 4.002389
2.202256, 4.479911
2.202256, 4.483053
2.202256, 4.486194
2.205398, 3.999247
2.205398, 4.486194
2.205398, 4.489336
2.205398, 4.492477
2.208540, 3.996106
2.208540, 4.492477
2.208540, 4.495619
2.208540, 4.498761
2.211681, 3.992964
2.211681, 4.498761
2.211681, 4.501902
2.214823, 3.992964
2.214823, 4.501902
2.214823, 4.505044
2.214823, 4.508185
2.217964, 3.989823
2.217964, 4.508185
2.217964, 4.511327
2.217964, 4.514469
2.221106, 3.986681
2.221106, 4.514469
2.221106, 4.517610
2.221106, 4.520752
2.224248, 3.983539
2.224248, 4.520752
2.224248, 4.523893
2.224248, 4.527035
2.227389, 3.980398
2.227389, 4.527035
2.227389, 4.530177
2.230531, 3.980398
2.230531, 4.530177
2.230531, 4.533318
2.230531, 4.536460
2.233672, 3.977256
2.233672, 4.536460
2.233672, 4.539601
2.233672, 4.542743
2.236814, 3.974115
2.236814, 4.542743
2.236814, 4.545885
2.236814, 4.549026
2.239956, 3.970973
2.239956, 4.549026
2.239956, 4.552168
2.243097, 3.970973
2.243097, 4.552168
2.243097, 4.555309
2.243097, 4.558451
2.246239, 3.967832
2.246239, 4.558451
2.246239, 4.561593
2.246239, 4.564734
2.249380, 3.964690
2.249380, 4.564734
2.249380, 4.567876
2.249380, 4.571017
2.252522, 3.961548
2.252522, 4.571017
2.252522, 4.574159
2.255664, 3.961548
2.255664, 4.574159
2.255664, 4.577300
2.255664, 4.580442
2.258805, 3.958407
2.258805, 4.580442
2.258805, 4.583584
2.258805, 4.586725
2.261947, 3.955265
2.261947, 4.586725
2.261947, 4.589867
2.265088, 3.955265
2.265088, 4.589867
2.265088, 4.593008
2.265088, 4.596150
2.268230, 3.952124
2.268230, 4.596150
2.268230, 4.599292
2.268230, 4.602433
2.271371, 3.948982
2.271371, 4.602433
2.271371, 4.605575
2.271371, 4.608716
2.274513, 3.945840
2.274513, 4.608716
2.274513, 4.611858
2.277655, 3.945840
2.277655, 4.611858
2.277655, 4.615000
2.277655, 4.618141
2.280796, 3.942699
2.280796, 4.618141
